#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR00636	2	1.099415	0.00035	TIGR00636	PduO_Nterm: ATP:cob(I)alamin adenosyltransferase
TIGR00639	1	0.9375	0.000299	TIGR00639	PurN: phosphoribosylglycinamide formyltransferase
TIGR00641	2	0.839015	0.000267	TIGR00641	acid_CoA_mut_N: methylmalonyl-CoA mutase N-terminal domain
TIGR00642	1	0.148387	4.7e-05	TIGR00642	mmCoA_mut_beta: methylmalonyl-CoA mutase, small subunit
TIGR00643	6	0.72655	0.000231	TIGR00643	recG: ATP-dependent DNA helicase RecG
TIGR00653	10	3.326839	0.001061	TIGR00653	GlnA: glutamine synthetase, type I
TIGR00658	1	0.595394	0.00019	TIGR00658	orni_carb_tr: ornithine carbamoyltransferase
TIGR00665	1	0.61839	0.000197	TIGR00665	DnaB: replicative DNA helicase
TIGR00668	2	0.569892	0.000181	TIGR00668	apaH: bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
TIGR00670	3	1.039473	0.000331	TIGR00670	asp_carb_tr: aspartate carbamoyltransferase
TIGR00674	1	0.98951	0.000315	TIGR00674	dapA: 4-hydroxy-tetrahydrodipicolinate synthase
TIGR00675	4	1.893617	0.000604	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase
TIGR00677	1	0.992882	0.000316	TIGR00677	fadh2_euk: methylenetetrahydrofolate reductase
TIGR00678	1	0.845744	0.000269	TIGR00678	holB: DNA polymerase III, delta' subunit
TIGR00685	1	0.984	0.000314	TIGR00685	T6PP: trehalose-phosphatase
TIGR00687	3	2.263888	0.000722	TIGR00687	pyridox_kin: pyridoxal kinase
TIGR00691	1	0.179039	5.7e-05	TIGR00691	spoT_relA: RelA/SpoT family protein
TIGR00692	4	3.044117	0.000971	TIGR00692	tdh: L-threonine 3-dehydrogenase
TIGR00699	4	1.87931	0.000599	TIGR00699	GABAtrns_euk: 4-aminobutyrate aminotransferase
TIGR00707	4	1.826771	0.000583	TIGR00707	argD: transaminase, acetylornithine/succinylornithine family
TIGR00710	5	1.755844	0.00056	TIGR00710	efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily
TIGR00711	1	0.053608	1.7e-05	TIGR00711	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
TIGR00712	1	0.227272	7.2e-05	TIGR00712	glpT: glycerol-3-phosphate transporter
TIGR00713	1	0.775413	0.000247	TIGR00713	hemL: glutamate-1-semialdehyde-2,1-aminomutase
TIGR00714	1	0.974358	0.000311	TIGR00714	hscB: Fe-S protein assembly co-chaperone HscB
TIGR00717	12	2.67248	0.000853	TIGR00717	rpsA: ribosomal protein S1
TIGR00722	3	2.758241	0.00088	TIGR00722	ttdA_fumA_fumB: hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type
TIGR00723	3	2.970414	0.000948	TIGR00723	ttdB_fumA_fumB: hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type
TIGR00729	1	0.995169	0.000317	TIGR00729	TIGR00729: ribonuclease HII
TIGR00737	6	3.109717	0.000992	TIGR00737	nifR3_yhdG: putative TIM-barrel protein, nifR3 family
TIGR00750	1	0.996666	0.000318	TIGR00750	lao: LAO/AO transport system ATPase
TIGR00751	1	0.901408	0.000287	TIGR00751	menA: 1,4-dihydroxy-2-naphthoate octaprenyltransferase
TIGR00755	3	1.84375	0.000588	TIGR00755	ksgA: ribosomal RNA small subunit methyltransferase A
TIGR00756	26	15.257142	0.00487	TIGR00756	PPR: pentatricopeptide repeat domain
TIGR00761	2	1.666666	0.000532	TIGR00761	argB: acetylglutamate kinase
TIGR00763	2	2	0.000638	TIGR00763	lon: endopeptidase La
TIGR00768	1	0.757246	0.000241	TIGR00768	rimK_fam: alpha-L-glutamate ligase, RimK family
TIGR00776	2	1.086206	0.000346	TIGR00776	RhaT: RhaT L-rhamnose-proton symporter family protein
TIGR00785	42	11.909909	0.003801	TIGR00785	dass: transporter, divalent anion:Na+ symporter (DASS) family
TIGR00792	3	2.90389	0.000926	TIGR00792	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter
TIGR00797	9	5.565656	0.001776	TIGR00797	matE: MATE efflux family protein
TIGR00798	4	1.927444	0.000615	TIGR00798	mtc: tricarboxylate carrier
TIGR00799	2	0.717054	0.000228	TIGR00799	mtp: Golgi 4-transmembrane spanning transporter
TIGR00801	8	6.424096	0.00205	TIGR00801	ncs2: uracil-xanthine permease
TIGR00803	7	2.869369	0.000915	TIGR00803	nst: UDP-galactose transporter
TIGR00804	11	5.930174	0.001892	TIGR00804	nupC: nucleoside transporter, NupC family
TIGR00805	17	9.766823	0.003117	TIGR00805	oat: sodium-independent organic anion transporter
TIGR00813	49	21.596107	0.006893	TIGR00813	sss: transporter, solute:sodium symporter (SSS) family
TIGR00815	7	6.168141	0.001968	TIGR00815	sulP: sulfate permease
TIGR00817	4	3.850993	0.001229	TIGR00817	tpt: Tpt phosphate/phosphoenolpyruvate translocator
TIGR00820	8	5.524691	0.001763	TIGR00820	zip: ZIP zinc/iron transport family
TIGR00833	4	0.796703	0.000254	TIGR00833	actII: transport protein
TIGR00834	17	4.848888	0.001547	TIGR00834	ae: anion exchange protein
TIGR00836	9	4.073891	0.0013	TIGR00836	amt: ammonium transporter
TIGR00838	3	0.573626	0.000183	TIGR00838	argH: argininosuccinate lyase
TIGR00840	7	4.119856	0.001315	TIGR00840	b_cpa1: sodium/hydrogen exchanger 3
TIGR00841	6	3.604361	0.00115	TIGR00841	bass: bile acid transporter
TIGR00845	22	3.921824	0.001251	TIGR00845	caca: sodium/calcium exchanger 1
TIGR00846	1	0.325268	0.000103	TIGR00846	caca2: calcium/proton exchanger
TIGR00855	1	0.952	0.000303	TIGR00855	L12: ribosomal protein L7/L12
TIGR00857	2	0.669902	0.000213	TIGR00857	pyrC_multi: dihydroorotase, multifunctional complex type
TIGR00859	105	20.588926	0.006571	TIGR00859	ENaC: sodium channel transporter
TIGR00860	126	51.575757	0.016462	TIGR00860	LIC: cation transporter family protein
TIGR00861	24	18.388392	0.005869	TIGR00861	MIP: MIP family channel proteins
TIGR00862	6	2.152542	0.000687	TIGR00862	O-ClC: intracellular chloride channel protein
TIGR00863	1	0.975806	0.000311	TIGR00863	P2X: cation transporter protein
TIGR00864	80	3.753333	0.001198	TIGR00864	PCC: polycystin cation channel protein
TIGR00865	12	5.746478	0.001834	TIGR00865	bcl-2: apoptosis regulator
TIGR00867	13	3.86252	0.001232	TIGR00867	deg-1: degenerin
TIGR00868	35	11.689455	0.003731	TIGR00868	hCaCC: calcium-activated chloride channel protein 1
TIGR00869	3	0.956896	0.000305	TIGR00869	sec62: protein translocation protein, Sec62 family
TIGR00870	471	42.492637	0.013563	TIGR00870	trp: transient-receptor-potential calcium channel protein
TIGR00871	2	1.944444	0.00062	TIGR00871	zwf: glucose-6-phosphate dehydrogenase
TIGR00873	1	0.978586	0.000312	TIGR00873	gnd: 6-phosphogluconate dehydrogenase (decarboxylating)
TIGR00874	1	0.99369	0.000317	TIGR00874	talAB: transaldolase
TIGR00877	1	0.995294	0.000317	TIGR00877	purD: phosphoribosylamine--glycine ligase
TIGR00878	10	3.385542	0.00108	TIGR00878	purM: phosphoribosylformylglycinamidine cyclo-ligase
TIGR00879	12	6.519607	0.002081	TIGR00879	SP: MFS transporter, sugar porter (SP) family
TIGR00880	47	32.184397	0.010273	TIGR00880	2_A_01_02: multidrug resistance protein
TIGR00881	8	3.572559	0.00114	TIGR00881	2A0104: phosphoglycerate transporter family protein
TIGR00882	4	1.623737	0.000518	TIGR00882	2A0105: oligosaccharide:H+ symporter
TIGR00884	3	1.070967	0.000341	TIGR00884	guaA_Cterm: GMP synthase (glutamine-hydrolyzing), C-terminal domain
TIGR00886	1	0.769021	0.000245	TIGR00886	2A0108: nitrite transporter
TIGR00888	2	1.154255	0.000368	TIGR00888	guaA_Nterm: GMP synthase (glutamine-hydrolyzing), N-terminal domain
TIGR00892	88	38.371428	0.012248	TIGR00892	2A0113: monocarboxylate transporter
TIGR00893	9	4.481203	0.00143	TIGR00893	2A0114: D-galactonate transporter
TIGR00894	10	6.96344	0.002222	TIGR00894	2A0114euk: Na(+)-dependent inorganic phosphate cotransporter
TIGR00895	5	1.23618	0.000394	TIGR00895	2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family
TIGR00898	33	16.365612	0.005223	TIGR00898	2A0119: cation transport protein
TIGR00899	17	5.634666	0.001798	TIGR00899	2A0120: sugar efflux transporter
TIGR00900	2	0.934065	0.000298	TIGR00900	2A0121: H+ Antiporter protein
TIGR00901	2	1.991596	0.000635	TIGR00901	2A0125: AmpG-like permease
TIGR00903	1	0.820652	0.000261	TIGR00903	2A0129: major facilitator 4 family protein
TIGR00906	4	2.813953	0.000898	TIGR00906	2A0303: cationic amino acid transport permease
TIGR00911	8	5.548514	0.001771	TIGR00911	2A0308: L-type amino acid transporter
TIGR00917	43	8.621262	0.002751	TIGR00917	2A060601: Niemann-Pick C type protein family
TIGR00918	9	1.475109	0.00047	TIGR00918	2A060602: transmembrane receptor Patched
TIGR00920	1	0.988726	0.000315	TIGR00920	2A060605: 3-hydroxy-3-methylglutaryl-coenzyme A reductase
TIGR00921	10	1.542974	0.000492	TIGR00921	2A067: efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family
TIGR00922	1	0.319767	0.000102	TIGR00922	nusG: transcription termination/antitermination factor NusG
TIGR00926	10	2.853949	0.00091	TIGR00926	2A1704: oligopeptide transporter, peptide:H+ symporter
TIGR00927	11	1.445822	0.000461	TIGR00927	2A1904: K+-dependent Na+/Ca+ exchanger
TIGR00928	2	0.965596	0.000308	TIGR00928	purB: adenylosuccinate lyase
TIGR00930	15	3.939102	0.001257	TIGR00930	2a30: K-Cl cotransporter
TIGR00932	8	3.06909	0.000979	TIGR00932	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
TIGR00936	2	2	0.000638	TIGR00936	ahcY: adenosylhomocysteinase
TIGR00939	7	3.439635	0.001097	TIGR00939	2a57: nucleoside Transporter
TIGR00951	2	1.974248	0.00063	TIGR00951	2A43: lysosomal Cystine Transporter
TIGR00952	2	1.069767	0.000341	TIGR00952	S15_bact: ribosomal protein S15
TIGR00954	4	1.727272	0.000551	TIGR00954	3a01203: peroxysomal long chain fatty acyl transporter
TIGR00955	5	1.949756	0.000622	TIGR00955	3a01204: pigment precursor permease
TIGR00956	1	0.036585	1.1e-05	TIGR00956	3a01205: pleiotropic drug resistance family protein
TIGR00957	61	12.03088	0.00384	TIGR00957	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR00958	49	17.80872	0.005684	TIGR00958	3a01208: antigen peptide transporter 2
TIGR00959	1	0.051401	1.6e-05	TIGR00959	ffh: signal recognition particle protein
TIGR00962	1	0.990059	0.000316	TIGR00962	atpA: ATP synthase F1, alpha subunit
TIGR00967	1	0.990338	0.000316	TIGR00967	3a0501s007: preprotein translocase, SecY subunit
TIGR00975	4	2.082539	0.000664	TIGR00975	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS
TIGR00976	1	0.252727	8e-05	TIGR00976	/NonD: hydrolase CocE/NonD family protein
TIGR00979	2	1.002183	0.000319	TIGR00979	fumC_II: fumarate hydratase, class II
TIGR00980	3	1.658823	0.000529	TIGR00980	3a0801so1tim17: mitochondrial import inner membrane translocase subunit tim17
TIGR00981	1	0.870967	0.000278	TIGR00981	rpsL_bact: ribosomal protein S12
TIGR00982	1	0.935251	0.000298	TIGR00982	S23_S12_E_A: ribosomal protein S23 (S12)
TIGR00983	1	0.362416	0.000115	TIGR00983	3a0801s02tim23: mitochondrial import inner membrane translocase subunit
TIGR00984	1	1	0.000319	TIGR00984	3a0801s03tim44: mitochondrial import inner membrane, translocase subunit
TIGR00985	1	0.939189	0.000299	TIGR00985	3a0801s04tom: mitochondrial import receptor subunit
TIGR00986	1	0.620689	0.000198	TIGR00986	3a0801s05tom22: mitochondrial import receptor subunit
TIGR00989	2	1.111801	0.000354	TIGR00989	3a0801s07tom40: mitochondrial import receptor subunit
TIGR00990	41	6.375609	0.002035	TIGR00990	3a0801s09: mitochondrial precursor proteins import receptor
TIGR00996	19	6.841924	0.002183	TIGR00996	Mtu_fam_mce: virulence factor Mce family protein
TIGR01007	1	0.843137	0.000269	TIGR01007	eps_fam: capsular exopolysaccharide family
TIGR01008	2	1.297435	0.000414	TIGR01008	rpsC_E_A: ribosomal protein S3
TIGR01011	2	0.808888	0.000258	TIGR01011	rpsB_bact: ribosomal protein S2
TIGR01012	3	1.857142	0.000592	TIGR01012	Sa_S2_E_A: ribosomal protein S2
TIGR01013	3	2.995614	0.000956	TIGR01013	2a58: sodium-dependent inorganic phosphate (Pi) transporter
TIGR01015	1	0.930069	0.000296	TIGR01015	hmgA: homogentisate 1,2-dioxygenase
TIGR01016	3	2.50259	0.000798	TIGR01016	sucCoAbeta: succinate-CoA ligase, beta subunit
TIGR01018	2	1.45679	0.000465	TIGR01018	rpsD_arch: ribosomal protein S4
TIGR01019	2	1.83916	0.000587	TIGR01019	sucCoAalpha: succinate-CoA ligase, alpha subunit
TIGR01020	1	0.985849	0.000314	TIGR01020	rpsE_arch: ribosomal protein S5
TIGR01021	1	0.961538	0.000306	TIGR01021	rpsE_bact: ribosomal protein S5
TIGR01022	1	0.945945	0.000301	TIGR01022	rpmJ_bact: ribosomal protein L36
TIGR01023	1	0.964285	0.000307	TIGR01023	rpmG_bact: ribosomal protein L33
TIGR01024	1	0.771929	0.000246	TIGR01024	rplS_bact: ribosomal protein L19
TIGR01025	1	0.985185	0.000314	TIGR01025	rpsS_arch: ribosomal protein S19
TIGR01027	2	0.471074	0.00015	TIGR01027	proB: glutamate 5-kinase
TIGR01028	1	1	0.000319	TIGR01028	S7_S5_E_A: ribosomal protein S7
TIGR01029	1	0.896103	0.000286	TIGR01029	rpsG_bact: ribosomal protein S7
TIGR01030	1	0.90909	0.00029	TIGR01030	rpmH_bact: ribosomal protein L34
TIGR01031	7	2.482142	0.000792	TIGR01031	rpmF_bact: ribosomal protein L32
TIGR01032	1	0.894736	0.000285	TIGR01032	rplT_bact: ribosomal protein L20
TIGR01033	1	1	0.000319	TIGR01033	TIGR01033: DNA-binding regulatory protein, YebC/PmpR family
TIGR01034	2	1.965517	0.000627	TIGR01034	metK: methionine adenosyltransferase
TIGR01036	1	0.991573	0.000316	TIGR01036	pyrD_sub2: dihydroorotate dehydrogenase (fumarate)
TIGR01037	1	0.48	0.000153	TIGR01037	pyrD_sub1_fam: dihydroorotate dehydrogenase family protein
TIGR01038	1	1	0.000319	TIGR01038	L22_arch: ribosomal protein L22
TIGR01039	1	0.997835	0.000318	TIGR01039	atpD: ATP synthase F1, beta subunit
TIGR01040	2	0.912205	0.000291	TIGR01040	V-ATPase_V1_B: V-type ATPase, B subunit
TIGR01042	4	0.910321	0.00029	TIGR01042	V-ATPase_V1_A: V-type ATPase, A subunit
TIGR01044	1	0.941747	0.0003	TIGR01044	rplV_bact: ribosomal protein L22
TIGR01046	1	1	0.000319	TIGR01046	S10_Arc_S20_Euk: ribosomal protein S10
TIGR01048	6	2.254196	0.000719	TIGR01048	lysA: diaminopimelate decarboxylase
TIGR01049	1	0.969696	0.000309	TIGR01049	rpsJ_bact: ribosomal protein S10
TIGR01054	1	0.111774	3.5e-05	TIGR01054	rgy: reverse gyrase
TIGR01057	4	1.666666	0.000532	TIGR01057	topA_arch: DNA topoisomerase I
TIGR01059	2	0.804381	0.000256	TIGR01059	gyrB: DNA gyrase, B subunit
TIGR01060	2	1.357647	0.000433	TIGR01060	eno: phosphopyruvate hydratase
TIGR01063	2	0.3775	0.00012	TIGR01063	gyrA: DNA gyrase, A subunit
TIGR01064	2	1.871848	0.000597	TIGR01064	pyruv_kin: pyruvate kinase
TIGR01065	2	1.965686	0.000627	TIGR01065	hlyIII: channel protein, hemolysin III family
TIGR01066	2	1.042553	0.000332	TIGR01066	rplM_bact: ribosomal protein L13
TIGR01067	1	0.983606	0.000313	TIGR01067	rplN_bact: ribosomal protein L14
TIGR01068	21	12.584158	0.004016	TIGR01068	thioredoxin: thioredoxin
TIGR01070	7	2.678571	0.000855	TIGR01070	mutS1: DNA mismatch repair protein MutS
TIGR01071	1	0.979166	0.000312	TIGR01071	rplO_bact: ribosomal protein L15
TIGR01073	1	0.091034	2.9e-05	TIGR01073	pcrA: ATP-dependent DNA helicase PcrA
TIGR01074	1	0.193113	6.1e-05	TIGR01074	rep: ATP-dependent DNA helicase Rep
TIGR01077	1	0.992907	0.000316	TIGR01077	L13_A_E: ribosomal protein L13
TIGR01078	2	0.289215	9.2e-05	TIGR01078	arcA: arginine deiminase
TIGR01079	3	1.201923	0.000383	TIGR01079	rplX_bact: ribosomal protein L24
TIGR01080	1	0.991379	0.000316	TIGR01080	rplX_A_E: ribosomal protein L24
TIGR01083	1	0.859375	0.000274	TIGR01083	nth: endonuclease III
TIGR01084	2	0.942238	0.0003	TIGR01084	mutY: A/G-specific adenine glycosylase
TIGR01090	1	0.976331	0.000311	TIGR01090	apt: adenine phosphoribosyltransferase
TIGR01091	2	1.444444	0.000461	TIGR01091	upp: uracil phosphoribosyltransferase
TIGR01092	1	0.997202	0.000318	TIGR01092	P5CS: delta l-pyrroline-5-carboxylate synthetase
TIGR01096	20	7.348	0.002345	TIGR01096	3A0103s03R: lysine-arginine-ornithine-binding periplasmic protein
TIGR01099	1	0.137931	4.4e-05	TIGR01099	galU: UTP--glucose-1-phosphate uridylyltransferase
TIGR01100	4	2.398148	0.000765	TIGR01100	V_ATP_synt_C: V-type ATPase, C subunit
TIGR01101	1	0.958677	0.000306	TIGR01101	V_ATP_synt_F: V-type ATPase, F subunit
TIGR01106	5	0.818455	0.000261	TIGR01106	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit
TIGR01107	3	2.620689	0.000836	TIGR01107	Na_K_ATPase_bet: Na+/K+ ATPase, beta subunit
TIGR01116	2	0.943679	0.000301	TIGR01116	ATPase-IIA1_Ca: calcium-translocating P-type ATPase, SERCA-type
TIGR01117	5	2.548828	0.000813	TIGR01117	mmdA: methylmalonyl-CoA decarboxylase alpha subunit
TIGR01123	1	0.99361	0.000317	TIGR01123	ilvE_II: branched-chain amino acid aminotransferase
TIGR01126	16	10.809523	0.00345	TIGR01126	pdi_dom: protein disulfide-isomerase domain
TIGR01127	2	1.718421	0.000548	TIGR01127	ilvA_1Cterm: threonine ammonia-lyase
TIGR01130	26	9.462184	0.00302	TIGR01130	ER_PDI_fam: protein disulfide isomerase
TIGR01132	2	0.946886	0.000302	TIGR01132	pgm: phosphoglucomutase, alpha-D-glucose phosphate-specific
TIGR01133	1	0.286118	9.1e-05	TIGR01133	murG: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
TIGR01134	2	0.997685	0.000318	TIGR01134	purF: amidophosphoribosyltransferase
TIGR01135	3	1.06425	0.000339	TIGR01135	glmS: glutamine-fructose-6-phosphate transaminase (isomerizing)
TIGR01137	6	2.345733	0.000748	TIGR01137	cysta_beta: cystathionine beta-synthase
TIGR01140	1	0.383685	0.000122	TIGR01140	L_thr_O3P_dcar: threonine-phosphate decarboxylase
TIGR01145	1	0.97093	0.000309	TIGR01145	ATP_synt_delta: ATP synthase F1, delta subunit
TIGR01146	2	1.968531	0.000628	TIGR01146	ATPsyn_F1gamma: ATP synthase F1, gamma subunit
TIGR01147	1	1	0.000319	TIGR01147	V_ATP_synt_G: V-type ATPase, G subunit
TIGR01159	1	1	0.000319	TIGR01159	DRP1: density-regulated protein DRP1
TIGR01160	1	0.990909	0.000316	TIGR01160	SUI1_MOF2: translation initiation factor SUI1
TIGR01162	1	0.993589	0.000317	TIGR01162	purE: phosphoribosylaminoimidazole carboxylase, catalytic subunit
TIGR01163	1	1	0.000319	TIGR01163	rpe: ribulose-phosphate 3-epimerase
TIGR01164	1	0.880952	0.000281	TIGR01164	rplP_bact: ribosomal protein L16
TIGR01166	1	0.126315	4e-05	TIGR01166	cbiO: cobalt ABC transporter, ATP-binding protein
TIGR01169	1	0.876651	0.000279	TIGR01169	rplA_bact: ribosomal protein L1
TIGR01170	1	0.971428	0.00031	TIGR01170	rplA_mito: ribosomal protein L1, mitochondrial
TIGR01171	3	1.850909	0.00059	TIGR01171	rplB_bact: ribosomal protein L2
TIGR01173	1	0.13938	4.4e-05	TIGR01173	glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR01177	3	2.00909	0.000641	TIGR01177	TIGR01177: putative methyltransferase, TIGR01177 family
TIGR01179	8	3.129518	0.000998	TIGR01179	galE: UDP-glucose 4-epimerase GalE
TIGR01181	5	2.900311	0.000925	TIGR01181	dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase
TIGR01184	1	0.113043	3.6e-05	TIGR01184	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
TIGR01188	3	1.086092	0.000346	TIGR01188	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
TIGR01189	2	0.90404	0.000288	TIGR01189	ccmA: heme ABC exporter, ATP-binding protein CcmA
TIGR01192	1	0.080341	2.5e-05	TIGR01192	chvA: glucan exporter ATP-binding protein
TIGR01194	5	0.471119	0.00015	TIGR01194	cyc_pep_trnsptr: cyclic peptide transporter
TIGR01197	5	1.81282	0.000578	TIGR01197	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
TIGR01198	2	1.948717	0.000622	TIGR01198	pgl: 6-phosphogluconolactonase
TIGR01203	1	0.994011	0.000317	TIGR01203	HGPRTase: hypoxanthine phosphoribosyltransferase
TIGR01211	2	0.996168	0.000317	TIGR01211	ELP3: radical SAM enzyme/protein acetyltransferase, ELP3 family
TIGR01213	2	0.744186	0.000237	TIGR01213	pseudo_Pus10arc: tRNA pseudouridine(54/55) synthase
TIGR01214	1	0.210526	6.7e-05	TIGR01214	rmlD: dTDP-4-dehydrorhamnose reductase
TIGR01216	1	0.807692	0.000257	TIGR01216	ATP_synt_epsi: ATP synthase F1, epsilon subunit
TIGR01217	1	0.993865	0.000317	TIGR01217	ac_ac_CoA_syn: acetoacetate-CoA ligase
TIGR01223	1	0.967567	0.000308	TIGR01223	Pmev_kin_anim: phosphomevalonate kinase
TIGR01224	1	0.973474	0.00031	TIGR01224	hutI: imidazolonepropionase
TIGR01225	1	0.97826	0.000312	TIGR01225	hutH: histidine ammonia-lyase
TIGR01226	10	3.285294	0.001048	TIGR01226	phe_am_lyase: phenylalanine ammonia-lyase
TIGR01228	2	0.744954	0.000237	TIGR01228	hutU: urocanate hydratase
TIGR01230	3	1.68	0.000536	TIGR01230	agmatinase: agmatinase
TIGR01235	3	1.096237	0.000349	TIGR01235	pyruv_carbox: pyruvate carboxylase
TIGR01236	1	1	0.000319	TIGR01236	D1pyr5carbox1: 1-pyrroline-5-carboxylate dehydrogenase
TIGR01240	1	0.957377	0.000305	TIGR01240	mevDPdecarb: diphosphomevalonate decarboxylase
TIGR01241	9	4.177419	0.001333	TIGR01241	FtsH_fam: ATP-dependent metallopeptidase HflB
TIGR01242	10	5.895604	0.001881	TIGR01242	26Sp45: 26S proteasome subunit P45 family
TIGR01243	26	8.233287	0.002628	TIGR01243	CDC48: AAA family ATPase, CDC48 subfamily
TIGR01244	34	18.244444	0.005823	TIGR01244	TIGR01244: TIGR01244 family protein
TIGR01249	1	0.993485	0.000317	TIGR01249	pro_imino_pep_1: prolyl aminopeptidase
TIGR01250	4	1.072916	0.000342	TIGR01250	pro_imino_pep_2: proline-specific peptidase
TIGR01251	3	2.660194	0.000849	TIGR01251	ribP_PPkin: ribose-phosphate diphosphokinase
TIGR01257	47	6.038292	0.001927	TIGR01257	rim_protein: rim ABC transporter
TIGR01258	1	0.995918	0.000317	TIGR01258	pgm_1: phosphoglycerate mutase 1 family
TIGR01259	6	2.558333	0.000816	TIGR01259	comE: comEA protein
TIGR01260	1	0.948275	0.000302	TIGR01260	ATP_synt_c: ATP synthase F0, C subunit
TIGR01262	6	4.587677	0.001464	TIGR01262	maiA: maleylacetoacetate isomerase
TIGR01263	1	0.988668	0.000315	TIGR01263	4HPPD: 4-hydroxyphenylpyruvate dioxygenase
TIGR01264	1	1	0.000319	TIGR01264	tyr_amTase_E: tyrosine aminotransferase
TIGR01265	2	1.615384	0.000515	TIGR01265	tyr_nico_aTase: tyrosine/nicotianamine family aminotransferase
TIGR01266	1	0.997619	0.000318	TIGR01266	fum_ac_acetase: fumarylacetoacetase
TIGR01268	1	0.958715	0.000306	TIGR01268	Phe4hydrox_tetr: phenylalanine-4-hydroxylase
TIGR01269	2	0.853391	0.000272	TIGR01269	Tyr_3_monoox: tyrosine 3-monooxygenase
TIGR01270	1	0.94181	0.0003	TIGR01270	Trp_5_monoox: tryptophan 5-monooxygenase
TIGR01271	3	0.423489	0.000135	TIGR01271	CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR)
TIGR01275	1	0.813084	0.000259	TIGR01275	ACC_deam_rel: pyridoxal phosphate-dependent enzymes, D-cysteine desulfhydrase family
TIGR01277	1	0.206572	6.5e-05	TIGR01277	thiQ: thiamine ABC transporter, ATP-binding protein
TIGR01288	1	0.155115	4.9e-05	TIGR01288	nodI: nodulation ABC transporter NodI
TIGR01289	12	6.43492	0.002054	TIGR01289	LPOR: light-dependent protochlorophyllide reductase
TIGR01292	4	0.71	0.000226	TIGR01292	TRX_reduct: thioredoxin-disulfide reductase
TIGR01293	9	2.557993	0.000816	TIGR01293	Kv_beta: voltage-dependent potassium channel beta subunit
TIGR01297	13	9.098245	0.002904	TIGR01297	CDF: cation diffusion facilitator family transporter
TIGR01299	6	1.590296	0.000507	TIGR01299	synapt_SV2: synaptic vesicle protein SV2
TIGR01301	5	1.478991	0.000472	TIGR01301	GPH_sucrose: sucrose/H+ symporter
TIGR01302	1	0.997777	0.000318	TIGR01302	IMP_dehydrog: inosine-5'-monophosphate dehydrogenase
TIGR01305	1	1	0.000319	TIGR01305	GMP_reduct_1: guanosine monophosphate reductase
TIGR01310	1	1	0.000319	TIGR01310	L7: 60S ribosomal protein L7
TIGR01311	6	2.397177	0.000765	TIGR01311	glycerol_kin: glycerol kinase
TIGR01312	4	0.862785	0.000275	TIGR01312	XylB: xylulokinase
TIGR01316	2	1.329621	0.000424	TIGR01316	gltA: glutamate synthase (NADPH), homotetrameric
TIGR01317	1	0.997938	0.000318	TIGR01317	GOGAT_sm_gam: glutamate synthase, NADH/NADPH, small subunit
TIGR01320	1	0.5	0.000159	TIGR01320	mal_quin_oxido: malate dehydrogenase (acceptor)
TIGR01327	5	2.784761	0.000888	TIGR01327	PGDH: phosphoglycerate dehydrogenase
TIGR01330	2	0.791086	0.000252	TIGR01330	bisphos_HAL2: 3'(2'),5'-bisphosphate nucleotidase
TIGR01331	7	2.276	0.000726	TIGR01331	bisphos_cysQ: 3'(2'),5'-bisphosphate nucleotidase
TIGR01340	1	1	0.000319	TIGR01340	aconitase_mito: aconitate hydratase, mitochondrial
TIGR01341	2	0.59589	0.00019	TIGR01341	aconitase_1: aconitate hydratase 1
TIGR01344	2	0.988258	0.000315	TIGR01344	malate_syn_A: malate synthase A
TIGR01347	1	0.599009	0.000191	TIGR01347	sucB: dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex
TIGR01348	1	0.746166	0.000238	TIGR01348	PDHac_trf_long: dihydrolipoyllysine-residue acetyltransferase
TIGR01349	2	1.272311	0.000406	TIGR01349	PDHac_trf_mito: pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
TIGR01350	4	1.29718	0.000414	TIGR01350	lipoamide_DH: dihydrolipoyl dehydrogenase
