"busco_id"	"mRNA"	"genome"	"count"	"description"	"name"	"type"	"id"
"313091at33208"	"maker-ctg247_pilon-protein2genome-gene-3.62-mRNA-1"	"R07B-5"	449	"RIO2 kinase winged helix domain, N-terminal"	"IPR015285"	"interpro"	"IPR015285"
"313091at33208"	"PE_Scaf12427_23.6"	"Pec"	449	"RIO2 kinase winged helix domain, N-terminal"	"IPR015285"	"interpro"	"IPR015285"
"313091at33208"	"augustus-ctg63_pilon-processed-gene-6.41-mRNA-1"	"P08H-3"	449	"RIO2 kinase winged helix domain, N-terminal"	"IPR015285"	"interpro"	"IPR015285"
"315044at33208"	"maker-ctg587_pilon-augustus-gene-1.70-mRNA-1"	"P08H-3"	428	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"315044at33208"	"PE_Scaf6846_1.6"	"Pec"	428	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"315044at33208"	"augustus-ctg42_pilon-processed-gene-9.8-mRNA-1"	"R07B-5"	428	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"315393at33208"	"maker-ctg1127_pilon-protein2genome-gene-0.58-mRNA-1"	"R07B-5"	466	"COX15/CtaA family"	"IPR003780"	"interpro"	"IPR003780"
"315393at33208"	"PE_Scaf511_1.5"	"Pec"	466	"COX15/CtaA family"	"IPR003780"	"interpro"	"IPR003780"
"315393at33208"	"maker-ctg74_pilon-augustus-gene-5.3-mRNA-1"	"P08H-3"	466	"COX15/CtaA family"	"IPR003780"	"interpro"	"IPR003780"
"317470at33208"	"PE_Scaf3560_16.7"	"Pec"	454	"tRNA-dihydrouridine synthase"	"IPR001269"	"interpro"	"IPR001269"
"317470at33208"	"PE_Scaf3560_16.7"	"Pec"	393	"Double-stranded RNA-binding domain"	"IPR014720"	"interpro"	"IPR014720"
"317470at33208"	"augustus-ctg88_pilon-processed-gene-5.27-mRNA-1"	"P08H-3"	454	"tRNA-dihydrouridine synthase"	"IPR001269"	"interpro"	"IPR001269"
"317470at33208"	"augustus-ctg88_pilon-processed-gene-5.27-mRNA-1"	"P08H-3"	393	"Double-stranded RNA-binding domain"	"IPR014720"	"interpro"	"IPR014720"
"317470at33208"	"maker-ctg54_pilon-protein2genome-gene-1.36-mRNA-1"	"R07B-5"	454	"tRNA-dihydrouridine synthase"	"IPR001269"	"interpro"	"IPR001269"
"317470at33208"	"maker-ctg54_pilon-protein2genome-gene-1.36-mRNA-1"	"R07B-5"	393	"Double-stranded RNA-binding domain"	"IPR014720"	"interpro"	"IPR014720"
"318483at33208"	"PE_Scaf5241_4.11"	"Pec"	307	"Calsequestrin"	"IPR001393"	"interpro"	"IPR001393"
"318483at33208"	"PE_Scaf5241_4.11"	"Pec"	484	"Thioredoxin domain"	"IPR013766"	"interpro"	"IPR013766"
"318483at33208"	"maker-ctg524_pilon-augustus-gene-1.29-mRNA-1"	"R07B-5"	307	"Calsequestrin"	"IPR001393"	"interpro"	"IPR001393"
"318483at33208"	"maker-ctg524_pilon-augustus-gene-1.29-mRNA-1"	"R07B-5"	484	"Thioredoxin domain"	"IPR013766"	"interpro"	"IPR013766"
"318483at33208"	"augustus_masked-ctg4_pilon-processed-gene-21.2-mRNA-1"	"P08H-3"	307	"Calsequestrin"	"IPR001393"	"interpro"	"IPR001393"
"318483at33208"	"augustus_masked-ctg4_pilon-processed-gene-21.2-mRNA-1"	"P08H-3"	484	"Thioredoxin domain"	"IPR013766"	"interpro"	"IPR013766"
"318532at33208"	"PE_Scaf708_0.4"	"Pec"	455	"PUA domain"	"IPR002478"	"interpro"	"IPR002478"
"318532at33208"	"PE_Scaf708_0.4"	"Pec"	459	"tRNA pseudouridylate synthase B, C-terminal"	"IPR032819"	"interpro"	"IPR032819"
"318532at33208"	"PE_Scaf708_0.4"	"Pec"	454	"Pseudouridine synthase II, N-terminal"	"IPR002501"	"interpro"	"IPR002501"
"318532at33208"	"PE_Scaf708_0.4"	"Pec"	460	"Dyskerin-like"	"IPR012960"	"interpro"	"IPR012960"
"318532at33208"	"augustus-ctg183_pilon-processed-gene-0.1-mRNA-1"	"P08H-3"	455	"PUA domain"	"IPR002478"	"interpro"	"IPR002478"
"318532at33208"	"augustus-ctg183_pilon-processed-gene-0.1-mRNA-1"	"P08H-3"	459	"tRNA pseudouridylate synthase B, C-terminal"	"IPR032819"	"interpro"	"IPR032819"
"318532at33208"	"augustus-ctg183_pilon-processed-gene-0.1-mRNA-1"	"P08H-3"	454	"Pseudouridine synthase II, N-terminal"	"IPR002501"	"interpro"	"IPR002501"
"318532at33208"	"augustus-ctg183_pilon-processed-gene-0.1-mRNA-1"	"P08H-3"	460	"Dyskerin-like"	"IPR012960"	"interpro"	"IPR012960"
"318532at33208"	"augustus-ctg1922_pilon-processed-gene-0.7-mRNA-1"	"R07B-5"	455	"PUA domain"	"IPR002478"	"interpro"	"IPR002478"
"318532at33208"	"augustus-ctg1922_pilon-processed-gene-0.7-mRNA-1"	"R07B-5"	459	"tRNA pseudouridylate synthase B, C-terminal"	"IPR032819"	"interpro"	"IPR032819"
"318532at33208"	"augustus-ctg1922_pilon-processed-gene-0.7-mRNA-1"	"R07B-5"	454	"Pseudouridine synthase II, N-terminal"	"IPR002501"	"interpro"	"IPR002501"
"318532at33208"	"augustus-ctg1922_pilon-processed-gene-0.7-mRNA-1"	"R07B-5"	460	"Dyskerin-like"	"IPR012960"	"interpro"	"IPR012960"
"319574at33208"	"PE_Scaf2783_4.3"	"Pec"	454	"Pseudouridine synthase I, TruA, alpha/beta domain"	"IPR020097"	"interpro"	"IPR020097"
"319574at33208"	"maker-ctg548_pilon-augustus-gene-4.6-mRNA-1"	"P08H-3"	454	"Pseudouridine synthase I, TruA, alpha/beta domain"	"IPR020097"	"interpro"	"IPR020097"
"319574at33208"	"maker-ctg1913_pilon-protein2genome-gene-0.27-mRNA-1"	"R07B-5"	454	"Pseudouridine synthase I, TruA, alpha/beta domain"	"IPR020097"	"interpro"	"IPR020097"
"320390at33208"	"augustus_masked-ctg625_pilon-processed-gene-0.11-mRNA-1"	"P08H-3"	452	"-alpha-acetyltransferase 35, NatC auxiliary subunit"	"IPR007244"	"interpro"	"IPR007244"
"320390at33208"	"PE_Scaf5984_0.15"	"Pec"	452	"-alpha-acetyltransferase 35, NatC auxiliary subunit"	"IPR007244"	"interpro"	"IPR007244"
"320390at33208"	"maker-ctg1045_pilon-protein2genome-gene-0.34-mRNA-1"	"R07B-5"	452	"-alpha-acetyltransferase 35, NatC auxiliary subunit"	"IPR007244"	"interpro"	"IPR007244"
"321332at33208"	"maker-ctg284_pilon-protein2genome-gene-2.36-mRNA-1"	"R07B-5"	121	"Integrator complex subunit 10"	"IPR026164"	"interpro"	"IPR026164"
"321332at33208"	"augustus-ctg28_pilon-processed-gene-3.70-mRNA-1"	"P08H-3"	121	"Integrator complex subunit 10"	"IPR026164"	"interpro"	"IPR026164"
"321332at33208"	"PE_Scaf9511_0.6"	"Pec"	121	"Integrator complex subunit 10"	"IPR026164"	"interpro"	"IPR026164"
"323399at33208"	"augustus-ctg409_pilon-processed-gene-8.51-mRNA-1"	"R07B-5"	443	"Helicase, C-terminal"	"IPR001650"	"interpro"	"IPR001650"
"323399at33208"	"augustus-ctg409_pilon-processed-gene-8.51-mRNA-1"	"R07B-5"	452	"DEAD/DEAH box helicase domain"	"IPR011545"	"interpro"	"IPR011545"
"323399at33208"	"augustus-ctg409_pilon-processed-gene-8.51-mRNA-1"	"R07B-5"	234	"Helicase/UvrB, N-terminal"	"IPR006935"	"interpro"	"IPR006935"
"323399at33208"	"PE_Scaf9470_9.5"	"Pec"	443	"Helicase, C-terminal"	"IPR001650"	"interpro"	"IPR001650"
"323399at33208"	"PE_Scaf9470_9.5"	"Pec"	452	"DEAD/DEAH box helicase domain"	"IPR011545"	"interpro"	"IPR011545"
"323399at33208"	"PE_Scaf9470_9.5"	"Pec"	234	"Helicase/UvrB, N-terminal"	"IPR006935"	"interpro"	"IPR006935"
"323399at33208"	"augustus-ctg2_pilon-processed-gene-3.0-mRNA-1"	"P08H-3"	443	"Helicase, C-terminal"	"IPR001650"	"interpro"	"IPR001650"
"323399at33208"	"augustus-ctg2_pilon-processed-gene-3.0-mRNA-1"	"P08H-3"	452	"DEAD/DEAH box helicase domain"	"IPR011545"	"interpro"	"IPR011545"
"323399at33208"	"augustus-ctg2_pilon-processed-gene-3.0-mRNA-1"	"P08H-3"	234	"Helicase/UvrB, N-terminal"	"IPR006935"	"interpro"	"IPR006935"
"323473at33208"	"augustus-ctg1934_pilon-processed-gene-0.3-mRNA-1"	"R07B-5"	477	"PFTB repeat"	"IPR001330"	"interpro"	"IPR001330"
"323473at33208"	"augustus-ctg330_pilon-processed-gene-5.8-mRNA-1"	"P08H-3"	477	"PFTB repeat"	"IPR001330"	"interpro"	"IPR001330"
"323473at33208"	"PE_Scaf10008_0.3"	"Pec"	477	"PFTB repeat"	"IPR001330"	"interpro"	"IPR001330"
"324249at33208"	"PE_Scaf2629_1.4"	"Pec"	456	"Transcription factor IIIC subunit 5, HTH domain"	"IPR019136"	"interpro"	"IPR019136"
"324249at33208"	"PE_Scaf2629_1.4"	"Pec"	302	"Transcription factor Tau95, triple barrel domain"	"IPR041499"	"interpro"	"IPR041499"
"324249at33208"	"augustus-ctg233_pilon-processed-gene-1.12-mRNA-1"	"P08H-3"	456	"Transcription factor IIIC subunit 5, HTH domain"	"IPR019136"	"interpro"	"IPR019136"
"324249at33208"	"augustus-ctg233_pilon-processed-gene-1.12-mRNA-1"	"P08H-3"	302	"Transcription factor Tau95, triple barrel domain"	"IPR041499"	"interpro"	"IPR041499"
"324249at33208"	"maker-ctg298_pilon-protein2genome-gene-0.37-mRNA-1"	"R07B-5"	456	"Transcription factor IIIC subunit 5, HTH domain"	"IPR019136"	"interpro"	"IPR019136"
"324249at33208"	"maker-ctg298_pilon-protein2genome-gene-0.37-mRNA-1"	"R07B-5"	302	"Transcription factor Tau95, triple barrel domain"	"IPR041499"	"interpro"	"IPR041499"
"325183at33208"	"maker-ctg1134_pilon-protein2genome-gene-0.20-mRNA-1"	"R07B-5"	421	"Fumarylacetoacetase, N-terminal"	"IPR015377"	"interpro"	"IPR015377"
"325183at33208"	"maker-ctg1134_pilon-protein2genome-gene-0.20-mRNA-1"	"R07B-5"	453	"Fumarylacetoacetase-like, C-terminal"	"IPR011234"	"interpro"	"IPR011234"
"325183at33208"	"PE_Scaf11930_6.4"	"Pec"	421	"Fumarylacetoacetase, N-terminal"	"IPR015377"	"interpro"	"IPR015377"
"325183at33208"	"PE_Scaf11930_6.4"	"Pec"	453	"Fumarylacetoacetase-like, C-terminal"	"IPR011234"	"interpro"	"IPR011234"
"327301at33208"	"PE_Scaf11897_1.31"	"Pec"	400	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"327301at33208"	"PE_Scaf11897_1.31"	"Pec"	203	"Anaphase-promoting complex subunit 4, WD40 domain"	"IPR024977"	"interpro"	"IPR024977"
"327301at33208"	"augustus-ctg7_pilon-processed-gene-7.46-mRNA-1"	"P08H-3"	400	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"327301at33208"	"augustus-ctg7_pilon-processed-gene-7.46-mRNA-1"	"P08H-3"	203	"Anaphase-promoting complex subunit 4, WD40 domain"	"IPR024977"	"interpro"	"IPR024977"
"331112at33208"	"maker-ctg249_pilon-protein2genome-gene-1.29-mRNA-1"	"R07B-5"	459	"tRNA-dihydrouridine synthase"	"IPR001269"	"interpro"	"IPR001269"
"331112at33208"	"PE_Scaf11805_2.3"	"Pec"	459	"tRNA-dihydrouridine synthase"	"IPR001269"	"interpro"	"IPR001269"
"331112at33208"	"maker-ctg830_pilon-augustus-gene-0.86-mRNA-1"	"P08H-3"	459	"tRNA-dihydrouridine synthase"	"IPR001269"	"interpro"	"IPR001269"
"331186at33208"	"maker-ctg216_pilon-protein2genome-gene-0.18-mRNA-1"	"R07B-5"	424	"RNA recognition motif domain"	"IPR000504"	"interpro"	"IPR000504"
"331186at33208"	"PE_Scaf6386_12.3"	"Pec"	424	"RNA recognition motif domain"	"IPR000504"	"interpro"	"IPR000504"
"331186at33208"	"augustus-ctg445_pilon-processed-gene-2.19-mRNA-1"	"P08H-3"	424	"RNA recognition motif domain"	"IPR000504"	"interpro"	"IPR000504"
"332870at33208"	"maker-ctg675_pilon-protein2genome-gene-2.1-mRNA-1"	"R07B-5"	458	"Exoribonuclease, phosphorolytic domain 1"	"IPR001247"	"interpro"	"IPR001247"
"332870at33208"	"maker-ctg675_pilon-protein2genome-gene-2.1-mRNA-1"	"R07B-5"	378	"Exoribonuclease, phosphorolytic domain 2"	"IPR015847"	"interpro"	"IPR015847"
"332870at33208"	"augustus-ctg7_pilon-processed-gene-16.89-mRNA-1"	"P08H-3"	458	"Exoribonuclease, phosphorolytic domain 1"	"IPR001247"	"interpro"	"IPR001247"
"332870at33208"	"augustus-ctg7_pilon-processed-gene-16.89-mRNA-1"	"P08H-3"	378	"Exoribonuclease, phosphorolytic domain 2"	"IPR015847"	"interpro"	"IPR015847"
"332870at33208"	"PE_Scaf2030_1.2"	"Pec"	458	"Exoribonuclease, phosphorolytic domain 1"	"IPR001247"	"interpro"	"IPR001247"
"332870at33208"	"PE_Scaf2030_1.2"	"Pec"	378	"Exoribonuclease, phosphorolytic domain 2"	"IPR015847"	"interpro"	"IPR015847"
"333062at33208"	"PE_Scaf8668_2.8"	"Pec"	501	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"333062at33208"	"PE_Scaf8668_2.8"	"Pec"	498	"Eukaryotic translation initiation factor 3 subunit E, N-terminal"	"IPR019010"	"interpro"	"IPR019010"
"333062at33208"	"maker-ctg1542_pilon-protein2genome-gene-0.18-mRNA-1"	"R07B-5"	501	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"333062at33208"	"maker-ctg1542_pilon-protein2genome-gene-0.18-mRNA-1"	"R07B-5"	498	"Eukaryotic translation initiation factor 3 subunit E, N-terminal"	"IPR019010"	"interpro"	"IPR019010"
"333062at33208"	"maker-ctg694_pilon-augustus-gene-1.100-mRNA-1"	"P08H-3"	501	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"333062at33208"	"maker-ctg694_pilon-augustus-gene-1.100-mRNA-1"	"P08H-3"	498	"Eukaryotic translation initiation factor 3 subunit E, N-terminal"	"IPR019010"	"interpro"	"IPR019010"
"333800at33208"	"maker-ctg1185_pilon-augustus-gene-0.14-mRNA-1"	"P08H-3"	484	"Smg8/Smg9"	"IPR019354"	"interpro"	"IPR019354"
"333800at33208"	"maker-ctg250_pilon-protein2genome-gene-1.48-mRNA-1"	"R07B-5"	484	"Smg8/Smg9"	"IPR019354"	"interpro"	"IPR019354"
"334272at33208"	"augustus-ctg682_pilon-processed-gene-1.17-mRNA-1"	"R07B-5"	419	"G-patch domain"	"IPR000467"	"interpro"	"IPR000467"
"334272at33208"	"augustus-ctg682_pilon-processed-gene-1.17-mRNA-1"	"R07B-5"	302	"OCRE domain"	"IPR041591"	"interpro"	"IPR041591"
"334272at33208"	"augustus-ctg682_pilon-processed-gene-1.17-mRNA-1"	"R07B-5"	426	"Forkhead-associated (FHA) domain"	"IPR000253"	"interpro"	"IPR000253"
"334272at33208"	"augustus-ctg682_pilon-processed-gene-1.17-mRNA-1"	"R07B-5"	245	"Spp2/MOS2, G-patch domain"	"IPR026822"	"interpro"	"IPR026822"
"334272at33208"	"PE_Scaf228_1.5"	"Pec"	419	"G-patch domain"	"IPR000467"	"interpro"	"IPR000467"
"334272at33208"	"PE_Scaf228_1.5"	"Pec"	302	"OCRE domain"	"IPR041591"	"interpro"	"IPR041591"
"334272at33208"	"PE_Scaf228_1.5"	"Pec"	426	"Forkhead-associated (FHA) domain"	"IPR000253"	"interpro"	"IPR000253"
"334272at33208"	"PE_Scaf228_1.5"	"Pec"	245	"Spp2/MOS2, G-patch domain"	"IPR026822"	"interpro"	"IPR026822"
"334272at33208"	"augustus-ctg300_pilon-processed-gene-1.27-mRNA-1"	"P08H-3"	419	"G-patch domain"	"IPR000467"	"interpro"	"IPR000467"
"334272at33208"	"augustus-ctg300_pilon-processed-gene-1.27-mRNA-1"	"P08H-3"	302	"OCRE domain"	"IPR041591"	"interpro"	"IPR041591"
"334272at33208"	"augustus-ctg300_pilon-processed-gene-1.27-mRNA-1"	"P08H-3"	426	"Forkhead-associated (FHA) domain"	"IPR000253"	"interpro"	"IPR000253"
"334272at33208"	"augustus-ctg300_pilon-processed-gene-1.27-mRNA-1"	"P08H-3"	245	"Spp2/MOS2, G-patch domain"	"IPR026822"	"interpro"	"IPR026822"
"334331at33208"	"PE_Scaf6624_0.6"	"Pec"	449	"Cactin, central domain"	"IPR018816"	"interpro"	"IPR018816"
"334331at33208"	"PE_Scaf6624_0.6"	"Pec"	441	"Cactin, C-terminal"	"IPR019134"	"interpro"	"IPR019134"
"334331at33208"	"maker-ctg223_pilon-augustus-gene-2.0-mRNA-1"	"P08H-3"	449	"Cactin, central domain"	"IPR018816"	"interpro"	"IPR018816"
"334331at33208"	"maker-ctg223_pilon-augustus-gene-2.0-mRNA-1"	"P08H-3"	441	"Cactin, C-terminal"	"IPR019134"	"interpro"	"IPR019134"
"334336at33208"	"maker-ctg709_pilon-protein2genome-gene-3.49-mRNA-1"	"R07B-5"	420	"Hepatocyte growth factor-regulated tyrosine kinase substrate, helical domain"	"IPR024641"	"interpro"	"IPR024641"
"334336at33208"	"maker-ctg709_pilon-protein2genome-gene-3.49-mRNA-1"	"R07B-5"	432	"FYVE zinc finger"	"IPR000306"	"interpro"	"IPR000306"
"334336at33208"	"maker-ctg709_pilon-protein2genome-gene-3.49-mRNA-1"	"R07B-5"	435	"VHS domain"	"IPR002014"	"interpro"	"IPR002014"
"334336at33208"	"PE_Scaf6672_2.6"	"Pec"	420	"Hepatocyte growth factor-regulated tyrosine kinase substrate, helical domain"	"IPR024641"	"interpro"	"IPR024641"
"334336at33208"	"PE_Scaf6672_2.6"	"Pec"	432	"FYVE zinc finger"	"IPR000306"	"interpro"	"IPR000306"
"334336at33208"	"PE_Scaf6672_2.6"	"Pec"	435	"VHS domain"	"IPR002014"	"interpro"	"IPR002014"
"334336at33208"	"maker-ctg34_pilon-augustus-gene-3.12-mRNA-1"	"P08H-3"	420	"Hepatocyte growth factor-regulated tyrosine kinase substrate, helical domain"	"IPR024641"	"interpro"	"IPR024641"
"334336at33208"	"maker-ctg34_pilon-augustus-gene-3.12-mRNA-1"	"P08H-3"	432	"FYVE zinc finger"	"IPR000306"	"interpro"	"IPR000306"
"334336at33208"	"maker-ctg34_pilon-augustus-gene-3.12-mRNA-1"	"P08H-3"	435	"VHS domain"	"IPR002014"	"interpro"	"IPR002014"
"334342at33208"	"maker-ctg108_pilon-protein2genome-gene-2.0-mRNA-1"	"R07B-5"	359	"Sec8 exocyst complex component specific domain"	"IPR007191"	"interpro"	"IPR007191"
"334342at33208"	"maker-ctg791_pilon-augustus-gene-0.32-mRNA-1"	"P08H-3"	359	"Sec8 exocyst complex component specific domain"	"IPR007191"	"interpro"	"IPR007191"
"334764at33208"	"maker-ctg167_pilon-augustus-gene-9.22-mRNA-1"	"P08H-3"	459	"UAA transporter"	"IPR013657"	"interpro"	"IPR013657"
"334764at33208"	"PE_Scaf4197_0.10"	"Pec"	459	"UAA transporter"	"IPR013657"	"interpro"	"IPR013657"
"334764at33208"	"maker-ctg72_pilon-protein2genome-gene-4.56-mRNA-1"	"R07B-5"	459	"UAA transporter"	"IPR013657"	"interpro"	"IPR013657"
"334820at33208"	"PE_Scaf5802_2.8"	"Pec"	466	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"334820at33208"	"augustus-ctg5_pilon-processed-gene-13.27-mRNA-1"	"R07B-5"	466	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"335107at33208"	"maker-ctg494_pilon-protein2genome-gene-4.22-mRNA-1"	"R07B-5"	523	"S-adenosylmethionine decarboxylase"	"IPR001985"	"interpro"	"IPR001985"
"336647at33208"	"augustus-ctg332_pilon-processed-gene-3.6-mRNA-1"	"P08H-3"	438	"Anaphase-promoting complex subunit 5 domain"	"IPR026000"	"interpro"	"IPR026000"
"336647at33208"	"PE_Scaf3937_27.5"	"Pec"	438	"Anaphase-promoting complex subunit 5 domain"	"IPR026000"	"interpro"	"IPR026000"
"336647at33208"	"maker-ctg729_pilon-protein2genome-gene-1.67-mRNA-1"	"R07B-5"	438	"Anaphase-promoting complex subunit 5 domain"	"IPR026000"	"interpro"	"IPR026000"
"338191at33208"	"PE_Scaf10420_6.5"	"Pec"	435	"NOG, C-terminal"	"IPR012973"	"interpro"	"IPR012973"
"338191at33208"	"PE_Scaf10420_6.5"	"Pec"	319	"NOG1, N-terminal helical domain"	"IPR041623"	"interpro"	"IPR041623"
"338191at33208"	"PE_Scaf10420_6.5"	"Pec"	439	"GTP binding domain"	"IPR006073"	"interpro"	"IPR006073"
"338191at33208"	"PE_Scaf10420_6.5"	"Pec"	314	"FeoB-type guanine nucleotide-binding (G) domain"	"IPR030389"	"interpro"	"IPR030389"
"338191at33208"	"PE_Scaf10420_6.5"	"Pec"	441	"Nucleolar GTP-binding protein 1, Rossman-fold domain"	"IPR010674"	"interpro"	"IPR010674"
"338191at33208"	"maker-ctg962_pilon-augustus-gene-0.43-mRNA-1"	"P08H-3"	435	"NOG, C-terminal"	"IPR012973"	"interpro"	"IPR012973"
"338191at33208"	"maker-ctg962_pilon-augustus-gene-0.43-mRNA-1"	"P08H-3"	319	"NOG1, N-terminal helical domain"	"IPR041623"	"interpro"	"IPR041623"
"338191at33208"	"maker-ctg962_pilon-augustus-gene-0.43-mRNA-1"	"P08H-3"	439	"GTP binding domain"	"IPR006073"	"interpro"	"IPR006073"
"338191at33208"	"maker-ctg962_pilon-augustus-gene-0.43-mRNA-1"	"P08H-3"	314	"FeoB-type guanine nucleotide-binding (G) domain"	"IPR030389"	"interpro"	"IPR030389"
"338191at33208"	"maker-ctg962_pilon-augustus-gene-0.43-mRNA-1"	"P08H-3"	441	"Nucleolar GTP-binding protein 1, Rossman-fold domain"	"IPR010674"	"interpro"	"IPR010674"
"338191at33208"	"augustus-ctg563_pilon-processed-gene-4.39-mRNA-1"	"R07B-5"	435	"NOG, C-terminal"	"IPR012973"	"interpro"	"IPR012973"
"338191at33208"	"augustus-ctg563_pilon-processed-gene-4.39-mRNA-1"	"R07B-5"	319	"NOG1, N-terminal helical domain"	"IPR041623"	"interpro"	"IPR041623"
"338191at33208"	"augustus-ctg563_pilon-processed-gene-4.39-mRNA-1"	"R07B-5"	439	"GTP binding domain"	"IPR006073"	"interpro"	"IPR006073"
"338191at33208"	"augustus-ctg563_pilon-processed-gene-4.39-mRNA-1"	"R07B-5"	314	"FeoB-type guanine nucleotide-binding (G) domain"	"IPR030389"	"interpro"	"IPR030389"
"338191at33208"	"augustus-ctg563_pilon-processed-gene-4.39-mRNA-1"	"R07B-5"	441	"Nucleolar GTP-binding protein 1, Rossman-fold domain"	"IPR010674"	"interpro"	"IPR010674"
"338482at33208"	"PE_Scaf3810_1.4"	"Pec"	474	"RFT1"	"IPR007594"	"interpro"	"IPR007594"
"338482at33208"	"maker-ctg222_pilon-protein2genome-gene-2.1-mRNA-1"	"R07B-5"	474	"RFT1"	"IPR007594"	"interpro"	"IPR007594"
"338482at33208"	"maker-ctg103_pilon-augustus-gene-2.17-mRNA-1"	"P08H-3"	474	"RFT1"	"IPR007594"	"interpro"	"IPR007594"
"339127at33208"	"maker-ctg250_pilon-augustus-gene-2.21-mRNA-1"	"P08H-3"	422	"GPI transamidase component Gaa1"	"IPR007246"	"interpro"	"IPR007246"
"339127at33208"	"PE_Scaf7656_10.7"	"Pec"	422	"GPI transamidase component Gaa1"	"IPR007246"	"interpro"	"IPR007246"
"339127at33208"	"maker-ctg159_pilon-protein2genome-gene-4.34-mRNA-1"	"R07B-5"	422	"GPI transamidase component Gaa1"	"IPR007246"	"interpro"	"IPR007246"
"339319at33208"	"maker-ctg1983_pilon-augustus-gene-0.30-mRNA-1"	"R07B-5"	373	"Poly(ADP-ribose) polymerase, catalytic domain"	"IPR012317"	"interpro"	"IPR012317"
"339319at33208"	"maker-ctg1983_pilon-augustus-gene-0.30-mRNA-1"	"R07B-5"	276	"PARP16 N-terminal domain"	"IPR041400"	"interpro"	"IPR041400"
"339319at33208"	"augustus-ctg184_pilon-processed-gene-12.51-mRNA-1"	"P08H-3"	373	"Poly(ADP-ribose) polymerase, catalytic domain"	"IPR012317"	"interpro"	"IPR012317"
"339319at33208"	"augustus-ctg184_pilon-processed-gene-12.51-mRNA-1"	"P08H-3"	276	"PARP16 N-terminal domain"	"IPR041400"	"interpro"	"IPR041400"
"339319at33208"	"PE_Scaf9098_2.6"	"Pec"	373	"Poly(ADP-ribose) polymerase, catalytic domain"	"IPR012317"	"interpro"	"IPR012317"
"339319at33208"	"PE_Scaf9098_2.6"	"Pec"	276	"PARP16 N-terminal domain"	"IPR041400"	"interpro"	"IPR041400"
"340558at33208"	"maker-ctg117_pilon-augustus-gene-5.105-mRNA-1"	"P08H-3"	456	"Bystin"	"IPR007955"	"interpro"	"IPR007955"
"340558at33208"	"PE_Scaf870_3.15"	"Pec"	456	"Bystin"	"IPR007955"	"interpro"	"IPR007955"
"340577at33208"	"augustus_masked-ctg395_pilon-processed-gene-2.65-mRNA-1"	"P08H-3"	377	"Bardet-Biedl syndrome 1, N-terminal"	"IPR032728"	"interpro"	"IPR032728"
"344338at33208"	"maker-ctg104_pilon-augustus-gene-0.36-mRNA-1"	"P08H-3"	301	"Glycosyltransferase 2-like"	"IPR001173"	"interpro"	"IPR001173"
"344338at33208"	"maker-ctg104_pilon-augustus-gene-0.36-mRNA-1"	"P08H-3"	477	"Ceramide glucosyltransferase"	"IPR025993"	"interpro"	"IPR025993"
"344338at33208"	"maker-ctg49_pilon-protein2genome-gene-10.9-mRNA-1"	"R07B-5"	301	"Glycosyltransferase 2-like"	"IPR001173"	"interpro"	"IPR001173"
"344338at33208"	"maker-ctg49_pilon-protein2genome-gene-10.9-mRNA-1"	"R07B-5"	477	"Ceramide glucosyltransferase"	"IPR025993"	"interpro"	"IPR025993"
"344338at33208"	"PE_Scaf10410_5.4"	"Pec"	301	"Glycosyltransferase 2-like"	"IPR001173"	"interpro"	"IPR001173"
"344338at33208"	"PE_Scaf10410_5.4"	"Pec"	477	"Ceramide glucosyltransferase"	"IPR025993"	"interpro"	"IPR025993"
"344346at33208"	"augustus-ctg104_pilon-processed-gene-2.45-mRNA-1"	"P08H-3"	444	"MRPS27/PTCD2"	"IPR034913"	"interpro"	"IPR034913"
"344346at33208"	"PE_Scaf7619_2.7"	"Pec"	444	"MRPS27/PTCD2"	"IPR034913"	"interpro"	"IPR034913"
"344346at33208"	"maker-ctg427_pilon-protein2genome-gene-1.50-mRNA-1"	"R07B-5"	444	"MRPS27/PTCD2"	"IPR034913"	"interpro"	"IPR034913"
"344442at33208"	"maker-ctg121_pilon-augustus-gene-10.10-mRNA-1"	"P08H-3"	419	"Ran binding domain"	"IPR000156"	"interpro"	"IPR000156"
"344442at33208"	"maker-ctg121_pilon-augustus-gene-10.10-mRNA-1"	"P08H-3"	425	"Nuclear pore complex, NUP2/50/61"	"IPR015007"	"interpro"	"IPR015007"
"344442at33208"	"PE_Scaf7367_6.12"	"Pec"	419	"Ran binding domain"	"IPR000156"	"interpro"	"IPR000156"
"344442at33208"	"PE_Scaf7367_6.12"	"Pec"	425	"Nuclear pore complex, NUP2/50/61"	"IPR015007"	"interpro"	"IPR015007"
