#Accession	No_orfs	Coverage	Abundance	Name	Description
PF03091.15	1	0.454545	1.2e-05	CutA1	CutA1 divalent ion tolerance protein
PF03095.15	1	0.996677	2.7e-05	PTPA	Phosphotyrosyl phosphate activator (PTPA) protein
PF03096.14	3	1.685512	4.6e-05	Ndr	Ndr family
PF03097.18	7	4.133676	0.000113	BRO1	BRO1-like domain
PF03098.15	11	5.381852	0.000148	An_peroxidase	Animal haem peroxidase
PF03099.19	4	2.793893	7.6e-05	BPL_LplA_LipB	Biotin/lipoate A/B protein ligase family
PF03104.19	4	3.347181	9.2e-05	DNA_pol_B_exo1	DNA polymerase family B, exonuclease domain
PF03105.19	3	0.333333	9e-06	SPX	SPX domain
PF03109.16	6	3.848739	0.000105	ABC1	ABC1 family
PF03114.18	9	4.732217	0.00013	BAR	BAR domain
PF03121.15	1	0.906666	2.4e-05	Herpes_UL52	Herpesviridae UL52/UL70 DNA primase
PF03124.14	2	0.706948	1.9e-05	EXS	EXS family
PF03126.18	2	1.348623	3.7e-05	Plus-3	Plus-3 domain
PF03127.14	2	1.987012	5.4e-05	GAT	GAT domain
PF03129.20	6	5.882978	0.000161	HGTP_anticodon	Anticodon binding domain
PF03130.16	3	2.592592	7.1e-05	HEAT_PBS	PBS lyase HEAT-like repeat
PF03131.17	8	3.956521	0.000108	bZIP_Maf	bZIP Maf transcription factor
PF03133.15	32	14.433898	0.000397	TTL	Tubulin-tyrosine ligase family
PF03134.19	1	0.987012	2.7e-05	TB2_DP1_HVA22	TB2/DP1, HVA22 family
PF03137.20	17	6.999999	0.000192	OATP	Organic Anion Transporter Polypeptide (OATP) family
PF03142.15	16	4.204933	0.000115	Chitin_synth_2	Chitin synthase
PF03143.17	6	4.6875	0.000128	GTP_EFTU_D3	Elongation factor Tu C-terminal domain
PF03144.25	19	16.337837	0.000449	GTP_EFTU_D2	Elongation factor Tu domain 2
PF03145.16	1	1	2.7e-05	Sina	Seven in absentia protein family
PF03146.15	3	1.633027	4.4e-05	NtA	Agrin NtA domain
PF03147.14	2	2	5.5e-05	FDX-ACB	Ferredoxin-fold anticodon binding domain
PF03148.14	7	5.994778	0.000164	Tektin	Tektin family
PF03151.16	9	8.472413	0.000233	TPT	Triose-phosphate Transporter family
PF03152.14	1	0.982658	2.7e-05	UFD1	Ubiquitin fusion degradation protein UFD1
PF03153.13	2	0.725301	1.9e-05	TFIIA	Transcription factor IIA, alpha/beta subunit
PF03154.15	4	0.844897	2.3e-05	Atrophin-1	Atrophin-1 family
PF03155.15	4	1.795454	4.9e-05	Alg6_Alg8	ALG6, ALG8 glycosyltransferase family
PF03159.18	3	2.264462	6.2e-05	XRN_N	XRN 5'-3' exonuclease N-terminus
PF03160.14	43	27.69	0.000761	Calx-beta	Calx-beta domain
PF03164.14	1	0.997524	2.7e-05	Mon1	Trafficking protein Mon1
PF03165.16	4	3.912621	0.000107	MH1	MH1 domain
PF03166.14	6	4.07027	0.000111	MH2	MH2 domain
PF03167.19	2	1.825806	5e-05	UDG	Uracil DNA glycosylase superfamily
PF03171.20	4	2.861386	7.8e-05	2OG-FeII_Oxy	2OG-Fe(II) oxygenase superfamily
PF03173.13	15	12.886792	0.000354	CHB_HEX	Putative carbohydrate binding domain
PF03174.13	12	10.610389	0.000291	CHB_HEX_C	Chitobiase/beta-hexosaminidase C-terminal domain
PF03176.15	5	2.06006	5.6e-05	MMPL	MMPL family
PF03177.14	3	1.370805	3.7e-05	Nucleoporin_C	Non-repetitive/WGA-negative nucleoporin C-terminal
PF03178.15	8	3.298136	9e-05	CPSF_A	CPSF A subunit region
PF03179.15	1	0.761904	2e-05	V-ATPase_G	Vacuolar (H+)-ATPase G subunit
PF03184.19	20	9.657142	0.000265	DDE_1	DDE superfamily endonuclease
PF03185.15	23	8.661538	0.000238	CaKB	Calcium-activated potassium channel, beta subunit
PF03188.16	15	7.656934	0.00021	Cytochrom_B561	Eukaryotic cytochrome b561
PF03189.13	5	3.07191	8.4e-05	Otopetrin	Otopetrin
PF03190.15	1	0.993865	2.7e-05	Thioredox_DsbH	Protein of unknown function, DUF255
PF03193.16	7	2.862275	7.8e-05	RsgA_GTPase	RsgA GTPase
PF03194.15	4	2.521912	6.9e-05	LUC7	LUC7 N_terminus
PF03200.16	1	0.99389	2.7e-05	Glyco_hydro_63	Glycosyl hydrolase family 63 C-terminal domain
PF03208.19	3	2.062937	5.6e-05	PRA1	PRA1 family protein
PF03215.15	4	1.98387	5.4e-05	Rad17	Rad17 P-loop domain
PF03221.16	23	14.818181	0.000407	HTH_Tnp_Tc5	Tc5 transposase DNA-binding domain
PF03223.15	1	1	2.7e-05	V-ATPase_C	V-ATPase subunit C
PF03224.14	5	2.257142	6.2e-05	V-ATPase_H_N	V-ATPase subunit H
PF03226.14	4	3.533333	9.7e-05	Yippee-Mis18	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF03232.13	1	0.994186	2.7e-05	COQ7	Ubiquinone biosynthesis protein COQ7
PF03234.14	2	0.968992	2.6e-05	CDC37_N	Cdc37 N terminal kinase binding
PF03248.13	1	0.988304	2.7e-05	Rer1	Rer1 family
PF03250.14	2	0.929078	2.5e-05	Tropomodulin	Tropomodulin
PF03256.16	4	2.756756	7.5e-05	ANAPC10	Anaphase-promoting complex, subunit 10 (APC10)
PF03259.17	4	3.505494	9.6e-05	Robl_LC7	Roadblock/LC7 domain
PF03261.15	1	0.969696	2.6e-05	CDK5_activator	Cyclin-dependent kinase 5 activator protein
PF03265.15	1	0.773993	2.1e-05	DNase_II	Deoxyribonuclease II
PF03266.15	3	1.113095	3e-05	NTPase_1	NTPase
PF03269.14	10	7.931818	0.000218	DUF268	Caenorhabditis protein of unknown function, DUF268
PF03271.17	3	2.195121	6e-05	EB1	EB1-like C-terminal motif
PF03281.14	31	18.824324	0.000517	Mab-21	Mab-21 protein
PF03283.13	3	1.422535	3.9e-05	PAE	Pectinacetylesterase
PF03291.16	2	0.948948	2.6e-05	Pox_MCEL	mRNA capping enzyme
PF03297.15	1	0.970297	2.6e-05	Ribosomal_S25	S25 ribosomal protein
PF03299.14	3	1.050761	2.8e-05	TF_AP-2	Transcription factor AP-2
PF03301.13	2	1.138728	3.1e-05	Trp_dioxygenase	Tryptophan 2,3-dioxygenase
PF03302.13	2	0.483627	1.3e-05	VSP	Giardia variant-specific surface protein
PF03308.16	1	0.992509	2.7e-05	MeaB	Methylmalonyl Co-A mutase-associated GTPase MeaB
PF03311.14	3	1.180327	3.2e-05	Cornichon	Cornichon protein
PF03318.13	4	3.359649	9.2e-05	ETX_MTX2	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF03321.13	1	0.994307	2.7e-05	GH3	GH3 auxin-responsive promoter
PF03328.14	1	1	2.7e-05	HpcH_HpaI	HpcH/HpaI aldolase/citrate lyase family
PF03332.13	1	0.995475	2.7e-05	PMM	Eukaryotic phosphomannomutase
PF03343.13	3	1.088748	2.9e-05	SART-1	SART-1 family
PF03344.15	1	0.757575	2e-05	Daxx	Daxx N-terminal Rassf1C-interacting domain
PF03345.14	1	0.99759	2.7e-05	DDOST_48kD	Oligosaccharyltransferase 48 kDa subunit beta
PF03348.15	5	1.587412	4.3e-05	Serinc	Serine incorporator (Serinc)
PF03351.17	10	7.087999	0.000194	DOMON	DOMON domain
PF03357.21	13	6.745664	0.000185	Snf7	Snf7
PF03359.13	4	1.391304	3.8e-05	GKAP	Guanylate-kinase-associated protein (GKAP) protein
PF03360.16	3	1.64878	4.5e-05	Glyco_transf_43	Glycosyltransferase family 43
PF03364.20	2	1.253846	3.4e-05	Polyketide_cyc	Polyketide cyclase / dehydrase and lipid transport
PF03366.16	5	2.938271	8e-05	YEATS	YEATS family
PF03367.13	4	1.522012	4.1e-05	zf-ZPR1	ZPR1 zinc-finger domain
PF03368.14	2	1.652173	4.5e-05	Dicer_dimer	Dicer dimerisation domain
PF03370.13	4	3.070796	8.4e-05	CBM_21	Carbohydrate/starch-binding module (family 21)
PF03371.15	1	0.988505	2.7e-05	PRP38	PRP38 family
PF03372.23	23	19.360515	0.000532	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family
PF03378.15	1	1	2.7e-05	CAS_CSE1	CAS/CSE protein, C-terminus
PF03381.15	1	0.989285	2.7e-05	CDC50	LEM3 (ligand-effect modulator 3) family / CDC50 family
PF03382.14	13	10	0.000275	DUF285	Mycoplasma protein of unknown function, DUF285
PF03385.17	4	1.025773	2.8e-05	STELLO	STELLO glycosyltransferases
PF03388.13	3	1.699999	4.6e-05	Lectin_leg-like	Legume-like lectin family
PF03398.14	2	1.987804	5.4e-05	Ist1	Regulator of Vps4 activity in the MVB pathway
PF03399.16	4	2.665529	7.3e-05	SAC3_GANP	SAC3/GANP family
PF03403.13	2	0.96306	2.6e-05	PAF-AH_p_II	Platelet-activating factor acetylhydrolase, isoform II
PF03404.16	1	0.97826	2.6e-05	Mo-co_dimer	Mo-co oxidoreductase dimerisation domain
PF03407.16	45	37.10849	0.00102	Nucleotid_trans	Nucleotide-diphospho-sugar transferase
PF03416.19	2	1.98913	5.4e-05	Peptidase_C54	Peptidase family C54
PF03417.16	2	1.132743	3.1e-05	AAT	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03435.18	2	1.992307	5.4e-05	Sacchrp_dh_NADP	Saccharopine dehydrogenase NADP binding domain
PF03437.15	1	0.984251	2.7e-05	BtpA	BtpA family
PF03439.13	2	1.345238	3.7e-05	Spt5-NGN	Early transcription elongation factor of RNA pol II, NGN section
PF03446.15	4	3.018987	8.3e-05	NAD_binding_2	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447.16	2	1.957264	5.3e-05	NAD_binding_3	Homoserine dehydrogenase, NAD binding domain
PF03450.17	3	2.417475	6.6e-05	CO_deh_flav_C	CO dehydrogenase flavoprotein C-terminal domain
PF03451.14	5	3.202702	8.8e-05	HELP	HELP motif
PF03453.17	1	0.980891	2.6e-05	MoeA_N	MoeA N-terminal region (domain I and II)
PF03454.15	1	0.972222	2.6e-05	MoeA_C	MoeA C-terminal region (domain IV)
PF03455.19	5	4.24	0.000116	dDENN	dDENN domain
PF03456.18	7	5.515151	0.000151	uDENN	uDENN domain
PF03462.18	3	1.844559	5e-05	PCRF	PCRF domain
PF03463.15	2	1.891472	5.2e-05	eRF1_1	eRF1 domain 1
PF03464.15	2	1.977443	5.4e-05	eRF1_2	eRF1 domain 2
PF03465.15	2	1.9823	5.4e-05	eRF1_3	eRF1 domain 3
PF03467.15	4	1.235632	3.3e-05	Smg4_UPF3	Smg-4/UPF3 family
PF03473.17	3	2.91603	8e-05	MOSC	MOSC domain
PF03474.14	2	1.918918	5.2e-05	DMA	DMRTA motif
PF03476.16	3	2.95	8.1e-05	MOSC_N	MOSC N-terminal beta barrel domain
PF03477.16	3	2.965116	8.1e-05	ATP-cone	ATP cone domain
PF03480.13	1	0.972027	2.6e-05	DctP	Bacterial extracellular solute-binding protein, family 7
PF03483.17	2	1.505747	4.1e-05	B3_4	B3/4 domain
PF03484.15	3	2.716417	7.4e-05	B5	tRNA synthetase B5 domain
PF03485.16	1	0.988235	2.7e-05	Arg_tRNA_synt_N	Arginyl tRNA synthetase N terminal domain
PF03489.17	10	6.147058	0.000169	SapB_2	Saposin-like type B, region 2
PF03493.18	4	3.928571	0.000108	BK_channel_a	Calcium-activated BK potassium channel alpha subunit
PF03501.15	1	0.989247	2.7e-05	S10_plectin	Plectin/S10 domain
PF03517.13	1	0.525179	1.4e-05	Voldacs	Regulator of volume decrease after cellular swelling
PF03520.14	3	1.378947	3.7e-05	KCNQ_channel	KCNQ voltage-gated potassium channel
PF03522.15	12	2.853146	7.8e-05	SLC12	Solute carrier family 12
PF03530.14	4	1.834782	5e-05	SK_channel	Calcium-activated SK potassium channel
PF03531.14	2	1.333333	3.6e-05	SSrecog	Structure-specific recognition protein (SSRP1)
PF03540.13	1	0.96	2.6e-05	TFIID_30kDa	Transcription initiation factor TFIID 23-30kDa subunit
PF03542.16	1	0.988636	2.7e-05	Tuberin	Tuberin
PF03556.15	4	3.1	8.5e-05	Cullin_binding	Cullin binding
PF03561.15	2	1.569444	4.3e-05	Allantoicase	Allantoicase repeat
PF03567.14	83	63.007905	0.001733	Sulfotransfer_2	Sulfotransferase family
PF03568.17	1	0.997468	2.7e-05	Peptidase_C50	Peptidase family C50
PF03571.15	1	0.998185	2.7e-05	Peptidase_M49	Peptidase family M49
PF03572.18	1	0.939759	2.5e-05	Peptidase_S41	Peptidase family S41
PF03577.15	1	0.552238	1.5e-05	Peptidase_C69	Peptidase family C69
PF03587.14	1	0.932989	2.5e-05	EMG1	EMG1/NEP1 methyltransferase
PF03600.16	4	1.656666	4.5e-05	CitMHS	Citrate transporter
PF03607.17	14	11.457627	0.000315	DCX	Doublecortin
PF03615.15	3	1.321428	3.6e-05	GCM	GCM motif protein
PF03619.16	8	5.728301	0.000157	Solute_trans_a	Organic solute transporter Ostalpha
PF03623.13	1	0.962406	2.6e-05	Focal_AT	Focal adhesion targeting region
PF03629.18	3	1.305309	3.5e-05	SASA	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630.14	11	5.154545	0.000141	Fumble	Fumble
PF03632.15	11	3.423772	9.4e-05	Glyco_hydro_65m	Glycosyl hydrolase family 65 central catalytic domain
PF03635.17	4	1.49178	4.1e-05	Vps35	Vacuolar protein sorting-associated protein 35
PF03637.17	5	3.970414	0.000109	Mob1_phocein	Mob1/phocein family
PF03643.15	2	1.898181	5.2e-05	Vps26	Vacuolar protein sorting-associated protein 26
PF03644.13	2	0.854304	2.3e-05	Glyco_hydro_85	Glycosyl hydrolase family 85
PF03645.13	20	17.106796	0.00047	Tctex-1	Tctex-1 family
PF03647.13	1	0.967391	2.6e-05	Tmemb_14	Transmembrane proteins 14C
PF03650.13	2	1.345454	3.7e-05	MPC	Mitochondrial pyruvate carriers
PF03656.13	1	0.905511	2.4e-05	Pam16	Pam16
PF03660.14	1	1	2.7e-05	PHF5	PHF5-like protein
PF03661.13	1	0.987551	2.7e-05	UPF0121	Uncharacterised protein family (UPF0121)
PF03662.14	4	2.207547	6e-05	Glyco_hydro_79n	Glycosyl hydrolase family 79, N-terminal domain
PF03665.13	1	0.989528	2.7e-05	UPF0172	Uncharacterised protein family (UPF0172)
PF03666.13	2	0.805139	2.2e-05	NPR3	Nitrogen Permease regulator of amino acid transport activity 3
PF03669.13	1	0.98969	2.7e-05	UPF0139	Uncharacterised protein family (UPF0139)
PF03670.13	1	0.698795	1.9e-05	UPF0184	Uncharacterised protein family (UPF0184)
PF03671.14	1	1	2.7e-05	Ufm1	Ubiquitin fold modifier 1 protein
PF03676.14	2	0.589743	1.6e-05	UPF0183	Uncharacterised protein family (UPF0183)
PF03690.13	1	0.996845	2.7e-05	UPF0160	Uncharacterised protein family (UPF0160)
PF03694.13	1	0.981818	2.7e-05	Erg28	Erg28 like protein
PF03702.14	1	0.986338	2.7e-05	AnmK	Anhydro-N-acetylmuramic acid kinase
PF03712.15	4	2.286624	6.2e-05	Cu2_monoox_C	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
PF03715.13	2	0.799331	2.1e-05	Noc2	Noc2p family
PF03719.15	2	1.888888	5.1e-05	Ribosomal_S5_C	Ribosomal protein S5, C-terminal domain
PF03720.15	1	0.990476	2.7e-05	UDPG_MGDP_dh_C	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721.14	1	0.962566	2.6e-05	UDPG_MGDP_dh_N	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03725.15	7	6.044776	0.000166	RNase_PH_C	3' exoribonuclease family, domain 2
PF03726.14	2	1.313253	3.6e-05	PNPase	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03727.16	2	1.083333	2.9e-05	Hexokinase_2	Hexokinase
PF03730.14	2	1.965909	5.4e-05	Ku_C	Ku70/Ku80 C-terminal arm
PF03731.15	3	1.781818	4.9e-05	Ku_N	Ku70/Ku80 N-terminal alpha/beta domain
PF03733.13	1	1	2.7e-05	YccF	Inner membrane component domain
PF03735.14	3	1.842857	5e-05	ENT	ENT domain
PF03736.17	11	10.068181	0.000276	EPTP	EPTP domain
PF03746.16	2	0.953974	2.6e-05	LamB_YcsF	LamB/YcsF family
PF03747.14	4	3.024054	8.3e-05	ADP_ribosyl_GH	ADP-ribosylglycohydrolase
PF03764.18	6	3.768595	0.000103	EFG_IV	Elongation factor G, domain IV
PF03765.15	4	3.555555	9.7e-05	CRAL_TRIO_N	CRAL/TRIO, N-terminal domain
PF03770.16	4	3.979695	0.000109	IPK	Inositol polyphosphate kinase
PF03781.16	4	2.788461	7.6e-05	FGE-sulfatase	Sulfatase-modifying factor enzyme 1
PF03782.17	2	1.916666	5.2e-05	AMOP	AMOP domain
PF03792.13	1	0.730158	2e-05	PBC	PBC domain
PF03798.16	14	8.616161	0.000237	TRAM_LAG1_CLN8	TLC domain
PF03800.14	2	0.654676	1.8e-05	Nuf2	Nuf2 family
PF03801.13	1	0.830065	2.2e-05	Ndc80_HEC	HEC/Ndc80p family
PF03803.15	5	3.420814	9.4e-05	Scramblase	Scramblase
PF03807.17	5	4.195876	0.000115	F420_oxidored	NADP oxidoreductase coenzyme F420-dependent
PF03810.19	19	11.54054	0.000317	IBN_N	Importin-beta N-terminal domain
PF03813.14	1	0.802631	2.2e-05	Nrap	Nrap protein domain 1
PF03820.17	3	2.846153	7.8e-05	Mtc	Tricarboxylate carrier
PF03821.16	3	0.623376	1.7e-05	Mtp	Golgi 4-transmembrane spanning transporter
PF03826.17	4	3.315789	9.1e-05	OAR	OAR domain
PF03828.19	6	5.129032	0.000141	PAP_assoc	Cid1 family poly A polymerase
PF03834.14	1	0.991228	2.7e-05	Rad10	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03836.15	2	0.788321	2.1e-05	RasGAP_C	RasGAP C-terminus
PF03839.16	3	1.331797	3.6e-05	Sec62	Translocation protein Sec62
PF03842.13	2	0.440545	1.2e-05	Silic_transp	Silicon transporter
PF03847.13	1	0.985294	2.7e-05	TFIID_20kDa	Transcription initiation factor TFIID subunit A
PF03849.14	1	0.966197	2.6e-05	Tfb2	Transcription factor Tfb2
PF03850.14	2	0.934782	2.5e-05	Tfb4	Transcription factor Tfb4
PF03853.15	3	1.672514	4.6e-05	YjeF_N	YjeF-related protein N-terminus
PF03859.16	2	0.982758	2.7e-05	CG-1	CG-1 domain
PF03870.15	1	0.388489	1e-05	RNA_pol_Rpb8	RNA polymerase Rpb8
PF03871.14	1	0.988764	2.7e-05	RNA_pol_Rpb5_N	RNA polymerase Rpb5, N-terminal domain
PF03874.16	2	1.512195	4.1e-05	RNA_pol_Rpb4	RNA polymerase Rpb4
PF03876.17	2	1.542857	4.2e-05	SHS2_Rpb7-N	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878.15	3	1.527196	4.2e-05	YIF1	YIF1
PF03879.14	1	0.944444	2.5e-05	Cgr1	Cgr1 family
PF03881.14	1	0.961805	2.6e-05	Fructosamin_kin	Fructosamine kinase
PF03896.16	3	0.743859	2e-05	TRAP_alpha	Translocon-associated protein (TRAP), alpha subunit
PF03900.15	3	1.28	3.5e-05	Porphobil_deamC	Porphobilinogen deaminase, C-terminal domain
PF03901.17	8	3.07434	8.4e-05	Glyco_transf_22	Alg9-like mannosyltransferase family
PF03908.13	2	1.5	4.1e-05	Sec20	Sec20
PF03909.17	6	4.120689	0.000113	BSD	BSD domain
PF03911.16	1	0.951219	2.6e-05	Sec61_beta	Sec61beta family
PF03914.17	8	4.347058	0.000119	CBF	CBF/Mak21 family
PF03915.13	4	1.046568	2.8e-05	AIP3	Actin interacting protein 3
PF03917.17	1	1	2.7e-05	GSH_synth_ATP	Eukaryotic glutathione synthase, ATP binding domain
PF03919.15	1	0.99074	2.7e-05	mRNA_cap_C	mRNA capping enzyme, C-terminal domain
PF03920.15	1	0.206106	5e-06	TLE_N	Groucho/TLE N-terminal Q-rich domain
PF03931.15	2	1.936507	5.3e-05	Skp1_POZ	Skp1 family, tetramerisation domain
PF03932.14	2	0.841584	2.3e-05	CutC	CutC family
PF03937.16	1	1	2.7e-05	Sdh5	Flavinator of succinate dehydrogenase
PF03939.13	2	1.274509	3.5e-05	Ribosomal_L23eN	Ribosomal protein L23, N-terminal domain
PF03941.15	1	1	2.7e-05	INCENP_ARK-bind	Inner centromere protein, ARK binding region
PF03942.15	2	1.984848	5.4e-05	DTW	DTW domain
PF03943.13	2	1.816326	4.9e-05	TAP_C	TAP C-terminal domain
PF03946.14	2	1.846153	5e-05	Ribosomal_L11_N	Ribosomal protein L11, N-terminal domain
PF03947.18	2	1.142857	3.1e-05	Ribosomal_L2_C	Ribosomal Proteins L2, C-terminal domain
PF03949.15	3	2.007751	5.5e-05	Malic_M	Malic enzyme, NAD binding domain
PF03950.18	2	1.994252	5.4e-05	tRNA-synt_1c_C	tRNA synthetases class I (E and Q), anti-codon binding domain
PF03951.19	2	1.891566	5.2e-05	Gln-synt_N	Glutamine synthetase, beta-Grasp domain
PF03952.16	4	2.259541	6.2e-05	Enolase_N	Enolase, N-terminal domain
PF03953.17	35	33.968253	0.000934	Tubulin_C	Tubulin C-terminal domain
PF03957.13	1	0.852813	2.3e-05	Jun	Jun-like transcription factor
PF03959.13	1	0.660377	1.8e-05	FSH1	Serine hydrolase (FSH1)
PF03961.13	4	0.790748	2.1e-05	FapA	Flagellar Assembly Protein A
PF03962.15	2	1.25	3.4e-05	Mnd1	Mnd1 HTH domain
PF03966.16	1	1	2.7e-05	Trm112p	Trm112p-like protein
PF03969.16	3	0.883977	2.4e-05	AFG1_ATPase	AFG1-like ATPase
PF03981.12	1	0.978723	2.6e-05	Ubiq_cyt_C_chap	Ubiquinol-cytochrome C chaperone
PF03982.13	3	2.057239	5.6e-05	DAGAT	Diacylglycerol acyltransferase
PF03985.13	2	1.03546	2.8e-05	Paf1	Paf1
PF03986.13	1	0.941605	2.5e-05	Autophagy_N	Autophagocytosis associated protein (Atg3), N-terminal domain
PF03987.15	2	2	5.5e-05	Autophagy_act_C	Autophagocytosis associated protein, active-site domain
PF03989.13	6	5.624999	0.000154	DNA_gyraseA_C	DNA gyrase C-terminal domain, beta-propeller
PF03997.12	1	1	2.7e-05	VPS28	VPS28 protein
PF03998.13	1	0.571428	1.5e-05	Utp11	Utp11 protein
PF03999.12	4	2.521739	6.9e-05	MAP65_ASE1	Microtubule associated protein (MAP65/ASE1 family)
PF04000.15	4	1.793103	4.9e-05	Sas10_Utp3	Sas10/Utp3/C1D family
PF04002.15	1	0.942622	2.5e-05	RadC	RadC-like JAB domain
PF04003.12	3	2.785046	7.6e-05	Utp12	Dip2/Utp12 Family
PF04004.13	1	0.993939	2.7e-05	Leo1	Leo1-like protein
PF04005.12	1	0.996575	2.7e-05	Hus1	Hus1-like protein
PF04006.12	3	0.753246	2e-05	Mpp10	Mpp10 protein
PF04031.13	1	0.686274	1.8e-05	Las1	Las1-like
PF04032.16	1	1	2.7e-05	Rpr2	RNAse P Rpr2/Rpp21/SNM1 subunit domain
PF04034.13	1	1	2.7e-05	Ribo_biogen_C	Ribosome biogenesis protein, C-terminal
PF04037.13	4	1.645669	4.5e-05	DUF382	Domain of unknown function (DUF382)
PF04042.16	2	1.947867	5.3e-05	DNA_pol_E_B	DNA polymerase alpha/epsilon subunit B
PF04045.14	2	0.670833	1.8e-05	P34-Arc	Arp2/3 complex, 34 kD subunit p34-Arc
PF04046.16	2	1.782608	4.9e-05	PSP	PSP
PF04048.14	2	0.992957	2.7e-05	Sec8_exocyst	Sec8 exocyst complex component specific domain
PF04049.13	2	1.785714	4.9e-05	ANAPC8	Anaphase promoting complex subunit 8 / Cdc23
PF04050.14	5	1.80147	4.9e-05	Upf2	Up-frameshift suppressor 2
PF04051.16	3	2.650684	7.2e-05	TRAPP	Transport protein particle (TRAPP) component
PF04053.14	10	3.298876	9e-05	Coatomer_WDAD	Coatomer WD associated region
PF04054.15	2	0.883152	2.4e-05	Not1	CCR4-Not complex component, Not1
PF04055.21	9	7.083832	0.000194	Radical_SAM	Radical SAM superfamily
PF04056.14	1	0.994818	2.7e-05	Ssl1	Ssl1-like
PF04057.12	2	1.138613	3.1e-05	Rep-A_N	Replication factor-A protein 1, N-terminal domain
PF04061.14	1	1	2.7e-05	ORMDL	ORMDL family
PF04062.14	1	0.804597	2.2e-05	P21-Arc	ARP2/3 complex ARPC3 (21 kDa) subunit
PF04063.14	2	1.1	3e-05	DUF383	Domain of unknown function (DUF383)
PF04064.13	1	0.981818	2.7e-05	DUF384	Domain of unknown function (DUF384)
PF04065.15	1	0.99567	2.7e-05	Not3	Not1 N-terminal domain, CCR4-Not complex component
PF04068.15	2	1.285714	3.5e-05	RLI	Possible Fer4-like domain in RNase L inhibitor, RLI
PF04072.14	2	1.898936	5.2e-05	LCM	Leucine carboxyl methyltransferase
PF04073.15	1	1	2.7e-05	tRNA_edit	Aminoacyl-tRNA editing domain
PF04078.13	1	1	2.7e-05	Rcd1	Cell differentiation family, Rcd1-like
PF04080.13	3	1.047058	2.8e-05	Per1	Per1-like family
PF04083.16	1	0.953125	2.6e-05	Abhydro_lipase	Partial alpha/beta-hydrolase lipase region
PF04084.14	1	0.768072	2.1e-05	ORC2	Origin recognition complex subunit 2
PF04086.13	2	0.814432	2.2e-05	SRP-alpha_N	Signal recognition particle, alpha subunit, N-terminal
PF04087.14	1	1	2.7e-05	DUF389	Domain of unknown function (DUF389)
PF04088.13	1	0.993103	2.7e-05	Peroxin-13_N	Peroxin 13, N-terminal region
PF04089.14	4	3.021978	8.3e-05	BRICHOS	BRICHOS domain
PF04091.12	3	0.946202	2.6e-05	Sec15	Exocyst complex subunit Sec15-like
PF04095.16	3	2.717842	7.4e-05	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family
PF04096.14	2	1.986577	5.4e-05	Nucleoporin2	Nucleoporin autopeptidase
PF04097.14	2	1.078904	2.9e-05	Nic96	Nup93/Nic96
PF04098.15	3	1.777777	4.8e-05	Rad52_Rad22	Rad52/22 family double-strand break repair protein
PF04099.12	2	1.97902	5.4e-05	Sybindin	Sybindin-like family
PF04100.12	2	1.118421	3e-05	Vps53_N	Vps53-like, N-terminal
PF04101.16	2	1.035928	2.8e-05	Glyco_tran_28_C	Glycosyltransferase family 28 C-terminal domain
PF04103.15	6	3.929487	0.000108	CD20	CD20-like family
PF04104.14	3	2.131578	5.8e-05	DNA_primase_lrg	Eukaryotic and archaeal DNA primase, large subunit
PF04106.12	2	0.719298	1.9e-05	APG5	Autophagy protein Apg5
PF04108.12	3	0.535353	1.4e-05	APG17	Autophagy protein Apg17
PF04109.16	3	0.881002	2.4e-05	APG9	Autophagy protein Apg9
PF04110.13	1	1	2.7e-05	APG12	Ubiquitin-like autophagy protein Apg12
PF04111.12	1	1	2.7e-05	APG6	Apg6 BARA domain
PF04112.13	1	0.273809	7e-06	Mak10	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
PF04113.14	1	0.96601	2.6e-05	Gpi16	Gpi16 subunit, GPI transamidase component
PF04114.14	2	0.748995	2e-05	Gaa1	Gaa1-like, GPI transamidase component
PF04116.13	26	10.548872	0.00029	FA_hydroxylase	Fatty acid hydroxylase superfamily
PF04117.12	6	5.129032	0.000141	Mpv17_PMP22	Mpv17 / PMP22 family
PF04118.14	4	1.221498	3.3e-05	Dopey_N	Dopey, N-terminal
PF04121.13	1	0.99863	2.7e-05	Nup84_Nup100	Nuclear pore protein 84 / 107
PF04124.12	1	0.955621	2.6e-05	Dor1	Dor1-like family
PF04127.15	2	0.833333	2.2e-05	DFP	DNA / pantothenate metabolism flavoprotein
