#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR00670	1	0.628289	0.000231	TIGR00670	asp_carb_tr: aspartate carbamoyltransferase
TIGR00674	1	0.98951	0.000364	TIGR00674	dapA: 4-hydroxy-tetrahydrodipicolinate synthase
TIGR00675	2	1.069908	0.000393	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase
TIGR00677	2	0.836298	0.000307	TIGR00677	fadh2_euk: methylenetetrahydrofolate reductase
TIGR00678	1	0.388297	0.000142	TIGR00678	holB: DNA polymerase III, delta' subunit
TIGR00683	1	0.918088	0.000338	TIGR00683	nanA: N-acetylneuraminate lyase
TIGR00685	1	0.716	0.000263	TIGR00685	T6PP: trehalose-phosphatase
TIGR00687	2	1.586805	0.000584	TIGR00687	pyridox_kin: pyridoxal kinase
TIGR00691	1	0.176128	6.4e-05	TIGR00691	spoT_relA: RelA/SpoT family protein
TIGR00692	3	2.091176	0.000769	TIGR00692	tdh: L-threonine 3-dehydrogenase
TIGR00699	2	1.146551	0.000422	TIGR00699	GABAtrns_euk: 4-aminobutyrate aminotransferase
TIGR00707	3	1.897637	0.000698	TIGR00707	argD: transaminase, acetylornithine/succinylornithine family
TIGR00710	1	0.722077	0.000265	TIGR00710	efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily
TIGR00711	3	0.321649	0.000118	TIGR00711	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
TIGR00713	1	0.773049	0.000284	TIGR00713	hemL: glutamate-1-semialdehyde-2,1-aminomutase
TIGR00714	1	0.794871	0.000292	TIGR00714	hscB: Fe-S protein assembly co-chaperone HscB
TIGR00717	13	2.459302	0.000905	TIGR00717	rpsA: ribosomal protein S1
TIGR00722	2	1.849816	0.000681	TIGR00722	ttdA_fumA_fumB: hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type
TIGR00723	2	1.982248	0.000729	TIGR00723	ttdB_fumA_fumB: hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type
TIGR00729	2	1.719806	0.000633	TIGR00729	TIGR00729: ribonuclease HII
TIGR00737	6	3.125391	0.00115	TIGR00737	nifR3_yhdG: putative TIM-barrel protein, nifR3 family
TIGR00750	1	0.8	0.000294	TIGR00750	lao: LAO/AO transport system ATPase
TIGR00751	1	0.901408	0.000331	TIGR00751	menA: 1,4-dihydroxy-2-naphthoate octaprenyltransferase
TIGR00755	2	1.972656	0.000726	TIGR00755	ksgA: ribosomal RNA small subunit methyltransferase A
TIGR00756	28	17.028571	0.006269	TIGR00756	PPR: pentatricopeptide repeat domain
TIGR00761	1	0.718614	0.000264	TIGR00761	argB: acetylglutamate kinase
TIGR00763	2	1.822641	0.000671	TIGR00763	lon: endopeptidase La
TIGR00768	1	0.768115	0.000282	TIGR00768	rimK_fam: alpha-L-glutamate ligase, RimK family
TIGR00776	3	0.675862	0.000248	TIGR00776	RhaT: RhaT L-rhamnose-proton symporter family protein
TIGR00785	19	6.385135	0.00235	TIGR00785	dass: transporter, divalent anion:Na+ symporter (DASS) family
TIGR00792	5	3.013729	0.001109	TIGR00792	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter
TIGR00797	11	6.313131	0.002324	TIGR00797	matE: MATE efflux family protein
TIGR00798	3	1.763406	0.000649	TIGR00798	mtc: tricarboxylate carrier
TIGR00799	1	0.612403	0.000225	TIGR00799	mtp: Golgi 4-transmembrane spanning transporter
TIGR00801	1	0.985542	0.000362	TIGR00801	ncs2: uracil-xanthine permease
TIGR00803	3	2.162162	0.000796	TIGR00803	nst: UDP-galactose transporter
TIGR00804	15	8.633416	0.003178	TIGR00804	nupC: nucleoside transporter, NupC family
TIGR00805	15	11.258215	0.004144	TIGR00805	oat: sodium-independent organic anion transporter
TIGR00813	57	22.854014	0.008414	TIGR00813	sss: transporter, solute:sodium symporter (SSS) family
TIGR00815	4	3.522123	0.001296	TIGR00815	sulP: sulfate permease
TIGR00817	4	3.284768	0.001209	TIGR00817	tpt: Tpt phosphate/phosphoenolpyruvate translocator
TIGR00820	9	6.15432	0.002265	TIGR00820	zip: ZIP zinc/iron transport family
TIGR00833	2	0.386813	0.000142	TIGR00833	actII: transport protein
TIGR00834	7	3.736666	0.001375	TIGR00834	ae: anion exchange protein
TIGR00836	4	2.394088	0.000881	TIGR00836	amt: ammonium transporter
TIGR00837	3	0.480314	0.000176	TIGR00837	araaP: aromatic amino acid transport protein
TIGR00838	1	0.98901	0.000364	TIGR00838	argH: argininosuccinate lyase
TIGR00840	6	2.68694	0.000989	TIGR00840	b_cpa1: sodium/hydrogen exchanger 3
TIGR00841	3	2.342679	0.000862	TIGR00841	bass: bile acid transporter
TIGR00845	33	5.470141	0.002013	TIGR00845	caca: sodium/calcium exchanger 1
TIGR00847	23	4.882352	0.001797	TIGR00847	ccoS: cytochrome oxidase maturation protein, cbb3-type
TIGR00858	1	0.052054	1.9e-05	TIGR00858	bioF: 8-amino-7-oxononanoate synthase
TIGR00859	132	21.402684	0.007879	TIGR00859	ENaC: sodium channel transporter
TIGR00860	96	45.512987	0.016756	TIGR00860	LIC: cation transporter family protein
TIGR00861	19	12.214285	0.004496	TIGR00861	MIP: MIP family channel proteins
TIGR00862	2	0.864406	0.000318	TIGR00862	O-ClC: intracellular chloride channel protein
TIGR00863	1	0.98387	0.000362	TIGR00863	P2X: cation transporter protein
TIGR00864	64	2.495555	0.000918	TIGR00864	PCC: polycystin cation channel protein
TIGR00865	10	4.455399	0.00164	TIGR00865	bcl-2: apoptosis regulator
TIGR00867	7	1.8036	0.000664	TIGR00867	deg-1: degenerin
TIGR00868	31	11.485515	0.004228	TIGR00868	hCaCC: calcium-activated chloride channel protein 1
TIGR00869	3	0.991379	0.000365	TIGR00869	sec62: protein translocation protein, Sec62 family
TIGR00870	368	33.979919	0.01251	TIGR00870	trp: transient-receptor-potential calcium channel protein
TIGR00871	2	1.779835	0.000655	TIGR00871	zwf: glucose-6-phosphate dehydrogenase
TIGR00873	1	0.92077	0.000339	TIGR00873	gnd: 6-phosphogluconate dehydrogenase (decarboxylating)
TIGR00874	3	0.690851	0.000254	TIGR00874	talAB: transaldolase
TIGR00877	1	0.995294	0.000366	TIGR00877	purD: phosphoribosylamine--glycine ligase
TIGR00878	2	0.89759	0.00033	TIGR00878	purM: phosphoribosylformylglycinamidine cyclo-ligase
TIGR00879	8	5.054901	0.001861	TIGR00879	SP: MFS transporter, sugar porter (SP) family
TIGR00880	57	33.574468	0.012361	TIGR00880	2_A_01_02: multidrug resistance protein
TIGR00881	9	3.166226	0.001165	TIGR00881	2A0104: phosphoglycerate transporter family protein
TIGR00882	2	0.901515	0.000331	TIGR00882	2A0105: oligosaccharide:H+ symporter
TIGR00884	2	1.145161	0.000421	TIGR00884	guaA_Cterm: GMP synthase (glutamine-hydrolyzing), C-terminal domain
TIGR00886	1	0.779891	0.000287	TIGR00886	2A0108: nitrite transporter
TIGR00888	2	1.154255	0.000424	TIGR00888	guaA_Nterm: GMP synthase (glutamine-hydrolyzing), N-terminal domain
TIGR00891	1	0.338271	0.000124	TIGR00891	2A0112: MFS transporter, sialate:H+ symporter (SHS) family
TIGR00892	82	32.936263	0.012126	TIGR00892	2A0113: monocarboxylate transporter
TIGR00893	9	4.719298	0.001737	TIGR00893	2A0114: D-galactonate transporter
TIGR00894	11	9.010752	0.003317	TIGR00894	2A0114euk: Na(+)-dependent inorganic phosphate cotransporter
TIGR00895	3	0.479899	0.000176	TIGR00895	2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family
TIGR00898	32	14.650197	0.005393	TIGR00898	2A0119: cation transport protein
TIGR00899	12	3.824	0.001407	TIGR00899	2A0120: sugar efflux transporter
TIGR00900	2	1.711538	0.00063	TIGR00900	2A0121: H+ Antiporter protein
TIGR00901	3	2.546218	0.000937	TIGR00901	2A0125: AmpG-like permease
TIGR00902	3	0.698453	0.000257	TIGR00902	2A0127: MFS transporter, phenyl propionate permease (PPP) family
TIGR00903	1	0.826086	0.000304	TIGR00903	2A0129: major facilitator 4 family protein
TIGR00906	4	2.699335	0.000993	TIGR00906	2A0303: cationic amino acid transport permease
TIGR00911	9	5.148514	0.001895	TIGR00911	2A0308: L-type amino acid transporter
TIGR00913	1	0.002083	0	TIGR00913	2A0310: amino acid permease (yeast)
TIGR00917	51	10.172757	0.003745	TIGR00917	2A060601: Niemann-Pick C type protein family
TIGR00918	4	0.549344	0.000202	TIGR00918	2A060602: transmembrane receptor Patched
TIGR00920	1	0.994363	0.000366	TIGR00920	2A060605: 3-hydroxy-3-methylglutaryl-coenzyme A reductase
TIGR00921	3	0.51296	0.000188	TIGR00921	2A067: efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family
TIGR00926	3	1.363636	0.000502	TIGR00926	2A1704: oligopeptide transporter, peptide:H+ symporter
TIGR00927	6	0.629445	0.000231	TIGR00927	2A1904: K+-dependent Na+/Ca+ exchanger
TIGR00928	1	0.415137	0.000152	TIGR00928	purB: adenylosuccinate lyase
TIGR00930	13	3.276709	0.001206	TIGR00930	2a30: K-Cl cotransporter
TIGR00932	2	1.021818	0.000376	TIGR00932	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
TIGR00936	5	2.276442	0.000838	TIGR00936	ahcY: adenosylhomocysteinase
TIGR00939	6	2.733485	0.001006	TIGR00939	2a57: nucleoside Transporter
TIGR00951	1	0.982832	0.000361	TIGR00951	2A43: lysosomal Cystine Transporter
TIGR00952	2	1.069767	0.000393	TIGR00952	S15_bact: ribosomal protein S15
TIGR00954	6	1.921212	0.000707	TIGR00954	3a01203: peroxysomal long chain fatty acyl transporter
TIGR00955	7	1.93679	0.000713	TIGR00955	3a01204: pigment precursor permease
TIGR00957	39	8.214191	0.003024	TIGR00957	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR00958	71	27.185654	0.010009	TIGR00958	3a01208: antigen peptide transporter 2
TIGR00959	1	0.051401	1.8e-05	TIGR00959	ffh: signal recognition particle protein
TIGR00962	1	0.33996	0.000125	TIGR00962	atpA: ATP synthase F1, alpha subunit
TIGR00967	1	0.990338	0.000364	TIGR00967	3a0501s007: preprotein translocase, SecY subunit
TIGR00970	34	3.773049	0.001389	TIGR00970	leuA_yeast: 2-isopropylmalate synthase
TIGR00975	3	1.822222	0.00067	TIGR00975	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS
TIGR00976	1	0.250909	9.2e-05	TIGR00976	/NonD: hydrolase CocE/NonD family protein
TIGR00979	2	0.934497	0.000344	TIGR00979	fumC_II: fumarate hydratase, class II
TIGR00980	4	1.870588	0.000688	TIGR00980	3a0801so1tim17: mitochondrial import inner membrane translocase subunit tim17
TIGR00981	1	0.870967	0.00032	TIGR00981	rpsL_bact: ribosomal protein S12
TIGR00982	2	0.748201	0.000275	TIGR00982	S23_S12_E_A: ribosomal protein S23 (S12)
TIGR00983	1	0.503355	0.000185	TIGR00983	3a0801s02tim23: mitochondrial import inner membrane translocase subunit
TIGR00984	1	1	0.000368	TIGR00984	3a0801s03tim44: mitochondrial import inner membrane, translocase subunit
TIGR00985	1	0.939189	0.000345	TIGR00985	3a0801s04tom: mitochondrial import receptor subunit
TIGR00986	1	0.634482	0.000233	TIGR00986	3a0801s05tom22: mitochondrial import receptor subunit
TIGR00989	2	1.111801	0.000409	TIGR00989	3a0801s07tom40: mitochondrial import receptor subunit
TIGR00990	38	5.450406	0.002006	TIGR00990	3a0801s09: mitochondrial precursor proteins import receptor
TIGR01008	2	1.287179	0.000473	TIGR01008	rpsC_E_A: ribosomal protein S3
TIGR01011	4	1.635555	0.000602	TIGR01011	rpsB_bact: ribosomal protein S2
TIGR01012	1	0.989795	0.000364	TIGR01012	Sa_S2_E_A: ribosomal protein S2
TIGR01013	3	2.997807	0.001103	TIGR01013	2a58: sodium-dependent inorganic phosphate (Pi) transporter
TIGR01015	1	0.913752	0.000336	TIGR01015	hmgA: homogentisate 1,2-dioxygenase
TIGR01016	3	2.665803	0.000981	TIGR01016	sucCoAbeta: succinate-CoA ligase, beta subunit
TIGR01018	1	0.950617	0.000349	TIGR01018	rpsD_arch: ribosomal protein S4
TIGR01019	5	2.583916	0.000951	TIGR01019	sucCoAalpha: succinate-CoA ligase, alpha subunit
TIGR01020	1	0.985849	0.000362	TIGR01020	rpsE_arch: ribosomal protein S5
TIGR01021	1	0.942307	0.000346	TIGR01021	rpsE_bact: ribosomal protein S5
TIGR01025	1	0.985185	0.000362	TIGR01025	rpsS_arch: ribosomal protein S19
TIGR01028	1	1	0.000368	TIGR01028	S7_S5_E_A: ribosomal protein S7
TIGR01029	1	0.88961	0.000327	TIGR01029	rpsG_bact: ribosomal protein S7
TIGR01031	20	7.732142	0.002846	TIGR01031	rpmF_bact: ribosomal protein L32
TIGR01032	1	0.91228	0.000335	TIGR01032	rplT_bact: ribosomal protein L20
TIGR01033	1	1	0.000368	TIGR01033	TIGR01033: DNA-binding regulatory protein, YebC/PmpR family
TIGR01034	2	1.965517	0.000723	TIGR01034	metK: methionine adenosyltransferase
TIGR01036	2	0.766853	0.000282	TIGR01036	pyrD_sub2: dihydroorotate dehydrogenase (fumarate)
TIGR01037	2	1.886666	0.000694	TIGR01037	pyrD_sub1_fam: dihydroorotate dehydrogenase family protein
TIGR01038	1	1	0.000368	TIGR01038	L22_arch: ribosomal protein L22
TIGR01039	1	0.997835	0.000367	TIGR01039	atpD: ATP synthase F1, beta subunit
TIGR01040	1	0.995717	0.000366	TIGR01040	V-ATPase_V1_B: V-type ATPase, B subunit
TIGR01042	1	1	0.000368	TIGR01042	V-ATPase_V1_A: V-type ATPase, A subunit
TIGR01044	1	0.941747	0.000346	TIGR01044	rplV_bact: ribosomal protein L22
TIGR01048	2	0.779376	0.000286	TIGR01048	lysA: diaminopimelate decarboxylase
TIGR01049	1	0.969696	0.000357	TIGR01049	rpsJ_bact: ribosomal protein S10
TIGR01054	1	0.111774	4.1e-05	TIGR01054	rgy: reverse gyrase
TIGR01057	3	1.542071	0.000567	TIGR01057	topA_arch: DNA topoisomerase I
TIGR01059	2	0.901408	0.000331	TIGR01059	gyrB: DNA gyrase, B subunit
TIGR01060	4	2.002352	0.000737	TIGR01060	eno: phosphopyruvate hydratase
TIGR01063	1	0.21375	7.8e-05	TIGR01063	gyrA: DNA gyrase, A subunit
TIGR01064	3	1.224789	0.00045	TIGR01064	pyruv_kin: pyruvate kinase
TIGR01065	2	1.916666	0.000705	TIGR01065	hlyIII: channel protein, hemolysin III family
TIGR01066	2	1.056737	0.000389	TIGR01066	rplM_bact: ribosomal protein L13
TIGR01067	1	0.983606	0.000362	TIGR01067	rplN_bact: ribosomal protein L14
TIGR01068	14	9.386138	0.003455	TIGR01068	thioredoxin: thioredoxin
TIGR01069	1	0.035019	1.2e-05	TIGR01069	mutS2: MutS2 family protein
TIGR01070	8	1.85119	0.000681	TIGR01070	mutS1: DNA mismatch repair protein MutS
TIGR01071	1	0.986111	0.000363	TIGR01071	rplO_bact: ribosomal protein L15
TIGR01075	2	0.173426	6.3e-05	TIGR01075	uvrD: DNA helicase II
TIGR01077	2	0.829787	0.000305	TIGR01077	L13_A_E: ribosomal protein L13
TIGR01079	1	0.923076	0.000339	TIGR01079	rplX_bact: ribosomal protein L24
TIGR01080	1	0.836206	0.000307	TIGR01080	rplX_A_E: ribosomal protein L24
TIGR01083	1	0.859375	0.000316	TIGR01083	nth: endonuclease III
TIGR01090	1	0.840236	0.000309	TIGR01090	apt: adenine phosphoribosyltransferase
TIGR01091	2	1.782608	0.000656	TIGR01091	upp: uracil phosphoribosyltransferase
TIGR01092	3	1.208391	0.000444	TIGR01092	P5CS: delta l-pyrroline-5-carboxylate synthetase
TIGR01096	11	4.424	0.001628	TIGR01096	3A0103s03R: lysine-arginine-ornithine-binding periplasmic protein
TIGR01100	4	2.388888	0.000879	TIGR01100	V_ATP_synt_C: V-type ATPase, C subunit
TIGR01101	1	0.958677	0.000352	TIGR01101	V_ATP_synt_F: V-type ATPase, F subunit
TIGR01106	1	0.955867	0.000351	TIGR01106	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit
TIGR01107	2	1.8	0.000662	TIGR01107	Na_K_ATPase_bet: Na+/K+ ATPase, beta subunit
TIGR01116	4	0.95244	0.00035	TIGR01116	ATPase-IIA1_Ca: calcium-translocating P-type ATPase, SERCA-type
TIGR01117	4	1.492187	0.000549	TIGR01117	mmdA: methylmalonyl-CoA decarboxylase alpha subunit
TIGR01123	1	1	0.000368	TIGR01123	ilvE_II: branched-chain amino acid aminotransferase
TIGR01126	12	8.342857	0.003071	TIGR01126	pdi_dom: protein disulfide-isomerase domain
TIGR01127	1	0.965789	0.000355	TIGR01127	ilvA_1Cterm: threonine ammonia-lyase
TIGR01130	22	8.703781	0.003204	TIGR01130	ER_PDI_fam: protein disulfide isomerase
TIGR01132	1	0.075091	2.7e-05	TIGR01132	pgm: phosphoglucomutase, alpha-D-glucose phosphate-specific
TIGR01133	1	0.288951	0.000106	TIGR01133	murG: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
TIGR01134	1	0.916666	0.000337	TIGR01134	purF: amidophosphoribosyltransferase
TIGR01135	3	1.103789	0.000406	TIGR01135	glmS: glutamine-fructose-6-phosphate transaminase (isomerizing)
TIGR01137	5	2.142231	0.000788	TIGR01137	cysta_beta: cystathionine beta-synthase
TIGR01140	2	0.468277	0.000172	TIGR01140	L_thr_O3P_dcar: threonine-phosphate decarboxylase
TIGR01146	1	1	0.000368	TIGR01146	ATPsyn_F1gamma: ATP synthase F1, gamma subunit
TIGR01147	1	0.707964	0.00026	TIGR01147	V_ATP_synt_G: V-type ATPase, G subunit
TIGR01159	1	0.95238	0.00035	TIGR01159	DRP1: density-regulated protein DRP1
TIGR01162	1	0.993589	0.000365	TIGR01162	purE: phosphoribosylaminoimidazole carboxylase, catalytic subunit
TIGR01163	1	1	0.000368	TIGR01163	rpe: ribulose-phosphate 3-epimerase
TIGR01164	1	0.880952	0.000324	TIGR01164	rplP_bact: ribosomal protein L16
TIGR01169	1	0.911894	0.000335	TIGR01169	rplA_bact: ribosomal protein L1
TIGR01170	1	0.978571	0.00036	TIGR01170	rplA_mito: ribosomal protein L1, mitochondrial
TIGR01171	14	2.890909	0.001064	TIGR01171	rplB_bact: ribosomal protein L2
TIGR01177	3	2.048484	0.000754	TIGR01177	TIGR01177: putative methyltransferase, TIGR01177 family
TIGR01179	6	2.268072	0.000835	TIGR01179	galE: UDP-glucose 4-epimerase GalE
TIGR01181	2	1.012461	0.000372	TIGR01181	dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase
TIGR01188	2	0.837748	0.000308	TIGR01188	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
TIGR01189	3	1.257575	0.000463	TIGR01189	ccmA: heme ABC exporter, ATP-binding protein CcmA
TIGR01194	3	0.214801	7.9e-05	TIGR01194	cyc_pep_trnsptr: cyclic peptide transporter
TIGR01197	2	2	0.000736	TIGR01197	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
TIGR01198	2	1.957264	0.00072	TIGR01198	pgl: 6-phosphogluconolactonase
TIGR01203	1	0.994011	0.000365	TIGR01203	HGPRTase: hypoxanthine phosphoribosyltransferase
TIGR01206	10	3.611111	0.001329	TIGR01206	lysW: lysine biosynthesis protein LysW
TIGR01211	1	0.802681	0.000295	TIGR01211	ELP3: radical SAM enzyme/protein acetyltransferase, ELP3 family
TIGR01213	2	0.736434	0.000271	TIGR01213	pseudo_Pus10arc: tRNA pseudouridine(54/55) synthase
TIGR01214	1	0.210526	7.7e-05	TIGR01214	rmlD: dTDP-4-dehydrorhamnose reductase
TIGR01216	1	0.846153	0.000311	TIGR01216	ATP_synt_epsi: ATP synthase F1, epsilon subunit
TIGR01217	1	0.995398	0.000366	TIGR01217	ac_ac_CoA_syn: acetoacetate-CoA ligase
TIGR01224	2	1.503978	0.000553	TIGR01224	hutI: imidazolonepropionase
TIGR01225	1	0.363636	0.000133	TIGR01225	hutH: histidine ammonia-lyase
TIGR01226	2	0.836764	0.000308	TIGR01226	phe_am_lyase: phenylalanine ammonia-lyase
TIGR01228	1	0.965137	0.000355	TIGR01228	hutU: urocanate hydratase
TIGR01229	1	0.683333	0.000251	TIGR01229	rocF_arginase: arginase
TIGR01230	7	3.26909	0.001203	TIGR01230	agmatinase: agmatinase
TIGR01235	1	0.999125	0.000367	TIGR01235	pyruv_carbox: pyruvate carboxylase
TIGR01236	1	1	0.000368	TIGR01236	D1pyr5carbox1: 1-pyrroline-5-carboxylate dehydrogenase
TIGR01240	1	0.954098	0.000351	TIGR01240	mevDPdecarb: diphosphomevalonate decarboxylase
TIGR01241	10	4.096774	0.001508	TIGR01241	FtsH_fam: ATP-dependent metallopeptidase HflB
TIGR01242	11	6.126373	0.002255	TIGR01242	26Sp45: 26S proteasome subunit P45 family
TIGR01243	29	9.072305	0.00334	TIGR01243	CDC48: AAA family ATPase, CDC48 subfamily
TIGR01244	7	4.17037	0.001535	TIGR01244	TIGR01244: TIGR01244 family protein
TIGR01249	1	0.993485	0.000365	TIGR01249	pro_imino_pep_1: prolyl aminopeptidase
TIGR01250	4	1.006944	0.00037	TIGR01250	pro_imino_pep_2: proline-specific peptidase
TIGR01251	3	2.880258	0.00106	TIGR01251	ribP_PPkin: ribose-phosphate diphosphokinase
TIGR01257	15	2.168573	0.000798	TIGR01257	rim_protein: rim ABC transporter
TIGR01258	4	2.134693	0.000785	TIGR01258	pgm_1: phosphoglycerate mutase 1 family
TIGR01259	5	2.741666	0.001009	TIGR01259	comE: comEA protein
TIGR01262	13	8.450236	0.003111	TIGR01262	maiA: maleylacetoacetate isomerase
TIGR01263	2	0.529745	0.000195	TIGR01263	4HPPD: 4-hydroxyphenylpyruvate dioxygenase
TIGR01264	1	1	0.000368	TIGR01264	tyr_amTase_E: tyrosine aminotransferase
TIGR01265	2	1.627791	0.000599	TIGR01265	tyr_nico_aTase: tyrosine/nicotianamine family aminotransferase
TIGR01266	1	0.997619	0.000367	TIGR01266	fum_ac_acetase: fumarylacetoacetase
TIGR01268	1	0.977064	0.000359	TIGR01268	Phe4hydrox_tetr: phenylalanine-4-hydroxylase
TIGR01269	1	0.921225	0.000339	TIGR01269	Tyr_3_monoox: tyrosine 3-monooxygenase
TIGR01270	1	0.948275	0.000349	TIGR01270	Trp_5_monoox: tryptophan 5-monooxygenase
TIGR01271	1	0.067785	2.4e-05	TIGR01271	CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR)
TIGR01272	1	0.687096	0.000252	TIGR01272	gluP: glucose/galactose transporter WARNING
TIGR01275	1	0.819314	0.000301	TIGR01275	ACC_deam_rel: pyridoxal phosphate-dependent enzymes, D-cysteine desulfhydrase family
TIGR01277	1	0.230046	8.4e-05	TIGR01277	thiQ: thiamine ABC transporter, ATP-binding protein
TIGR01288	1	0.270627	9.9e-05	TIGR01288	nodI: nodulation ABC transporter NodI
TIGR01289	24	11.530158	0.004245	TIGR01289	LPOR: light-dependent protochlorophyllide reductase
TIGR01292	7	1.646666	0.000606	TIGR01292	TRX_reduct: thioredoxin-disulfide reductase
TIGR01293	4	1.818181	0.000669	TIGR01293	Kv_beta: voltage-dependent potassium channel beta subunit
TIGR01297	11	7.670175	0.002823	TIGR01297	CDF: cation diffusion facilitator family transporter
TIGR01299	4	1.242587	0.000457	TIGR01299	synapt_SV2: synaptic vesicle protein SV2
TIGR01301	5	1.514705	0.000557	TIGR01301	GPH_sucrose: sucrose/H+ symporter
TIGR01302	3	1.197777	0.00044	TIGR01302	IMP_dehydrog: inosine-5'-monophosphate dehydrogenase
TIGR01305	1	1	0.000368	TIGR01305	GMP_reduct_1: guanosine monophosphate reductase
TIGR01310	1	1	0.000368	TIGR01310	L7: 60S ribosomal protein L7
TIGR01311	6	2.157258	0.000794	TIGR01311	glycerol_kin: glycerol kinase
TIGR01312	4	0.293139	0.000107	TIGR01312	XylB: xylulokinase
TIGR01315	2	0.754158	0.000277	TIGR01315	5C_CHO_kinase: FGGY-family pentulose kinase
TIGR01316	2	1.933184	0.000711	TIGR01316	gltA: glutamate synthase (NADPH), homotetrameric
TIGR01317	2	1.131958	0.000416	TIGR01317	GOGAT_sm_gam: glutamate synthase, NADH/NADPH, small subunit
TIGR01320	1	0.489626	0.00018	TIGR01320	mal_quin_oxido: malate dehydrogenase (acceptor)
TIGR01327	4	2.594285	0.000955	TIGR01327	PGDH: phosphoglycerate dehydrogenase
TIGR01331	5	2.248	0.000827	TIGR01331	bisphos_cysQ: 3'(2'),5'-bisphosphate nucleotidase
TIGR01340	1	1	0.000368	TIGR01340	aconitase_mito: aconitate hydratase, mitochondrial
TIGR01341	2	0.998858	0.000367	TIGR01341	aconitase_1: aconitate hydratase 1
TIGR01347	2	0.849009	0.000312	TIGR01347	sucB: dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex
TIGR01348	1	0.730834	0.000269	TIGR01348	PDHac_trf_long: dihydrolipoyllysine-residue acetyltransferase
TIGR01349	4	2.521739	0.000928	TIGR01349	PDHac_trf_mito: pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
TIGR01350	2	1.054229	0.000388	TIGR01350	lipoamide_DH: dihydrolipoyl dehydrogenase
TIGR01351	21	7.816037	0.002877	TIGR01351	adk: adenylate kinase
TIGR01353	1	0.203084	7.4e-05	TIGR01353	dGTP_triPase: putative dGTPase
TIGR01354	4	3.031746	0.001116	TIGR01354	cyt_deam_tetra: cytidine deaminase
TIGR01359	8	4.724324	0.001739	TIGR01359	UMP_CMP_kin_fam: UMP-CMP kinase family
TIGR01360	3	1.606382	0.000591	TIGR01360	aden_kin_iso1: adenylate kinase
TIGR01364	1	1	0.000368	TIGR01364	serC_1: phosphoserine transaminase
TIGR01368	2	1.055401	0.000388	TIGR01368	CPSaseIIsmall: carbamoyl-phosphate synthase, small subunit
TIGR01369	4	1.793726	0.00066	TIGR01369	CPSaseII_lrg: carbamoyl-phosphate synthase, large subunit
TIGR01372	8	1.102409	0.000405	TIGR01372	soxA: sarcosine oxidase, alpha subunit family
TIGR01373	5	1.803439	0.000663	TIGR01373	soxB: sarcosine oxidase, beta subunit family
TIGR01377	5	4.385826	0.001614	TIGR01377	soxA_mon: sarcosine oxidase, monomeric form
TIGR01378	1	0.995145	0.000366	TIGR01378	thi_PPkinase: thiamine pyrophosphokinase
TIGR01381	1	0.998491	0.000367	TIGR01381	E1_like_apg7: E1-like protein-activating enzyme Gsa7p/Apg7p
TIGR01382	1	0.976331	0.000359	TIGR01382	PfpI: intracellular protease, PfpI family
TIGR01383	1	0.988888	0.000364	TIGR01383	not_thiJ: DJ-1 family protein
TIGR01385	5	1.316666	0.000484	TIGR01385	TFSII: transcription elongation factor S-II
TIGR01388	3	1.151515	0.000423	TIGR01388	rnd: ribonuclease D
TIGR01389	24	5.671742	0.002088	TIGR01389	recQ: ATP-dependent DNA helicase RecQ
TIGR01390	1	0.094249	3.4e-05	TIGR01390	CycNucDiestase: 2',3'-cyclic-nucleotide 2'-phosphodiesterase
TIGR01392	1	0.994301	0.000366	TIGR01392	homoserO_Ac_trn: homoserine O-acetyltransferase
TIGR01393	2	1.208403	0.000444	TIGR01393	lepA: elongation factor 4
TIGR01405	6	0.702725	0.000258	TIGR01405	polC_Gram_pos: DNA polymerase III, alpha subunit, Gram-positive type
TIGR01406	1	0.138528	5.1e-05	TIGR01406	dnaQ_proteo: DNA polymerase III, epsilon subunit
TIGR01407	1	0.043869	1.6e-05	TIGR01407	dinG_rel: putative DnaQ family exonuclease/DinG family helicase
