#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR00592	8	1.991496	0.000643	TIGR00592	pol2: DNA polymerase (pol2)
TIGR00593	4	1.560674	0.000504	TIGR00593	pola: DNA polymerase I
TIGR00596	2	0.857318	0.000277	TIGR00596	rad1: DNA repair protein (rad1)
TIGR00597	1	1	0.000323	TIGR00597	rad10: DNA repair protein rad10
TIGR00598	2	1.584795	0.000512	TIGR00598	rad14: DNA repair protein
TIGR00599	83	10.259445	0.003316	TIGR00599	rad18: DNA repair protein rad18
TIGR00600	8	1.417709	0.000458	TIGR00600	rad2: DNA excision repair protein (rad2)
TIGR00601	30	6.475065	0.002093	TIGR00601	rad23: UV excision repair protein Rad23
TIGR00602	9	1.30625	0.000422	TIGR00602	rad24: checkpoint protein rad24
TIGR00603	2	0.945504	0.000305	TIGR00603	rad25: DNA repair helicase rad25
TIGR00604	11	3.652974	0.00118	TIGR00604	rad3: DNA repair helicase (rad3)
TIGR00605	5	0.5702	0.000184	TIGR00605	rad4: DNA repair protein rad4
TIGR00606	4	0.85736	0.000277	TIGR00606	rad50: rad50
TIGR00607	1	0.95031	0.000307	TIGR00607	rad52: recombination protein rad52
TIGR00608	1	0.986238	0.000318	TIGR00608	radc: DNA repair protein RadC
TIGR00614	17	6.991489	0.00226	TIGR00614	recQ_fam: ATP-dependent DNA helicase, RecQ family
TIGR00615	1	0.678571	0.000219	TIGR00615	recR: recombination protein RecR
TIGR00617	4	1.240131	0.0004	TIGR00617	rpa1: replication factor-a protein 1 (rpa1)
TIGR00618	1	0.051773	1.6e-05	TIGR00618	sbcc: exonuclease SbcC
TIGR00621	2	1.373493	0.000444	TIGR00621	ssb: single-stranded DNA-binding protein
TIGR00622	2	0.598214	0.000193	TIGR00622	ssl1: transcription factor ssl1
TIGR00625	1	0.988839	0.000319	TIGR00625	tfb2: transcription factor Tfb2
TIGR00627	2	0.933098	0.000301	TIGR00627	tfb4: transcription factor tfb4
TIGR00628	2	1.295238	0.000418	TIGR00628	ung: uracil-DNA glycosylase
TIGR00631	2	0.674772	0.000218	TIGR00631	uvrb: excinuclease ABC subunit B
TIGR00633	6	2.486274	0.000803	TIGR00633	xth: exodeoxyribonuclease III (xth)
TIGR00635	5	1.416393	0.000457	TIGR00635	ruvB: Holliday junction DNA helicase RuvB
TIGR00636	1	0.994152	0.000321	TIGR00636	PduO_Nterm: ATP:cob(I)alamin adenosyltransferase
TIGR00639	1	0.979166	0.000316	TIGR00639	PurN: phosphoribosylglycinamide formyltransferase
TIGR00641	1	0.998106	0.000322	TIGR00641	acid_CoA_mut_N: methylmalonyl-CoA mutase N-terminal domain
TIGR00642	1	0.151612	4.9e-05	TIGR00642	mmCoA_mut_beta: methylmalonyl-CoA mutase, small subunit
TIGR00643	9	1.015898	0.000328	TIGR00643	recG: ATP-dependent DNA helicase RecG
TIGR00649	1	0.038461	1.2e-05	TIGR00649	MG423: beta-CASP ribonuclease, RNase J family
TIGR00652	1	0.877777	0.000283	TIGR00652	DapF: diaminopimelate epimerase
TIGR00653	11	3.179653	0.001027	TIGR00653	GlnA: glutamine synthetase, type I
TIGR00654	3	1.583892	0.000512	TIGR00654	PhzF_family: phenazine biosynthesis protein, PhzF family
TIGR00665	1	0.63908	0.000206	TIGR00665	DnaB: replicative DNA helicase
TIGR00666	6	0.758186	0.000245	TIGR00666	PBP4: D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
TIGR00668	2	0.559139	0.00018	TIGR00668	apaH: bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
TIGR00670	1	0.99671	0.000322	TIGR00670	asp_carb_tr: aspartate carbamoyltransferase
TIGR00674	3	1.048951	0.000339	TIGR00674	dapA: 4-hydroxy-tetrahydrodipicolinate synthase
TIGR00675	7	2.203647	0.000712	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase
TIGR00676	1	0.810909	0.000262	TIGR00676	fadh2: methylenetetrahydrofolate reductase [NAD(P)H]
TIGR00677	1	0.996441	0.000322	TIGR00677	fadh2_euk: methylenetetrahydrofolate reductase
TIGR00678	1	0.861702	0.000278	TIGR00678	holB: DNA polymerase III, delta' subunit
TIGR00679	1	0.996666	0.000322	TIGR00679	hpr-ser: HPr(Ser) kinase/phosphatase
TIGR00687	1	0.986111	0.000318	TIGR00687	pyridox_kin: pyridoxal kinase
TIGR00691	1	0.174672	5.6e-05	TIGR00691	spoT_relA: RelA/SpoT family protein
TIGR00692	4	2.888235	0.000933	TIGR00692	tdh: L-threonine 3-dehydrogenase
TIGR00699	5	1.607758	0.000519	TIGR00699	GABAtrns_euk: 4-aminobutyrate aminotransferase
TIGR00700	1	0.938095	0.000303	TIGR00700	GABAtrnsam: 4-aminobutyrate transaminase
TIGR00707	3	1.564304	0.000505	TIGR00707	argD: transaminase, acetylornithine/succinylornithine family
TIGR00710	1	0.002597	0	TIGR00710	efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily
TIGR00711	2	0.05567	1.7e-05	TIGR00711	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
TIGR00714	1	0.987179	0.000319	TIGR00714	hscB: Fe-S protein assembly co-chaperone HscB
TIGR00717	10	2.974806	0.000961	TIGR00717	rpsA: ribosomal protein S1
TIGR00722	1	0.95238	0.000307	TIGR00722	ttdA_fumA_fumB: hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type
TIGR00723	1	0.994082	0.000321	TIGR00723	ttdB_fumA_fumB: hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type
TIGR00729	1	0.980676	0.000317	TIGR00729	TIGR00729: ribonuclease HII
TIGR00737	4	2.996865	0.000968	TIGR00737	nifR3_yhdG: putative TIM-barrel protein, nifR3 family
TIGR00739	1	0.940476	0.000304	TIGR00739	yajC: preprotein translocase, YajC subunit
TIGR00747	2	1.021739	0.00033	TIGR00747	fabH: 3-oxoacyl-[acyl-carrier-protein] synthase III
TIGR00750	1	0.996666	0.000322	TIGR00750	lao: LAO/AO transport system ATPase
TIGR00751	1	0.873239	0.000282	TIGR00751	menA: 1,4-dihydroxy-2-naphthoate octaprenyltransferase
TIGR00755	3	2.105468	0.00068	TIGR00755	ksgA: ribosomal RNA small subunit methyltransferase A
TIGR00756	25	13.371428	0.004322	TIGR00756	PPR: pentatricopeptide repeat domain
TIGR00761	1	0.978354	0.000316	TIGR00761	argB: acetylglutamate kinase
TIGR00763	6	2.127044	0.000687	TIGR00763	lon: endopeptidase La
TIGR00785	28	8.459459	0.002734	TIGR00785	dass: transporter, divalent anion:Na+ symporter (DASS) family
TIGR00786	2	0.28395	9.1e-05	TIGR00786	dctM: TRAP transporter, DctM subunit
TIGR00787	1	0.961089	0.00031	TIGR00787	dctP: TRAP transporter solute receptor, DctP family
TIGR00792	5	3.457665	0.001117	TIGR00792	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter
TIGR00797	6	1.823232	0.000589	TIGR00797	matE: MATE efflux family protein
TIGR00798	3	2.817034	0.00091	TIGR00798	mtc: tricarboxylate carrier
TIGR00799	2	0.604651	0.000195	TIGR00799	mtp: Golgi 4-transmembrane spanning transporter
TIGR00801	6	3.761445	0.001216	TIGR00801	ncs2: uracil-xanthine permease
TIGR00803	2	1.171171	0.000378	TIGR00803	nst: UDP-galactose transporter
TIGR00804	16	7.102244	0.002296	TIGR00804	nupC: nucleoside transporter, NupC family
TIGR00805	15	6.513302	0.002105	TIGR00805	oat: sodium-independent organic anion transporter
TIGR00811	2	0.406934	0.000131	TIGR00811	sit: silicon transporter
TIGR00813	74	25.26034	0.008166	TIGR00813	sss: transporter, solute:sodium symporter (SSS) family
TIGR00815	15	8.509734	0.002751	TIGR00815	sulP: sulfate permease
TIGR00817	8	7.046357	0.002277	TIGR00817	tpt: Tpt phosphate/phosphoenolpyruvate translocator
TIGR00820	9	4.99074	0.001613	TIGR00820	zip: ZIP zinc/iron transport family
TIGR00831	4	0.699047	0.000225	TIGR00831	a_cpa1: Na+/H+ antiporter
TIGR00834	9	3.705555	0.001197	TIGR00834	ae: anion exchange protein
TIGR00836	9	4.406403	0.001424	TIGR00836	amt: ammonium transporter
TIGR00838	1	0.991208	0.00032	TIGR00838	argH: argininosuccinate lyase
TIGR00840	9	3.957066	0.001279	TIGR00840	b_cpa1: sodium/hydrogen exchanger 3
TIGR00841	8	5.115264	0.001653	TIGR00841	bass: bile acid transporter
TIGR00845	33	5.424538	0.001753	TIGR00845	caca: sodium/calcium exchanger 1
TIGR00846	4	0.677419	0.000219	TIGR00846	caca2: calcium/proton exchanger
TIGR00855	1	0.624	0.000201	TIGR00855	L12: ribosomal protein L7/L12
TIGR00857	2	0.888349	0.000287	TIGR00857	pyrC_multi: dihydroorotase, multifunctional complex type
TIGR00859	171	34.936241	0.011294	TIGR00859	ENaC: sodium channel transporter
TIGR00860	190	77.002164	0.024893	TIGR00860	LIC: cation transporter family protein
TIGR00861	29	17.875	0.005778	TIGR00861	MIP: MIP family channel proteins
TIGR00862	2	1.864406	0.000602	TIGR00862	O-ClC: intracellular chloride channel protein
TIGR00863	2	0.854838	0.000276	TIGR00863	P2X: cation transporter protein
TIGR00864	97	4.581851	0.001481	TIGR00864	PCC: polycystin cation channel protein
TIGR00865	8	4.366197	0.001411	TIGR00865	bcl-2: apoptosis regulator
TIGR00867	42	10.780687	0.003485	TIGR00867	deg-1: degenerin
TIGR00868	2	0.315179	0.000101	TIGR00868	hCaCC: calcium-activated chloride channel protein 1
TIGR00869	2	0.646551	0.000209	TIGR00869	sec62: protein translocation protein, Sec62 family
TIGR00870	642	60.17269	0.019453	TIGR00870	trp: transient-receptor-potential calcium channel protein
TIGR00871	5	1.514403	0.000489	TIGR00871	zwf: glucose-6-phosphate dehydrogenase
TIGR00873	2	0.922912	0.000298	TIGR00873	gnd: 6-phosphogluconate dehydrogenase (decarboxylating)
TIGR00874	1	0.936908	0.000302	TIGR00874	talAB: transaldolase
TIGR00877	1	0.995294	0.000321	TIGR00877	purD: phosphoribosylamine--glycine ligase
TIGR00878	1	0.996987	0.000322	TIGR00878	purM: phosphoribosylformylglycinamidine cyclo-ligase
TIGR00879	13	8.482352	0.002742	TIGR00879	SP: MFS transporter, sugar porter (SP) family
TIGR00880	55	29.319148	0.009478	TIGR00880	2_A_01_02: multidrug resistance protein
TIGR00881	5	2.166226	0.0007	TIGR00881	2A0104: phosphoglycerate transporter family protein
TIGR00884	4	2.058064	0.000665	TIGR00884	guaA_Cterm: GMP synthase (glutamine-hydrolyzing), C-terminal domain
TIGR00886	1	0.896739	0.000289	TIGR00886	2A0108: nitrite transporter
TIGR00888	3	1.484042	0.000479	TIGR00888	guaA_Nterm: GMP synthase (glutamine-hydrolyzing), N-terminal domain
TIGR00890	2	0.132625	4.2e-05	TIGR00890	2A0111: oxalate/formate antiporter family transporter
TIGR00891	1	0.209876	6.7e-05	TIGR00891	2A0112: MFS transporter, sialate:H+ symporter (SHS) family
TIGR00892	117	54.074725	0.017481	TIGR00892	2A0113: monocarboxylate transporter
TIGR00893	16	6.057644	0.001958	TIGR00893	2A0114: D-galactonate transporter
TIGR00894	17	9.797849	0.003167	TIGR00894	2A0114euk: Na(+)-dependent inorganic phosphate cotransporter
TIGR00895	5	1.766331	0.000571	TIGR00895	2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family
TIGR00896	2	0.374647	0.000121	TIGR00896	CynX: cyanate transporter
TIGR00898	40	16.523715	0.005341	TIGR00898	2A0119: cation transport protein
TIGR00899	6	1.618666	0.000523	TIGR00899	2A0120: sugar efflux transporter
TIGR00900	6	2.620879	0.000847	TIGR00900	2A0121: H+ Antiporter protein
TIGR00901	3	1.633053	0.000527	TIGR00901	2A0125: AmpG-like permease
TIGR00902	6	1.427835	0.000461	TIGR00902	2A0127: MFS transporter, phenyl propionate permease (PPP) family
TIGR00906	17	8.330564	0.002693	TIGR00906	2A0303: cationic amino acid transport permease
TIGR00909	1	0.041958	1.3e-05	TIGR00909	2A0306: amino acid transporter
TIGR00911	41	12.10693	0.003914	TIGR00911	2A0308: L-type amino acid transporter
TIGR00917	19	3.942691	0.001274	TIGR00917	2A060601: Niemann-Pick C type protein family
TIGR00918	9	1.557205	0.000503	TIGR00918	2A060602: transmembrane receptor Patched
TIGR00920	1	0.993235	0.000321	TIGR00920	2A060605: 3-hydroxy-3-methylglutaryl-coenzyme A reductase
TIGR00921	8	1.579809	0.00051	TIGR00921	2A067: efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family
TIGR00926	8	0.988077	0.000319	TIGR00926	2A1704: oligopeptide transporter, peptide:H+ symporter
TIGR00927	9	1.236559	0.000399	TIGR00927	2A1904: K+-dependent Na+/Ca+ exchanger
TIGR00928	3	0.763761	0.000246	TIGR00928	purB: adenylosuccinate lyase
TIGR00930	12	3.873931	0.001252	TIGR00930	2a30: K-Cl cotransporter
TIGR00932	2	1.043636	0.000337	TIGR00932	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
TIGR00933	2	1.053708	0.00034	TIGR00933	2a38: potassium uptake protein, TrkH family
TIGR00936	5	2.55048	0.000824	TIGR00936	ahcY: adenosylhomocysteinase
TIGR00939	8	2.808656	0.000908	TIGR00939	2a57: nucleoside Transporter
TIGR00950	3	1.825757	0.00059	TIGR00950	2A78: carboxylate/amino acid/amine transporter
TIGR00951	4	2.532188	0.000818	TIGR00951	2A43: lysosomal Cystine Transporter
TIGR00952	1	0.953488	0.000308	TIGR00952	S15_bact: ribosomal protein S15
TIGR00954	11	3.215151	0.001039	TIGR00954	3a01203: peroxysomal long chain fatty acyl transporter
TIGR00955	43	10.679092	0.003452	TIGR00955	3a01204: pigment precursor permease
TIGR00956	2	0.06241	2e-05	TIGR00956	3a01205: pleiotropic drug resistance family protein
TIGR00957	46	8.394875	0.002713	TIGR00957	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR00958	25	9.749648	0.003151	TIGR00958	3a01208: antigen peptide transporter 2
TIGR00959	1	0.058411	1.8e-05	TIGR00959	ffh: signal recognition particle protein
TIGR00962	1	0.990059	0.00032	TIGR00962	atpA: ATP synthase F1, alpha subunit
TIGR00967	3	0.840579	0.000271	TIGR00967	3a0501s007: preprotein translocase, SecY subunit
TIGR00968	1	0.092827	3e-05	TIGR00968	3a0106s01: sulfate ABC transporter, ATP-binding protein
TIGR00975	8	6.520634	0.002108	TIGR00975	3a0107s03: phosphate ABC transporter, phosphate-binding protein PstS
TIGR00978	1	0.991228	0.00032	TIGR00978	asd_EA: aspartate-semialdehyde dehydrogenase
TIGR00979	2	1.995633	0.000645	TIGR00979	fumC_II: fumarate hydratase, class II
TIGR00980	1	0.947058	0.000306	TIGR00980	3a0801so1tim17: mitochondrial import inner membrane translocase subunit tim17
TIGR00981	1	0.887096	0.000286	TIGR00981	rpsL_bact: ribosomal protein S12
TIGR00982	1	0.985611	0.000318	TIGR00982	S23_S12_E_A: ribosomal protein S23 (S12)
TIGR00983	1	0.979865	0.000316	TIGR00983	3a0801s02tim23: mitochondrial import inner membrane translocase subunit
TIGR00984	1	1	0.000323	TIGR00984	3a0801s03tim44: mitochondrial import inner membrane, translocase subunit
TIGR00985	1	0.317567	0.000102	TIGR00985	3a0801s04tom: mitochondrial import receptor subunit
TIGR00986	1	0.682758	0.00022	TIGR00986	3a0801s05tom22: mitochondrial import receptor subunit
TIGR00989	2	1.111801	0.000359	TIGR00989	3a0801s07tom40: mitochondrial import receptor subunit
TIGR00990	33	6.426016	0.002077	TIGR00990	3a0801s09: mitochondrial precursor proteins import receptor
TIGR00996	5	1.601374	0.000517	TIGR00996	Mtu_fam_mce: virulence factor Mce family protein
TIGR01003	2	2	0.000646	TIGR01003	PTS_HPr_family: phosphocarrier, HPr family
TIGR01007	1	0.838235	0.00027	TIGR01007	eps_fam: capsular exopolysaccharide family
TIGR01008	2	1.225641	0.000396	TIGR01008	rpsC_E_A: ribosomal protein S3
TIGR01011	2	0.817777	0.000264	TIGR01011	rpsB_bact: ribosomal protein S2
TIGR01012	1	0.989795	0.000319	TIGR01012	Sa_S2_E_A: ribosomal protein S2
TIGR01013	4	2.969298	0.000959	TIGR01013	2a58: sodium-dependent inorganic phosphate (Pi) transporter
TIGR01015	2	0.913752	0.000295	TIGR01015	hmgA: homogentisate 1,2-dioxygenase
TIGR01016	3	2.836787	0.000917	TIGR01016	sucCoAbeta: succinate-CoA ligase, beta subunit
TIGR01018	2	1.833333	0.000592	TIGR01018	rpsD_arch: ribosomal protein S4
TIGR01019	2	1.83916	0.000594	TIGR01019	sucCoAalpha: succinate-CoA ligase, alpha subunit
TIGR01020	1	0.985849	0.000318	TIGR01020	rpsE_arch: ribosomal protein S5
TIGR01021	1	0.942307	0.000304	TIGR01021	rpsE_bact: ribosomal protein S5
TIGR01022	1	0.972972	0.000314	TIGR01022	rpmJ_bact: ribosomal protein L36
TIGR01024	1	0.771929	0.000249	TIGR01024	rplS_bact: ribosomal protein L19
TIGR01025	1	0.992592	0.00032	TIGR01025	rpsS_arch: ribosomal protein S19
TIGR01028	1	1	0.000323	TIGR01028	S7_S5_E_A: ribosomal protein S7
TIGR01029	1	0.876623	0.000283	TIGR01029	rpsG_bact: ribosomal protein S7
TIGR01030	1	1	0.000323	TIGR01030	rpmH_bact: ribosomal protein L34
TIGR01031	9	3.196428	0.001033	TIGR01031	rpmF_bact: ribosomal protein L32
TIGR01032	1	0.903508	0.000292	TIGR01032	rplT_bact: ribosomal protein L20
TIGR01033	3	1.546218	0.000499	TIGR01033	TIGR01033: DNA-binding regulatory protein, YebC/PmpR family
TIGR01034	4	3.076923	0.000994	TIGR01034	metK: methionine adenosyltransferase
TIGR01036	2	0.556179	0.000179	TIGR01036	pyrD_sub2: dihydroorotate dehydrogenase (fumarate)
TIGR01037	2	0.753333	0.000243	TIGR01037	pyrD_sub1_fam: dihydroorotate dehydrogenase family protein
TIGR01038	1	0.993243	0.000321	TIGR01038	L22_arch: ribosomal protein L22
TIGR01039	1	0.997835	0.000322	TIGR01039	atpD: ATP synthase F1, beta subunit
TIGR01040	2	1.004282	0.000324	TIGR01040	V-ATPase_V1_B: V-type ATPase, B subunit
TIGR01042	2	1	0.000323	TIGR01042	V-ATPase_V1_A: V-type ATPase, A subunit
TIGR01044	1	0.941747	0.000304	TIGR01044	rplV_bact: ribosomal protein L22
TIGR01046	1	0.969696	0.000313	TIGR01046	S10_Arc_S20_Euk: ribosomal protein S10
TIGR01048	4	2.448441	0.000791	TIGR01048	lysA: diaminopimelate decarboxylase
TIGR01049	2	1.929292	0.000623	TIGR01049	rpsJ_bact: ribosomal protein S10
TIGR01050	1	0.130434	4.2e-05	TIGR01050	rpsS_bact: ribosomal protein S19
TIGR01054	1	0.021331	6e-06	TIGR01054	rgy: reverse gyrase
TIGR01057	3	1.891585	0.000611	TIGR01057	topA_arch: DNA topoisomerase I
TIGR01059	3	1.865414	0.000603	TIGR01059	gyrB: DNA gyrase, B subunit
TIGR01060	5	1.93647	0.000626	TIGR01060	eno: phosphopyruvate hydratase
TIGR01062	1	0.537414	0.000173	TIGR01062	parC_Gneg: DNA topoisomerase IV, A subunit
TIGR01063	3	1.39	0.000449	TIGR01063	gyrA: DNA gyrase, A subunit
TIGR01064	1	0.884453	0.000285	TIGR01064	pyruv_kin: pyruvate kinase
TIGR01065	5	3.67647	0.001188	TIGR01065	hlyIII: channel protein, hemolysin III family
TIGR01066	2	0.879432	0.000284	TIGR01066	rplM_bact: ribosomal protein L13
TIGR01067	1	0.975409	0.000315	TIGR01067	rplN_bact: ribosomal protein L14
TIGR01068	11	7.742574	0.002503	TIGR01068	thioredoxin: thioredoxin
TIGR01070	8	2.438095	0.000788	TIGR01070	mutS1: DNA mismatch repair protein MutS
TIGR01071	1	0.777777	0.000251	TIGR01071	rplO_bact: ribosomal protein L15
TIGR01072	1	0.997596	0.000322	TIGR01072	murA: UDP-N-acetylglucosamine 1-carboxyvinyltransferase
TIGR01073	1	0.131034	4.2e-05	TIGR01073	pcrA: ATP-dependent DNA helicase PcrA
TIGR01074	2	0.148203	4.7e-05	TIGR01074	rep: ATP-dependent DNA helicase Rep
TIGR01077	2	1.063829	0.000343	TIGR01077	L13_A_E: ribosomal protein L13
TIGR01078	2	0.174019	5.6e-05	TIGR01078	arcA: arginine deiminase
TIGR01079	2	0.605769	0.000195	TIGR01079	rplX_bact: ribosomal protein L24
TIGR01080	1	1	0.000323	TIGR01080	rplX_A_E: ribosomal protein L24
TIGR01082	1	0.971046	0.000313	TIGR01082	murC: UDP-N-acetylmuramate--L-alanine ligase
TIGR01083	5	3.145833	0.001017	TIGR01083	nth: endonuclease III
TIGR01084	3	1.411552	0.000456	TIGR01084	mutY: A/G-specific adenine glycosylase
TIGR01085	1	0.993644	0.000321	TIGR01085	murE: UDP-N-acetylmuramyl-tripeptide synthetase
TIGR01086	1	0.761682	0.000246	TIGR01086	fucA: L-fuculose phosphate aldolase
TIGR01090	1	0.982248	0.000317	TIGR01090	apt: adenine phosphoribosyltransferase
TIGR01091	4	1.980676	0.00064	TIGR01091	upp: uracil phosphoribosyltransferase
TIGR01092	1	0.993006	0.000321	TIGR01092	P5CS: delta l-pyrroline-5-carboxylate synthetase
TIGR01096	30	8.456	0.002733	TIGR01096	3A0103s03R: lysine-arginine-ornithine-binding periplasmic protein
TIGR01098	1	0.675889	0.000218	TIGR01098	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
TIGR01100	5	2.74074	0.000886	TIGR01100	V_ATP_synt_C: V-type ATPase, C subunit
TIGR01101	1	0.925619	0.000299	TIGR01101	V_ATP_synt_F: V-type ATPase, F subunit
TIGR01106	2	0.673019	0.000217	TIGR01106	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit
TIGR01107	5	2.765517	0.000894	TIGR01107	Na_K_ATPase_bet: Na+/K+ ATPase, beta subunit
TIGR01116	3	1.037546	0.000335	TIGR01116	ATPase-IIA1_Ca: calcium-translocating P-type ATPase, SERCA-type
TIGR01117	9	3.292968	0.001064	TIGR01117	mmdA: methylmalonyl-CoA decarboxylase alpha subunit
TIGR01123	2	1.111821	0.000359	TIGR01123	ilvE_II: branched-chain amino acid aminotransferase
TIGR01126	15	10.085714	0.00326	TIGR01126	pdi_dom: protein disulfide-isomerase domain
TIGR01127	6	3.568421	0.001153	TIGR01127	ilvA_1Cterm: threonine ammonia-lyase
TIGR01129	3	1.40806	0.000455	TIGR01129	secD: protein-export membrane protein SecD
TIGR01130	32	9.808823	0.003171	TIGR01130	ER_PDI_fam: protein disulfide isomerase
TIGR01133	1	0.21813	7e-05	TIGR01133	murG: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
TIGR01134	1	1	0.000323	TIGR01134	purF: amidophosphoribosyltransferase
TIGR01135	4	0.937397	0.000303	TIGR01135	glmS: glutamine-fructose-6-phosphate transaminase (isomerizing)
TIGR01137	7	3.185995	0.001029	TIGR01137	cysta_beta: cystathionine beta-synthase
TIGR01145	1	0.97093	0.000313	TIGR01145	ATP_synt_delta: ATP synthase F1, delta subunit
TIGR01146	1	1	0.000323	TIGR01146	ATPsyn_F1gamma: ATP synthase F1, gamma subunit
TIGR01147	1	0.752212	0.000243	TIGR01147	V_ATP_synt_G: V-type ATPase, G subunit
TIGR01159	1	0.642857	0.000207	TIGR01159	DRP1: density-regulated protein DRP1
TIGR01160	1	0.954545	0.000308	TIGR01160	SUI1_MOF2: translation initiation factor SUI1
TIGR01162	1	0.993589	0.000321	TIGR01162	purE: phosphoribosylaminoimidazole carboxylase, catalytic subunit
TIGR01163	1	1	0.000323	TIGR01163	rpe: ribulose-phosphate 3-epimerase
TIGR01164	1	0.746031	0.000241	TIGR01164	rplP_bact: ribosomal protein L16
TIGR01169	4	1.39207	0.00045	TIGR01169	rplA_bact: ribosomal protein L1
TIGR01171	3	0.912727	0.000295	TIGR01171	rplB_bact: ribosomal protein L2
TIGR01177	3	2.178787	0.000704	TIGR01177	TIGR01177: putative methyltransferase, TIGR01177 family
TIGR01179	8	2.689759	0.000869	TIGR01179	galE: UDP-glucose 4-epimerase GalE
TIGR01181	5	2.383177	0.00077	TIGR01181	dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase
TIGR01184	1	0.130434	4.2e-05	TIGR01184	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
TIGR01187	1	0.101538	3.2e-05	TIGR01187	potA: polyamine ABC transporter, ATP-binding protein
TIGR01188	1	0.705298	0.000228	TIGR01188	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
TIGR01189	2	0.984848	0.000318	TIGR01189	ccmA: heme ABC exporter, ATP-binding protein CcmA
TIGR01193	2	0.281073	9e-05	TIGR01193	bacteriocin_ABC: ABC-type bacteriocin transporter
TIGR01197	1	1	0.000323	TIGR01197	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
TIGR01198	2	1.948717	0.000629	TIGR01198	pgl: 6-phosphogluconolactonase
TIGR01203	1	0.994011	0.000321	TIGR01203	HGPRTase: hypoxanthine phosphoribosyltransferase
TIGR01205	1	0.779874	0.000252	TIGR01205	D_ala_D_alaTIGR: D-alanine--D-alanine ligase
TIGR01211	2	0.934865	0.000302	TIGR01211	ELP3: radical SAM enzyme/protein acetyltransferase, ELP3 family
TIGR01213	2	0.821705	0.000265	TIGR01213	pseudo_Pus10arc: tRNA pseudouridine(54/55) synthase
TIGR01214	3	1.073684	0.000347	TIGR01214	rmlD: dTDP-4-dehydrorhamnose reductase
TIGR01216	1	0.861538	0.000278	TIGR01216	ATP_synt_epsi: ATP synthase F1, epsilon subunit
TIGR01217	2	1.079754	0.000349	TIGR01217	ac_ac_CoA_syn: acetoacetate-CoA ligase
TIGR01223	1	0.767567	0.000248	TIGR01223	Pmev_kin_anim: phosphomevalonate kinase
TIGR01224	2	0.710875	0.000229	TIGR01224	hutI: imidazolonepropionase
TIGR01225	4	0.711462	0.00023	TIGR01225	hutH: histidine ammonia-lyase
TIGR01226	4	1.752941	0.000566	TIGR01226	phe_am_lyase: phenylalanine ammonia-lyase
TIGR01228	3	0.851376	0.000275	TIGR01228	hutU: urocanate hydratase
TIGR01229	2	0.946666	0.000306	TIGR01229	rocF_arginase: arginase
TIGR01230	4	1.32	0.000426	TIGR01230	agmatinase: agmatinase
TIGR01235	2	0.972878	0.000314	TIGR01235	pyruv_carbox: pyruvate carboxylase
TIGR01236	2	0.966228	0.000312	TIGR01236	D1pyr5carbox1: 1-pyrroline-5-carboxylate dehydrogenase
TIGR01240	1	0.937704	0.000303	TIGR01240	mevDPdecarb: diphosphomevalonate decarboxylase
TIGR01241	8	3.917338	0.001266	TIGR01241	FtsH_fam: ATP-dependent metallopeptidase HflB
TIGR01242	13	5.887362	0.001903	TIGR01242	26Sp45: 26S proteasome subunit P45 family
TIGR01243	20	7.601637	0.002457	TIGR01243	CDC48: AAA family ATPase, CDC48 subfamily
TIGR01244	6	2.237037	0.000723	TIGR01244	TIGR01244: TIGR01244 family protein
TIGR01245	1	0.381818	0.000123	TIGR01245	trpD: anthranilate phosphoribosyltransferase
TIGR01246	1	0.097297	3.1e-05	TIGR01246	dapE_proteo: succinyl-diaminopimelate desuccinylase
TIGR01249	1	0.993485	0.000321	TIGR01249	pro_imino_pep_1: prolyl aminopeptidase
TIGR01250	9	3.121527	0.001009	TIGR01250	pro_imino_pep_2: proline-specific peptidase
TIGR01251	3	2.666666	0.000862	TIGR01251	ribP_PPkin: ribose-phosphate diphosphokinase
TIGR01254	1	0.415032	0.000134	TIGR01254	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
TIGR01257	31	4.021566	0.0013	TIGR01257	rim_protein: rim ABC transporter
