#Accession	No_orfs	Coverage	Abundance	Name	Description
PF02732.15	5	3.282051	9.8e-05	ERCC4	ERCC4 domain
PF02733.17	1	0.993569	2.9e-05	Dak1	Dak1 domain
PF02734.17	1	0.988505	2.9e-05	Dak2	DAK2 domain
PF02735.16	2	1.980392	5.9e-05	Ku	Ku70/Ku80 beta-barrel domain
PF02736.19	2	1.6	4.7e-05	Myosin_N	Myosin N-terminal SH3-like domain
PF02737.18	6	3.494444	0.000104	3HCDH_N	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF02738.18	23	9.681818	0.00029	Ald_Xan_dh_C2	Molybdopterin-binding domain of aldehyde dehydrogenase
PF02739.16	7	1.389937	4.1e-05	5_3_exonuc_N	5'-3' exonuclease, N-terminal resolvase-like domain
PF02743.18	16	6.570281	0.000196	dCache_1	Cache domain
PF02744.17	1	0.976047	2.9e-05	GalP_UDP_tr_C	Galactose-1-phosphate uridyl transferase, C-terminal domain
PF02747.15	2	1.21875	3.6e-05	PCNA_C	Proliferating cell nuclear antigen, C-terminal domain
PF02750.14	1	0.990147	2.9e-05	Synapsin_C	Synapsin, ATP binding domain
PF02751.14	1	1	2.9e-05	TFIIA_gamma_C	Transcription initiation factor IIA, gamma subunit
PF02752.22	6	4.679104	0.00014	Arrestin_C	Arrestin (or S-antigen), C-terminal domain
PF02755.15	3	2.791666	8.3e-05	RPEL	RPEL repeat
PF02759.19	17	12.499999	0.000374	RUN	RUN domain
PF02761.14	1	0.488095	1.4e-05	Cbl_N2	CBL proto-oncogene N-terminus, EF hand-like domain
PF02762.14	1	1	2.9e-05	Cbl_N3	CBL proto-oncogene N-terminus, SH2-like domain
PF02765.17	3	1.55944	4.6e-05	POT1	Telomeric single stranded DNA binding POT1/CDC13
PF02769.22	5	4.557692	0.000136	AIRS_C	AIR synthase related protein, C-terminal domain
PF02770.19	10	9.041237	0.00027	Acyl-CoA_dh_M	Acyl-CoA dehydrogenase, middle domain
PF02771.16	9	8.601769	0.000257	Acyl-CoA_dh_N	Acyl-CoA dehydrogenase, N-terminal domain
PF02772.16	2	1.983333	5.9e-05	S-AdoMet_synt_M	S-adenosylmethionine synthetase, central domain
PF02773.16	3	2.195652	6.5e-05	S-AdoMet_synt_C	S-adenosylmethionine synthetase, C-terminal domain
PF02775.21	4	2.653594	7.9e-05	TPP_enzyme_C	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF02776.18	2	1.424418	4.2e-05	TPP_enzyme_N	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF02777.18	7	5.705882	0.00017	Sod_Fe_C	Iron/manganese superoxide dismutases, C-terminal domain
PF02778.14	2	1.059701	3.1e-05	tRNA_int_endo_N	tRNA intron endonuclease, N-terminal domain
PF02779.24	10	6.264044	0.000187	Transket_pyr	Transketolase, pyrimidine binding domain
PF02780.20	4	2.782258	8.3e-05	Transketolase_C	Transketolase, C-terminal domain
PF02781.16	2	1.931034	5.7e-05	G6PD_C	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF02782.16	7	2.722222	8.1e-05	FGGY_C	FGGY family of carbohydrate kinases, C-terminal domain
PF02784.16	1	0.995951	2.9e-05	Orn_Arg_deC_N	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF02785.19	4	3.175925	9.5e-05	Biotin_carb_C	Biotin carboxylase C-terminal domain
PF02786.17	7	6.805687	0.000203	CPSase_L_D2	Carbamoyl-phosphate synthase L chain, ATP binding domain
PF02787.19	3	1.696721	5e-05	CPSase_L_D3	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF02789.17	1	0.992063	2.9e-05	Peptidase_M17_N	Cytosol aminopeptidase family, N-terminal domain
PF02791.17	4	2.416666	7.2e-05	DDT	DDT domain
PF02792.14	1	0.584507	1.7e-05	Mago_nashi	Mago nashi protein
PF02798.20	13	11.697368	0.00035	GST_N	Glutathione S-transferase, N-terminal domain
PF02799.15	1	0.913875	2.7e-05	NMT_C	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain
PF02800.20	1	1	2.9e-05	Gp_dh_C	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02801.22	14	9.398305	0.000281	Ketoacyl-synt_C	Beta-ketoacyl synthase, C-terminal domain
PF02803.18	6	4.308943	0.000129	Thiolase_C	Thiolase, C-terminal domain
PF02806.18	1	0.96875	2.9e-05	Alpha-amylase_C	Alpha amylase, C-terminal all-beta domain
PF02807.15	7	6.477611	0.000194	ATP-gua_PtransN	ATP:guanido phosphotransferase, N-terminal domain
PF02809.20	4	3	8.9e-05	UIM	Ubiquitin interaction motif
PF02812.18	2	1.96923	5.9e-05	ELFV_dehydrog_N	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02815.19	6	3.387096	0.000101	MIR	MIR domain
PF02816.18	1	0.994565	2.9e-05	Alpha_kinase	Alpha-kinase family
PF02817.17	3	2.888888	8.6e-05	E3_binding	e3 binding domain
PF02820.18	14	13.405797	0.000401	MBT	mbt repeat
PF02822.14	117	92.307692	0.002765	Antistasin	Antistasin family
PF02823.16	1	0.975	2.9e-05	ATP-synt_DE_N	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02824.21	3	2.7	8e-05	TGS	TGS domain
PF02825.20	26	20.514705	0.000614	WWE	WWE domain
PF02826.19	4	3.988764	0.000119	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF02828.16	6	4.169811	0.000124	L27	L27 domain
PF02836.17	1	0.993377	2.9e-05	Glyco_hydro_2_C	Glycosyl hydrolases family 2, TIM barrel domain
PF02837.18	1	1	2.9e-05	Glyco_hydro_2_N	Glycosyl hydrolases family 2, sugar binding domain
PF02838.15	6	5.16129	0.000154	Glyco_hydro_20b	Glycosyl hydrolase family 20, domain 2
PF02840.15	2	1.188811	3.5e-05	Prp18	Prp18 domain
PF02843.16	1	1	2.9e-05	GARS_C	Phosphoribosylglycinamide synthetase, C domain
PF02844.15	2	1.288888	3.8e-05	GARS_N	Phosphoribosylglycinamide synthetase, N domain
PF02845.16	5	4.785714	0.000143	CUE	CUE domain
PF02847.17	6	5.106194	0.000152	MA3	MA3 domain
PF02852.22	3	2.854545	8.5e-05	Pyr_redox_dim	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
PF02854.19	8	6.235849	0.000186	MIF4G	MIF4G domain
PF02862.17	7	3.228699	9.6e-05	DDHD	DDHD domain
PF02866.18	8	5.281437	0.000158	Ldh_1_C	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF02867.15	1	1	2.9e-05	Ribonuc_red_lgC	Ribonucleotide reductase, barrel domain
PF02872.18	3	2.962025	8.8e-05	5_nucleotid_C	5'-nucleotidase, C-terminal domain
PF02874.23	4	4	0.000119	ATP-synt_ab_N	ATP synthase alpha/beta family, beta-barrel domain
PF02877.14	5	3.375	0.000101	PARP_reg	Poly(ADP-ribose) polymerase, regulatory domain
PF02878.16	6	3.369565	0.0001	PGM_PMM_I	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879.16	3	2.76699	8.2e-05	PGM_PMM_II	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880.16	4	2.552631	7.6e-05	PGM_PMM_III	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF02881.19	3	2.12	6.3e-05	SRP54_N	SRP54-type protein, helical bundle domain
PF02882.19	2	1.0125	3e-05	THF_DHG_CYH_C	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF02883.20	5	4.027027	0.00012	Alpha_adaptinC2	Adaptin C-terminal domain
PF02885.17	7	5.111111	0.000153	Glycos_trans_3N	Glycosyl transferase family, helical bundle domain
PF02886.17	6	5.247899	0.000157	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain
PF02887.16	3	1.700854	5e-05	PK_C	Pyruvate kinase, alpha/beta domain
PF02888.16	1	1	2.9e-05	CaMBD	Calmodulin binding domain
PF02889.16	8	4.525291	0.000135	Sec63	Sec63 Brl domain
PF02891.20	3	2.3	6.8e-05	zf-MIZ	MIZ/SP-RING zinc finger
PF02892.15	23	19.522727	0.000584	zf-BED	BED zinc finger
PF02893.20	6	4.394736	0.000131	GRAM	GRAM domain
PF02897.15	2	1.05314	3.1e-05	Peptidase_S9_N	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF02899.17	1	0.797619	2.3e-05	Phage_int_SAM_1	Phage integrase, N-terminal SAM-like domain
PF02902.19	18	10.259259	0.000307	Peptidase_C48	Ulp1 protease family, C-terminal catalytic domain
PF02906.14	1	0.995884	2.9e-05	Fe_hyd_lg_C	Iron only hydrogenase large subunit, C-terminal domain
PF02910.20	1	1	2.9e-05	Succ_DH_flav_C	Fumarate reductase flavoprotein C-term
PF02911.18	2	1.94	5.8e-05	Formyl_trans_C	Formyl transferase, C-terminal domain
PF02913.19	4	2.436	7.2e-05	FAD-oxidase_C	FAD linked oxidases, C-terminal domain
PF02919.15	4	2.037558	6.1e-05	Topoisom_I_N	Eukaryotic DNA topoisomerase I, DNA binding fragment
PF02921.14	1	1	2.9e-05	UCR_TM	Ubiquinol cytochrome reductase transmembrane region
PF02926.17	3	1.6875	5e-05	THUMP	THUMP domain
PF02928.16	4	2.555555	7.6e-05	zf-C5HC2	C5HC2 zinc finger
PF02931.23	68	46.5	0.001393	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain
PF02932.16	84	42.193277	0.001264	Neur_chan_memb	Neurotransmitter-gated ion-channel transmembrane region
PF02933.17	3	2.015625	6e-05	CDC48_2	Cell division protein 48 (CDC48), domain 2
PF02934.15	3	1.633699	4.8e-05	GatB_N	GatB/GatE catalytic domain
PF02935.16	2	1.875	5.6e-05	COX7C	Cytochrome c oxidase subunit VIIc
PF02936.14	3	2.072463	6.2e-05	COX4	Cytochrome c oxidase subunit IV
PF02937.15	2	1.971428	5.9e-05	COX6C	Cytochrome c oxidase subunit VIc
PF02939.16	1	0.666666	1.9e-05	UcrQ	UcrQ family
PF02946.14	52	13.04	0.00039	GTF2I	GTF2I-like repeat
PF02953.15	7	5.671875	0.000169	zf-Tim10_DDP	Tim10/DDP family zinc finger
PF02961.14	15	11.829545	0.000354	BAF	Barrier to autointegration factor
PF02965.17	2	1.501831	4.4e-05	Met_synt_B12	Vitamin B12 dependent methionine synthase, activation domain
PF02966.16	3	1.819548	5.4e-05	DIM1	Mitosis protein DIM1
PF02969.17	3	2.212121	6.6e-05	TAF	TATA box binding protein associated factor (TAF)
PF02970.16	1	0.920454	2.7e-05	TBCA	Tubulin binding cofactor A
PF02971.14	1	1	2.9e-05	FTCD	Formiminotransferase domain
PF02978.19	3	1.585858	4.7e-05	SRP_SPB	Signal peptide binding domain
PF02984.19	10	8.07563	0.000241	Cyclin_C	Cyclin, C-terminal domain
PF02985.22	98	69.225806	0.002074	HEAT	HEAT repeat
PF02990.16	7	2.996146	8.9e-05	EMP70	Endomembrane protein 70
PF02991.16	4	3.557692	0.000106	Atg8	Autophagy protein Atg8 ubiquitin like
PF02995.17	19	9.162977	0.000274	DUF229	Protein of unknown function (DUF229)
PF02996.17	4	2.958333	8.8e-05	Prefoldin	Prefoldin subunit
PF03000.14	1	0.972868	2.9e-05	NPH3	NPH3 family
PF03003.16	8	3.101562	9.2e-05	Pox_G9-A16	Pox virus entry-fusion-complex G9/A16
PF03006.20	6	4.982142	0.000149	HlyIII	Haemolysin-III related
PF03007.16	2	0.443181	1.3e-05	WES_acyltransf	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF03009.17	5	2.598455	7.7e-05	GDPD	Glycerophosphoryl diester phosphodiesterase family
PF03015.19	2	1.989247	5.9e-05	Sterile	Male sterility protein
PF03016.15	3	2.7	8e-05	Exostosin	Exostosin family
PF03020.15	3	2.275	6.8e-05	LEM	LEM domain
PF03024.14	1	0.91279	2.7e-05	Folate_rec	Folate receptor family
PF03028.15	9	7.15126	0.000214	Dynein_heavy	Dynein heavy chain region D6 P-loop domain
PF03029.17	3	2.991701	8.9e-05	ATP_bind_1	Conserved hypothetical ATP binding protein
PF03031.18	6	5.198717	0.000155	NIF	NLI interacting factor-like phosphatase
PF03034.15	2	1.985347	5.9e-05	PSS	Phosphatidyl serine synthase
PF03036.16	1	0.319693	9e-06	Perilipin	Perilipin family
PF03045.15	1	0.929203	2.7e-05	DAN	DAN domain
PF03047.14	7	2.48387	7.4e-05	ComC	COMC family
PF03051.15	5	2.374429	7.1e-05	Peptidase_C1_2	Peptidase C1-like family
PF03054.16	2	0.997191	2.9e-05	tRNA_Me_trans	tRNA methyl transferase
PF03061.22	1	0.949367	2.8e-05	4HBT	Thioesterase superfamily
PF03062.19	11	6.649425	0.000199	MBOAT	MBOAT, membrane-bound O-acyltransferase family
PF03063.20	1	0.984344	2.9e-05	Prismane	Prismane/CO dehydrogenase family
PF03066.15	1	1	2.9e-05	Nucleoplasmin	Nucleoplasmin/nucleophosmin domain
PF03067.15	4	3.118556	9.3e-05	LPMO_10	Lytic polysaccharide mono-oxygenase, cellulose-degrading
PF03071.15	3	1.845622	5.5e-05	GNT-I	GNT-I family
PF03074.16	1	1	2.9e-05	GCS	Glutamate-cysteine ligase
PF03079.14	1	0.99363	2.9e-05	ARD	ARD/ARD' family
PF03081.15	1	0.670212	2e-05	Exo70	Exo70 exocyst complex subunit
PF03083.16	2	1.885057	5.6e-05	MtN3_slv	Sugar efflux transporter for intercellular exchange
PF03088.16	4	2.35955	7e-05	Str_synth	Strictosidine synthase
PF03091.15	1	0.959595	2.8e-05	CutA1	CutA1 divalent ion tolerance protein
PF03095.15	2	0.740863	2.2e-05	PTPA	Phosphotyrosyl phosphate activator (PTPA) protein
PF03096.14	2	1.363957	4e-05	Ndr	Ndr family
PF03097.18	6	3.781491	0.000113	BRO1	BRO1-like domain
PF03098.15	10	8.376181	0.00025	An_peroxidase	Animal haem peroxidase
PF03099.19	3	2.519083	7.5e-05	BPL_LplA_LipB	Biotin/lipoate A/B protein ligase family
PF03101.15	4	2.688888	8e-05	FAR1	FAR1 DNA-binding domain
PF03104.19	6	3.703264	0.00011	DNA_pol_B_exo1	DNA polymerase family B, exonuclease domain
PF03105.19	2	0.299479	8e-06	SPX	SPX domain
PF03109.16	7	3.882352	0.000116	ABC1	ABC1 family
PF03114.18	5	2.991631	8.9e-05	BAR	BAR domain
PF03121.15	2	1.253333	3.7e-05	Herpes_UL52	Herpesviridae UL52/UL70 DNA primase
PF03124.14	2	1.006042	3e-05	EXS	EXS family
PF03126.18	2	0.990825	2.9e-05	Plus-3	Plus-3 domain
PF03127.14	1	0.974025	2.9e-05	GAT	GAT domain
PF03129.20	5	4.882978	0.000146	HGTP_anticodon	Anticodon binding domain
PF03131.17	6	3.934782	0.000117	bZIP_Maf	bZIP Maf transcription factor
PF03133.15	18	11.552542	0.000346	TTL	Tubulin-tyrosine ligase family
PF03134.19	2	1.987012	5.9e-05	TB2_DP1_HVA22	TB2/DP1, HVA22 family
PF03137.20	17	11.954212	0.000358	OATP	Organic Anion Transporter Polypeptide (OATP) family
PF03142.15	40	9.840607	0.000294	Chitin_synth_2	Chitin synthase
PF03143.17	8	5.473214	0.000163	GTP_EFTU_D3	Elongation factor Tu C-terminal domain
PF03144.25	19	15.945945	0.000477	GTP_EFTU_D2	Elongation factor Tu domain 2
PF03145.16	3	1.395	4.1e-05	Sina	Seven in absentia protein family
PF03147.14	2	1.968085	5.8e-05	FDX-ACB	Ferredoxin-fold anticodon binding domain
PF03148.14	7	6.005221	0.000179	Tektin	Tektin family
PF03151.16	10	7.389655	0.000221	TPT	Triose-phosphate Transporter family
PF03152.14	2	0.67052	2e-05	UFD1	Ubiquitin fusion degradation protein UFD1
PF03153.13	2	0.648192	1.9e-05	TFIIA	Transcription factor IIA, alpha/beta subunit
PF03154.15	2	0.680612	2e-05	Atrophin-1	Atrophin-1 family
PF03155.15	3	2.04752	6.1e-05	Alg6_Alg8	ALG6, ALG8 glycosyltransferase family
PF03159.18	2	2	5.9e-05	XRN_N	XRN 5'-3' exonuclease N-terminus
PF03160.14	51	32.069999	0.00096	Calx-beta	Calx-beta domain
PF03164.14	1	0.997524	2.9e-05	Mon1	Trafficking protein Mon1
PF03165.16	3	2.203883	6.6e-05	MH1	MH1 domain
PF03166.14	4	3.967567	0.000118	MH2	MH2 domain
PF03167.19	5	3.032258	9e-05	UDG	Uracil DNA glycosylase superfamily
PF03171.20	6	5.198019	0.000155	2OG-FeII_Oxy	2OG-Fe(II) oxygenase superfamily
PF03173.13	4	3.559748	0.000106	CHB_HEX	Putative carbohydrate binding domain
PF03174.13	4	3.311688	9.9e-05	CHB_HEX_C	Chitobiase/beta-hexosaminidase C-terminal domain
PF03176.15	3	1.132132	3.3e-05	MMPL	MMPL family
PF03177.14	3	1.082214	3.2e-05	Nucleoporin_C	Non-repetitive/WGA-negative nucleoporin C-terminal
PF03178.15	7	3.472049	0.000104	CPSF_A	CPSF A subunit region
PF03179.15	1	0.685714	2e-05	V-ATPase_G	Vacuolar (H+)-ATPase G subunit
PF03184.19	13	11.217142	0.000336	DDE_1	DDE superfamily endonuclease
PF03185.15	3	2.451282	7.3e-05	CaKB	Calcium-activated potassium channel, beta subunit
PF03188.16	7	3.9927	0.000119	Cytochrom_B561	Eukaryotic cytochrome b561
PF03189.13	5	2.847191	8.5e-05	Otopetrin	Otopetrin
PF03190.15	1	0.662576	1.9e-05	Thioredox_DsbH	Protein of unknown function, DUF255
PF03193.16	3	1.688622	5e-05	RsgA_GTPase	RsgA GTPase
PF03194.15	5	2.42231	7.2e-05	LUC7	LUC7 N_terminus
PF03200.16	6	1.928716	5.7e-05	Glyco_hydro_63	Glycosyl hydrolase family 63 C-terminal domain
PF03208.19	2	1.720279	5.1e-05	PRA1	PRA1 family protein
PF03215.15	3	1.516129	4.5e-05	Rad17	Rad17 P-loop domain
PF03221.16	6	4.984848	0.000149	HTH_Tnp_Tc5	Tc5 transposase DNA-binding domain
PF03223.15	2	0.71081	2.1e-05	V-ATPase_C	V-ATPase subunit C
PF03224.14	2	1.342857	4e-05	V-ATPase_H_N	V-ATPase subunit H
PF03226.14	3	2.695238	8e-05	Yippee-Mis18	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF03227.16	2	1.047169	3.1e-05	GILT	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03232.13	1	0.994186	2.9e-05	COQ7	Ubiquinone biosynthesis protein COQ7
PF03250.14	3	1.382978	4.1e-05	Tropomodulin	Tropomodulin
PF03256.16	21	10.043243	0.0003	ANAPC10	Anaphase-promoting complex, subunit 10 (APC10)
PF03259.17	2	1.582417	4.7e-05	Robl_LC7	Roadblock/LC7 domain
PF03261.15	2	0.603305	1.8e-05	CDK5_activator	Cyclin-dependent kinase 5 activator protein
PF03264.14	22	3.362068	0.0001	Cytochrom_NNT	NapC/NirT cytochrome c family, N-terminal region
PF03265.15	5	3.835913	0.000114	DNase_II	Deoxyribonuclease II
PF03266.15	1	0.720238	2.1e-05	NTPase_1	NTPase
PF03271.17	2	1.146341	3.4e-05	EB1	EB1-like C-terminal motif
PF03281.14	27	20.932432	0.000627	Mab-21	Mab-21 protein
PF03291.16	16	2.477477	7.4e-05	Pox_MCEL	mRNA capping enzyme
PF03297.15	1	0.940594	2.8e-05	Ribosomal_S25	S25 ribosomal protein
PF03298.13	7	4.495	0.000134	Stanniocalcin	Stanniocalcin family
PF03299.14	1	1	2.9e-05	TF_AP-2	Transcription factor AP-2
PF03302.13	140	24.790931	0.000742	VSP	Giardia variant-specific surface protein
PF03308.16	1	0.794007	2.3e-05	MeaB	Methylmalonyl Co-A mutase-associated GTPase MeaB
PF03311.14	1	1	2.9e-05	Cornichon	Cornichon protein
PF03318.13	5	3.97807	0.000119	ETX_MTX2	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF03321.13	1	0.994307	2.9e-05	GH3	GH3 auxin-responsive promoter
PF03328.14	1	1	2.9e-05	HpcH_HpaI	HpcH/HpaI aldolase/citrate lyase family
PF03332.13	1	0.99095	2.9e-05	PMM	Eukaryotic phosphomannomutase
PF03343.13	2	1.063391	3.1e-05	SART-1	SART-1 family
PF03344.15	1	0.848484	2.5e-05	Daxx	Daxx N-terminal Rassf1C-interacting domain
PF03345.14	1	0.607228	1.8e-05	DDOST_48kD	Oligosaccharyltransferase 48 kDa subunit beta
PF03348.15	3	1.335664	4e-05	Serinc	Serine incorporator (Serinc)
PF03351.17	6	4.896	0.000146	DOMON	DOMON domain
PF03357.21	16	11.16763	0.000334	Snf7	Snf7
PF03359.13	5	1.515942	4.5e-05	GKAP	Guanylate-kinase-associated protein (GKAP) protein
PF03360.16	1	0.965853	2.8e-05	Glyco_transf_43	Glycosyltransferase family 43
PF03364.20	2	1.946153	5.8e-05	Polyketide_cyc	Polyketide cyclase / dehydrase and lipid transport
PF03366.16	3	2.938271	8.8e-05	YEATS	YEATS family
PF03367.13	2	1.748427	5.2e-05	zf-ZPR1	ZPR1 zinc-finger domain
PF03368.14	1	0.97826	2.9e-05	Dicer_dimer	Dicer dimerisation domain
PF03370.13	1	0.964601	2.8e-05	CBM_21	Carbohydrate/starch-binding module (family 21)
PF03371.15	2	1.971264	5.9e-05	PRP38	PRP38 family
PF03372.23	13	11.639484	0.000348	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family
PF03378.15	2	1.620767	4.8e-05	CAS_CSE1	CAS/CSE protein, C-terminus
PF03381.15	1	0.989285	2.9e-05	CDC50	LEM3 (ligand-effect modulator 3) family / CDC50 family
PF03385.17	8	1.837628	5.5e-05	STELLO	STELLO glycosyltransferases
PF03388.13	2	1.973913	5.9e-05	Lectin_leg-like	Legume-like lectin family
PF03398.14	2	1.993902	5.9e-05	Ist1	Regulator of Vps4 activity in the MVB pathway
PF03399.16	3	2.365187	7e-05	SAC3_GANP	SAC3/GANP family
PF03404.16	3	2.137681	6.4e-05	Mo-co_dimer	Mo-co oxidoreductase dimerisation domain
PF03407.16	4	3.150943	9.4e-05	Nucleotid_trans	Nucleotide-diphospho-sugar transferase
PF03416.19	2	1.981884	5.9e-05	Peptidase_C54	Peptidase family C54
PF03433.13	10	1.675824	5e-05	EspA	EspA-like secreted protein
PF03436.13	42	8.124999	0.000243	DUF281	Domain of unknown function (DUF281)
PF03437.15	1	0.937007	2.8e-05	BtpA	BtpA family
PF03446.15	4	2.5	7.4e-05	NAD_binding_2	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03448.17	20	14.294117	0.000428	MgtE_N	MgtE intracellular N domain
PF03450.17	6	5.504854	0.000164	CO_deh_flav_C	CO dehydrogenase flavoprotein C-terminal domain
PF03451.14	6	4.364864	0.00013	HELP	HELP motif
PF03452.14	2	0.424242	1.2e-05	Anp1	Anp1
PF03453.17	1	0.99363	2.9e-05	MoeA_N	MoeA N-terminal region (domain I and II)
PF03454.15	1	0.986111	2.9e-05	MoeA_C	MoeA C-terminal region (domain IV)
PF03455.19	5	4.08	0.000122	dDENN	dDENN domain
PF03456.18	4	3.590909	0.000107	uDENN	uDENN domain
PF03462.18	5	1.792746	5.3e-05	PCRF	PCRF domain
PF03463.15	2	1.984496	5.9e-05	eRF1_1	eRF1 domain 1
PF03464.15	2	1.984962	5.9e-05	eRF1_2	eRF1 domain 2
PF03465.15	2	1.9823	5.9e-05	eRF1_3	eRF1 domain 3
PF03467.15	2	1	2.9e-05	Smg4_UPF3	Smg-4/UPF3 family
PF03473.17	4	3.442748	0.000103	MOSC	MOSC domain
PF03476.16	5	4.175	0.000125	MOSC_N	MOSC N-terminal beta barrel domain
PF03477.16	1	1	2.9e-05	ATP-cone	ATP cone domain
PF03483.17	2	1.701149	5e-05	B3_4	B3/4 domain
PF03488.14	14	3.5	0.000104	Ins_beta	Nematode insulin-related peptide beta type
PF03489.17	7	5.470588	0.000163	SapB_2	Saposin-like type B, region 2
PF03492.15	17	10.811377	0.000323	Methyltransf_7	SAM dependent carboxyl methyltransferase
PF03493.18	7	4.173469	0.000125	BK_channel_a	Calcium-activated BK potassium channel alpha subunit
PF03501.15	1	0.989247	2.9e-05	S10_plectin	Plectin/S10 domain
PF03517.13	8	1.179856	3.5e-05	Voldacs	Regulator of volume decrease after cellular swelling
PF03520.14	1	0.668421	2e-05	KCNQ_channel	KCNQ voltage-gated potassium channel
PF03522.15	9	1.925407	5.7e-05	SLC12	Solute carrier family 12
PF03528.15	4	0.77572	2.3e-05	Rabaptin	Rabaptin
PF03530.14	2	1.208695	3.6e-05	SK_channel	Calcium-activated SK potassium channel
PF03531.14	1	0.985507	2.9e-05	SSrecog	Structure-specific recognition protein (SSRP1)
PF03546.14	5	1.196261	3.5e-05	Treacle	Treacher Collins syndrome protein Treacle
PF03556.15	4	3.199999	9.5e-05	Cullin_binding	Cullin binding
PF03561.15	1	0.263888	7e-06	Allantoicase	Allantoicase repeat
PF03564.15	4	1.905405	5.7e-05	DUF1759	Protein of unknown function (DUF1759)
PF03567.14	11	8.067193	0.000241	Sulfotransfer_2	Sulfotransferase family
PF03568.17	2	1.334177	3.9e-05	Peptidase_C50	Peptidase family C50
PF03571.15	1	0.998185	2.9e-05	Peptidase_M49	Peptidase family M49
PF03577.15	3	0.646766	1.9e-05	Peptidase_C69	Peptidase family C69
PF03587.14	1	1	2.9e-05	EMG1	EMG1/NEP1 methyltransferase
PF03607.17	12	8.677966	0.00026	DCX	Doublecortin
PF03615.15	1	0.985714	2.9e-05	GCM	GCM motif protein
PF03619.16	3	2.460377	7.3e-05	Solute_trans_a	Organic solute transporter Ostalpha
PF03623.13	1	0.954887	2.8e-05	Focal_AT	Focal adhesion targeting region
PF03629.18	3	1.553097	4.6e-05	SASA	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630.14	7	4.675757	0.00014	Fumble	Fumble
PF03632.15	8	3.304909	9.9e-05	Glyco_hydro_65m	Glycosyl hydrolase family 65 central catalytic domain
PF03635.17	4	1.49041	4.4e-05	Vps35	Vacuolar protein sorting-associated protein 35
PF03636.15	2	0.385964	1.1e-05	Glyco_hydro_65N	Glycosyl hydrolase family 65, N-terminal domain
PF03637.17	6	3.958579	0.000118	Mob1_phocein	Mob1/phocein family
PF03638.15	2	1.894736	5.6e-05	TCR	Tesmin/TSO1-like CXC domain, cysteine-rich domain
PF03643.15	2	1.774545	5.3e-05	Vps26	Vacuolar protein sorting-associated protein 26
PF03644.13	1	0.864238	2.5e-05	Glyco_hydro_85	Glycosyl hydrolase family 85
PF03645.13	13	11.631067	0.000348	Tctex-1	Tctex-1 family
PF03647.13	1	0.97826	2.9e-05	Tmemb_14	Transmembrane proteins 14C
PF03650.13	3	1.927272	5.7e-05	MPC	Mitochondrial pyruvate carriers
PF03656.13	1	0.984251	2.9e-05	Pam16	Pam16
PF03657.13	1	0.986842	2.9e-05	UPF0113	UPF0113 PUA domain
PF03661.13	1	0.979253	2.9e-05	UPF0121	Uncharacterised protein family (UPF0121)
PF03662.14	2	1.044025	3.1e-05	Glyco_hydro_79n	Glycosyl hydrolase family 79, N-terminal domain
PF03665.13	1	0.989528	2.9e-05	UPF0172	Uncharacterised protein family (UPF0172)
PF03666.13	2	0.809421	2.4e-05	NPR3	Nitrogen Permease regulator of amino acid transport activity 3
PF03669.13	1	1	2.9e-05	UPF0139	Uncharacterised protein family (UPF0139)
PF03671.14	1	0.84	2.5e-05	Ufm1	Ubiquitin fold modifier 1 protein
PF03676.14	1	1	2.9e-05	UPF0183	Uncharacterised protein family (UPF0183)
PF03678.14	33	4.966804	0.000148	Adeno_hexon_C	Hexon, adenovirus major coat protein, C-terminal domain
PF03690.13	21	14.397476	0.000431	UPF0160	Uncharacterised protein family (UPF0160)
