#Accession	No_orfs	Coverage	Abundance	Name	Description
PF02736.19	5	4.7	0.000127	Myosin_N	Myosin N-terminal SH3-like domain
PF02737.18	4	3.816666	0.000103	3HCDH_N	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF02738.18	6	4.438181	0.00012	Ald_Xan_dh_C2	Molybdopterin-binding domain of aldehyde dehydrogenase
PF02743.18	35	13.108433	0.000355	dCache_1	Cache domain
PF02744.17	2	0.784431	2.1e-05	GalP_UDP_tr_C	Galactose-1-phosphate uridyl transferase, C-terminal domain
PF02747.15	2	1.21875	3.3e-05	PCNA_C	Proliferating cell nuclear antigen, C-terminal domain
PF02750.14	1	0.990147	2.6e-05	Synapsin_C	Synapsin, ATP binding domain
PF02751.14	1	1	2.7e-05	TFIIA_gamma_C	Transcription initiation factor IIA, gamma subunit
PF02752.22	11	10.238805	0.000277	Arrestin_C	Arrestin (or S-antigen), C-terminal domain
PF02755.15	5	4.708333	0.000127	RPEL	RPEL repeat
PF02759.19	17	11.169117	0.000302	RUN	RUN domain
PF02761.14	1	0.488095	1.3e-05	Cbl_N2	CBL proto-oncogene N-terminus, EF hand-like domain
PF02762.14	1	1	2.7e-05	Cbl_N3	CBL proto-oncogene N-terminus, SH2-like domain
PF02769.22	5	4.788461	0.000129	AIRS_C	AIR synthase related protein, C-terminal domain
PF02770.19	10	9.969072	0.00027	Acyl-CoA_dh_M	Acyl-CoA dehydrogenase, middle domain
PF02771.16	13	9.345132	0.000253	Acyl-CoA_dh_N	Acyl-CoA dehydrogenase, N-terminal domain
PF02772.16	2	1.983333	5.3e-05	S-AdoMet_synt_M	S-adenosylmethionine synthetase, central domain
PF02773.16	3	2.224637	6e-05	S-AdoMet_synt_C	S-adenosylmethionine synthetase, C-terminal domain
PF02775.21	3	2.516339	6.8e-05	TPP_enzyme_C	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF02776.18	3	2.127906	5.7e-05	TPP_enzyme_N	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF02777.18	5	3.284313	8.9e-05	Sod_Fe_C	Iron/manganese superoxide dismutases, C-terminal domain
PF02779.24	5	4.88764	0.000132	Transket_pyr	Transketolase, pyrimidine binding domain
PF02780.20	4	3.193548	8.6e-05	Transketolase_C	Transketolase, C-terminal domain
PF02781.16	2	1.931034	5.2e-05	G6PD_C	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF02782.16	5	3.242424	8.7e-05	FGGY_C	FGGY family of carbohydrate kinases, C-terminal domain
PF02784.16	3	2.518218	6.8e-05	Orn_Arg_deC_N	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF02785.19	5	3.268518	8.8e-05	Biotin_carb_C	Biotin carboxylase C-terminal domain
PF02786.17	6	5.379146	0.000145	CPSase_L_D2	Carbamoyl-phosphate synthase L chain, ATP binding domain
PF02787.19	1	1	2.7e-05	CPSase_L_D3	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF02789.17	1	0.992063	2.6e-05	Peptidase_M17_N	Cytosol aminopeptidase family, N-terminal domain
PF02791.17	3	2.166666	5.8e-05	DDT	DDT domain
PF02792.14	1	1	2.7e-05	Mago_nashi	Mago nashi protein
PF02793.22	9	7.123076	0.000193	HRM	Hormone receptor domain
PF02798.20	10	6.5	0.000176	GST_N	Glutathione S-transferase, N-terminal domain
PF02799.15	1	0.913875	2.4e-05	NMT_C	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain
PF02800.20	1	1	2.7e-05	Gp_dh_C	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02801.22	3	2.974576	8e-05	Ketoacyl-synt_C	Beta-ketoacyl synthase, C-terminal domain
PF02803.18	5	4.634146	0.000125	Thiolase_C	Thiolase, C-terminal domain
PF02806.18	2	1.9375	5.2e-05	Alpha-amylase_C	Alpha amylase, C-terminal all-beta domain
PF02807.15	5	4.850746	0.000131	ATP-gua_PtransN	ATP:guanido phosphotransferase, N-terminal domain
PF02809.20	4	3	8.1e-05	UIM	Ubiquitin interaction motif
PF02812.18	3	2.1	5.6e-05	ELFV_dehydrog_N	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02815.19	10	6.118279	0.000165	MIR	MIR domain
PF02816.18	1	0.994565	2.6e-05	Alpha_kinase	Alpha-kinase family
PF02817.17	2	1.916666	5.1e-05	E3_binding	e3 binding domain
PF02820.18	14	13.391304	0.000362	MBT	mbt repeat
PF02822.14	73	60.961538	0.001652	Antistasin	Antistasin family
PF02823.16	1	0.95	2.5e-05	ATP-synt_DE_N	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02824.21	5	4.15	0.000112	TGS	TGS domain
PF02825.20	12	9.485294	0.000257	WWE	WWE domain
PF02826.19	5	4.921348	0.000133	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF02827.16	1	0.869565	2.3e-05	PKI	cAMP-dependent protein kinase inhibitor
PF02828.16	6	4.301886	0.000116	L27	L27 domain
PF02836.17	1	0.993377	2.6e-05	Glyco_hydro_2_C	Glycosyl hydrolases family 2, TIM barrel domain
PF02837.18	5	1.834319	4.9e-05	Glyco_hydro_2_N	Glycosyl hydrolases family 2, sugar binding domain
PF02838.15	4	3.943548	0.000106	Glyco_hydro_20b	Glycosyl hydrolase family 20, domain 2
PF02840.15	2	1.181818	3.2e-05	Prp18	Prp18 domain
PF02843.16	1	1	2.7e-05	GARS_C	Phosphoribosylglycinamide synthetase, C domain
PF02844.15	2	1.288888	3.4e-05	GARS_N	Phosphoribosylglycinamide synthetase, N domain
PF02845.16	7	5.261904	0.000142	CUE	CUE domain
PF02847.17	7	6.053097	0.000164	MA3	MA3 domain
PF02852.22	4	3.80909	0.000103	Pyr_redox_dim	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
PF02854.19	12	7.938679	0.000215	MIF4G	MIF4G domain
PF02862.17	5	3.251121	8.8e-05	DDHD	DDHD domain
PF02864.15	2	1.984962	5.3e-05	STAT_bind	STAT protein, DNA binding domain
PF02865.17	2	1.967479	5.3e-05	STAT_int	STAT protein, protein interaction domain
PF02866.18	8	6.17964	0.000167	Ldh_1_C	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF02867.15	2	1.024809	2.7e-05	Ribonuc_red_lgC	Ribonucleotide reductase, barrel domain
PF02872.18	4	2.962025	8e-05	5_nucleotid_C	5'-nucleotidase, C-terminal domain
PF02874.23	6	4.173913	0.000113	ATP-synt_ab_N	ATP synthase alpha/beta family, beta-barrel domain
PF02877.14	7	5.286764	0.000143	PARP_reg	Poly(ADP-ribose) polymerase, regulatory domain
PF02878.16	7	3.115942	8.4e-05	PGM_PMM_I	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879.16	2	1.961165	5.3e-05	PGM_PMM_II	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880.16	2	1.833333	4.9e-05	PGM_PMM_III	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF02881.19	3	2.106666	5.7e-05	SRP54_N	SRP54-type protein, helical bundle domain
PF02882.19	2	1.956249	5.3e-05	THF_DHG_CYH_C	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF02883.20	4	3.882882	0.000105	Alpha_adaptinC2	Adaptin C-terminal domain
PF02885.17	3	2.301587	6.2e-05	Glycos_trans_3N	Glycosyl transferase family, helical bundle domain
PF02886.17	9	5.373949	0.000145	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain
PF02887.16	2	1.521367	4.1e-05	PK_C	Pyruvate kinase, alpha/beta domain
PF02888.16	1	1	2.7e-05	CaMBD	Calmodulin binding domain
PF02889.16	8	5.303501	0.000143	Sec63	Sec63 Brl domain
PF02891.20	2	1.38	3.7e-05	zf-MIZ	MIZ/SP-RING zinc finger
PF02893.20	9	6.41228	0.000173	GRAM	GRAM domain
PF02897.15	1	0.997584	2.7e-05	Peptidase_S9_N	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF02902.19	7	4.5	0.000121	Peptidase_C48	Ulp1 protease family, C-terminal catalytic domain
PF02903.14	14	3.658333	9.9e-05	Alpha-amylase_N	Alpha amylase, N-terminal ig-like domain
PF02906.14	1	0.790123	2.1e-05	Fe_hyd_lg_C	Iron only hydrogenase large subunit, C-terminal domain
PF02910.20	1	1	2.7e-05	Succ_DH_flav_C	Fumarate reductase flavoprotein C-term
PF02911.18	2	1.94	5.2e-05	Formyl_trans_C	Formyl transferase, C-terminal domain
PF02913.19	4	2.644	7.1e-05	FAD-oxidase_C	FAD linked oxidases, C-terminal domain
PF02919.15	4	1.40845	3.8e-05	Topoisom_I_N	Eukaryotic DNA topoisomerase I, DNA binding fragment
PF02921.14	3	3	8.1e-05	UCR_TM	Ubiquinol cytochrome reductase transmembrane region
PF02922.18	1	0.988095	2.6e-05	CBM_48	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF02926.17	3	1.298611	3.5e-05	THUMP	THUMP domain
PF02928.16	5	2.055555	5.5e-05	zf-C5HC2	C5HC2 zinc finger
PF02931.23	87	50.587962	0.001371	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain
PF02932.16	100	53.168067	0.001441	Neur_chan_memb	Neurotransmitter-gated ion-channel transmembrane region
PF02933.17	3	2	5.4e-05	CDC48_2	Cell division protein 48 (CDC48), domain 2
PF02934.15	1	0.981684	2.6e-05	GatB_N	GatB/GatE catalytic domain
PF02935.16	2	1.09375	2.9e-05	COX7C	Cytochrome c oxidase subunit VIIc
PF02936.14	3	2.065217	5.5e-05	COX4	Cytochrome c oxidase subunit IV
PF02937.15	2	1.971428	5.3e-05	COX6C	Cytochrome c oxidase subunit VIc
PF02939.16	1	1	2.7e-05	UcrQ	UcrQ family
PF02953.15	7	5.625	0.000152	zf-Tim10_DDP	Tim10/DDP family zinc finger
PF02961.14	30	25.931818	0.000702	BAF	Barrier to autointegration factor
PF02965.17	15	3.117216	8.4e-05	Met_synt_B12	Vitamin B12 dependent methionine synthase, activation domain
PF02966.16	4	3.233082	8.7e-05	DIM1	Mitosis protein DIM1
PF02969.17	2	1.939393	5.2e-05	TAF	TATA box binding protein associated factor (TAF)
PF02970.16	1	0.386363	1e-05	TBCA	Tubulin binding cofactor A
PF02971.14	1	1	2.7e-05	FTCD	Formiminotransferase domain
PF02977.15	1	0.021739	0	CarbpepA_inh	Carboxypeptidase A inhibitor
PF02978.19	4	1.737373	4.7e-05	SRP_SPB	Signal peptide binding domain
PF02984.19	9	7.428571	0.000201	Cyclin_C	Cyclin, C-terminal domain
PF02985.22	157	115.580645	0.003132	HEAT	HEAT repeat
PF02990.16	6	4.077071	0.00011	EMP70	Endomembrane protein 70
PF02991.16	6	4.39423	0.000119	Atg8	Autophagy protein Atg8 ubiquitin like
PF02995.17	19	9.68008	0.000262	DUF229	Protein of unknown function (DUF229)
PF02996.17	7	4.533333	0.000122	Prefoldin	Prefoldin subunit
PF03000.14	1	0.968992	2.6e-05	NPH3	NPH3 family
PF03006.20	8	6.727678	0.000182	HlyIII	Haemolysin-III related
PF03007.16	3	0.905303	2.4e-05	WES_acyltransf	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF03009.17	6	3.362934	9.1e-05	GDPD	Glycerophosphoryl diester phosphodiesterase family
PF03015.19	3	2.806451	7.6e-05	Sterile	Male sterility protein
PF03016.15	6	4.706666	0.000127	Exostosin	Exostosin family
PF03020.15	4	3.8	0.000102	LEM	LEM domain
PF03024.14	4	2.377906	6.4e-05	Folate_rec	Folate receptor family
PF03028.15	17	14.17647	0.000384	Dynein_heavy	Dynein heavy chain region D6 P-loop domain
PF03029.17	3	2.825726	7.6e-05	ATP_bind_1	Conserved hypothetical ATP binding protein
PF03031.18	6	5.660256	0.000153	NIF	NLI interacting factor-like phosphatase
PF03034.15	3	2.139194	5.7e-05	PSS	Phosphatidyl serine synthase
PF03036.16	1	0.992327	2.6e-05	Perilipin	Perilipin family
PF03045.15	2	1.769911	4.7e-05	DAN	DAN domain
PF03051.15	2	0.881278	2.3e-05	Peptidase_C1_2	Peptidase C1-like family
PF03054.16	2	0.893258	2.4e-05	tRNA_Me_trans	tRNA methyl transferase
PF03061.22	3	2.683544	7.2e-05	4HBT	Thioesterase superfamily
PF03062.19	16	8.071839	0.000218	MBOAT	MBOAT, membrane-bound O-acyltransferase family
PF03063.20	1	0.996086	2.6e-05	Prismane	Prismane/CO dehydrogenase family
PF03066.15	1	1	2.7e-05	Nucleoplasmin	Nucleoplasmin/nucleophosmin domain
PF03067.15	12	9.329896	0.000252	LPMO_10	Lytic polysaccharide mono-oxygenase, cellulose-degrading
PF03071.15	4	2.403225	6.5e-05	GNT-I	GNT-I family
PF03074.16	1	0.887671	2.4e-05	GCS	Glutamate-cysteine ligase
PF03079.14	2	1.65605	4.4e-05	ARD	ARD/ARD' family
PF03081.15	2	1.109042	3e-05	Exo70	Exo70 exocyst complex subunit
PF03083.16	3	1.287356	3.4e-05	MtN3_slv	Sugar efflux transporter for intercellular exchange
PF03088.16	7	5.325842	0.000144	Str_synth	Strictosidine synthase
PF03095.15	2	0.717607	1.9e-05	PTPA	Phosphotyrosyl phosphate activator (PTPA) protein
PF03096.14	4	2.049469	5.5e-05	Ndr	Ndr family
PF03097.18	7	3.884318	0.000105	BRO1	BRO1-like domain
PF03098.15	7	4.701323	0.000127	An_peroxidase	Animal haem peroxidase
PF03099.19	2	1.679389	4.5e-05	BPL_LplA_LipB	Biotin/lipoate A/B protein ligase family
PF03104.19	3	2.836795	7.6e-05	DNA_pol_B_exo1	DNA polymerase family B, exonuclease domain
PF03105.19	3	0.51302	1.3e-05	SPX	SPX domain
PF03109.16	5	3.941176	0.000106	ABC1	ABC1 family
PF03114.18	6	4.062761	0.00011	BAR	BAR domain
PF03121.15	2	1.24	3.3e-05	Herpes_UL52	Herpesviridae UL52/UL70 DNA primase
PF03124.14	1	0.996978	2.7e-05	EXS	EXS family
PF03126.18	1	0.981651	2.6e-05	Plus-3	Plus-3 domain
PF03127.14	2	1.831168	4.9e-05	GAT	GAT domain
PF03129.20	5	4.723404	0.000128	HGTP_anticodon	Anticodon binding domain
PF03130.16	1	1	2.7e-05	HEAT_PBS	PBS lyase HEAT-like repeat
PF03131.17	5	3.619565	9.8e-05	bZIP_Maf	bZIP Maf transcription factor
PF03133.15	27	15.813559	0.000428	TTL	Tubulin-tyrosine ligase family
PF03134.19	2	1.987012	5.3e-05	TB2_DP1_HVA22	TB2/DP1, HVA22 family
PF03137.20	21	10.371794	0.000281	OATP	Organic Anion Transporter Polypeptide (OATP) family
PF03142.15	23	5.102466	0.000138	Chitin_synth_2	Chitin synthase
PF03143.17	10	5.955357	0.000161	GTP_EFTU_D3	Elongation factor Tu C-terminal domain
PF03144.25	19	16.175675	0.000438	GTP_EFTU_D2	Elongation factor Tu domain 2
PF03145.16	5	2.04	5.5e-05	Sina	Seven in absentia protein family
PF03146.15	2	1.752293	4.7e-05	NtA	Agrin NtA domain
PF03147.14	2	2	5.4e-05	FDX-ACB	Ferredoxin-fold anticodon binding domain
PF03148.14	7	5.524804	0.000149	Tektin	Tektin family
PF03151.16	7	6.762068	0.000183	TPT	Triose-phosphate Transporter family
PF03152.14	1	1	2.7e-05	UFD1	Ubiquitin fusion degradation protein UFD1
PF03153.13	3	0.968674	2.6e-05	TFIIA	Transcription factor IIA, alpha/beta subunit
PF03154.15	3	0.887755	2.4e-05	Atrophin-1	Atrophin-1 family
PF03155.15	3	1.89876	5.1e-05	Alg6_Alg8	ALG6, ALG8 glycosyltransferase family
PF03159.18	2	1.842975	4.9e-05	XRN_N	XRN 5'-3' exonuclease N-terminus
PF03160.14	19	15	0.000406	Calx-beta	Calx-beta domain
PF03164.14	1	0.997524	2.7e-05	Mon1	Trafficking protein Mon1
PF03165.16	6	5.30097	0.000143	MH1	MH1 domain
PF03166.14	5	4.956756	0.000134	MH2	MH2 domain
PF03167.19	5	3.103225	8.4e-05	UDG	Uracil DNA glycosylase superfamily
PF03171.20	13	9.653465	0.000261	2OG-FeII_Oxy	2OG-Fe(II) oxygenase superfamily
PF03173.13	4	2.314465	6.2e-05	CHB_HEX	Putative carbohydrate binding domain
PF03174.13	13	3.38961	9.1e-05	CHB_HEX_C	Chitobiase/beta-hexosaminidase C-terminal domain
PF03176.15	6	2.627627	7.1e-05	MMPL	MMPL family
PF03177.14	4	1.597315	4.3e-05	Nucleoporin_C	Non-repetitive/WGA-negative nucleoporin C-terminal
PF03178.15	4	3.204968	8.6e-05	CPSF_A	CPSF A subunit region
PF03179.15	1	0.990476	2.6e-05	V-ATPase_G	Vacuolar (H+)-ATPase G subunit
PF03184.19	14	7.234285	0.000196	DDE_1	DDE superfamily endonuclease
PF03185.15	5	3.087179	8.3e-05	CaKB	Calcium-activated potassium channel, beta subunit
PF03188.16	6	3.919708	0.000106	Cytochrom_B561	Eukaryotic cytochrome b561
PF03189.13	8	3.777528	0.000102	Otopetrin	Otopetrin
PF03190.15	1	0.98773	2.6e-05	Thioredox_DsbH	Protein of unknown function, DUF255
PF03193.16	5	2.317365	6.2e-05	RsgA_GTPase	RsgA GTPase
PF03194.15	5	2.131474	5.7e-05	LUC7	LUC7 N_terminus
PF03200.16	4	1.511201	4e-05	Glyco_hydro_63	Glycosyl hydrolase family 63 C-terminal domain
PF03208.19	2	1.90909	5.1e-05	PRA1	PRA1 family protein
PF03215.15	1	0.978494	2.6e-05	Rad17	Rad17 P-loop domain
PF03221.16	5	3.363636	9.1e-05	HTH_Tnp_Tc5	Tc5 transposase DNA-binding domain
PF03223.15	1	1	2.7e-05	V-ATPase_C	V-ATPase subunit C
PF03224.14	5	2.212698	5.9e-05	V-ATPase_H_N	V-ATPase subunit H
PF03226.14	3	2.514285	6.8e-05	Yippee-Mis18	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF03227.16	2	1.084905	2.9e-05	GILT	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03232.13	1	0.994186	2.6e-05	COQ7	Ubiquinone biosynthesis protein COQ7
PF03234.14	2	1.193798	3.2e-05	CDC37_N	Cdc37 N terminal kinase binding
PF03248.13	1	0.988304	2.6e-05	Rer1	Rer1 family
PF03250.14	1	0.624113	1.6e-05	Tropomodulin	Tropomodulin
PF03256.16	7	4.313513	0.000116	ANAPC10	Anaphase-promoting complex, subunit 10 (APC10)
PF03259.17	2	1.725274	4.6e-05	Robl_LC7	Roadblock/LC7 domain
PF03261.15	2	0.630853	1.7e-05	CDK5_activator	Cyclin-dependent kinase 5 activator protein
PF03265.15	1	1	2.7e-05	DNase_II	Deoxyribonuclease II
PF03266.15	1	0.880952	2.3e-05	NTPase_1	NTPase
PF03271.17	2	1.146341	3.1e-05	EB1	EB1-like C-terminal motif
PF03281.14	22	13.570945	0.000367	Mab-21	Mab-21 protein
PF03291.16	2	1.867867	5e-05	Pox_MCEL	mRNA capping enzyme
PF03298.13	12	5.07	0.000137	Stanniocalcin	Stanniocalcin family
PF03299.14	1	0.456852	1.2e-05	TF_AP-2	Transcription factor AP-2
PF03302.13	3	0.38539	1e-05	VSP	Giardia variant-specific surface protein
PF03308.16	1	0.988764	2.6e-05	MeaB	Methylmalonyl Co-A mutase-associated GTPase MeaB
PF03311.14	2	1.286885	3.4e-05	Cornichon	Cornichon protein
PF03318.13	4	2.95614	8e-05	ETX_MTX2	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF03321.13	1	0.988614	2.6e-05	GH3	GH3 auxin-responsive promoter
PF03328.14	2	1.113122	3e-05	HpcH_HpaI	HpcH/HpaI aldolase/citrate lyase family
PF03332.13	1	0.99095	2.6e-05	PMM	Eukaryotic phosphomannomutase
PF03343.13	4	1.725832	4.6e-05	SART-1	SART-1 family
PF03344.15	1	0.666666	1.8e-05	Daxx	Daxx N-terminal Rassf1C-interacting domain
PF03345.14	2	1.13253	3e-05	DDOST_48kD	Oligosaccharyltransferase 48 kDa subunit beta
PF03348.15	2	1.939393	5.2e-05	Serinc	Serine incorporator (Serinc)
PF03351.17	7	4.888	0.000132	DOMON	DOMON domain
PF03357.21	10	7.693641	0.000208	Snf7	Snf7
PF03359.13	3	0.724637	1.9e-05	GKAP	Guanylate-kinase-associated protein (GKAP) protein
PF03360.16	1	1	2.7e-05	Glyco_transf_43	Glycosyltransferase family 43
PF03364.20	2	1.946153	5.2e-05	Polyketide_cyc	Polyketide cyclase / dehydrase and lipid transport
PF03366.16	3	2.641975	7.1e-05	YEATS	YEATS family
PF03367.13	2	1.90566	5.1e-05	zf-ZPR1	ZPR1 zinc-finger domain
PF03368.14	3	1.945652	5.2e-05	Dicer_dimer	Dicer dimerisation domain
PF03370.13	2	1.920353	5.2e-05	CBM_21	Carbohydrate/starch-binding module (family 21)
PF03371.15	2	1.971264	5.3e-05	PRP38	PRP38 family
PF03372.23	40	34.098712	0.000924	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family
PF03378.15	1	1	2.7e-05	CAS_CSE1	CAS/CSE protein, C-terminus
PF03381.15	1	0.878571	2.3e-05	CDC50	LEM3 (ligand-effect modulator 3) family / CDC50 family
PF03385.17	6	1.394329	3.7e-05	STELLO	STELLO glycosyltransferases
PF03388.13	2	1.973913	5.3e-05	Lectin_leg-like	Legume-like lectin family
PF03398.14	2	1.993902	5.4e-05	Ist1	Regulator of Vps4 activity in the MVB pathway
PF03399.16	3	2.720136	7.3e-05	SAC3_GANP	SAC3/GANP family
PF03404.16	4	3.057971	8.2e-05	Mo-co_dimer	Mo-co oxidoreductase dimerisation domain
PF03407.16	7	5.316037	0.000144	Nucleotid_trans	Nucleotide-diphospho-sugar transferase
PF03416.19	2	1.985507	5.3e-05	Peptidase_C54	Peptidase family C54
PF03435.18	2	2	5.4e-05	Sacchrp_dh_NADP	Saccharopine dehydrogenase NADP binding domain
PF03437.15	1	0.988188	2.6e-05	BtpA	BtpA family
PF03439.13	1	1	2.7e-05	Spt5-NGN	Early transcription elongation factor of RNA pol II, NGN section
PF03446.15	5	2.829113	7.6e-05	NAD_binding_2	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03448.17	28	20.019607	0.000542	MgtE_N	MgtE intracellular N domain
PF03450.17	4	3.893203	0.000105	CO_deh_flav_C	CO dehydrogenase flavoprotein C-terminal domain
PF03451.14	4	2.797297	7.5e-05	HELP	HELP motif
PF03452.14	2	0.42803	1.1e-05	Anp1	Anp1
PF03455.19	7	4.68	0.000126	dDENN	dDENN domain
PF03456.18	7	5.742424	0.000155	uDENN	uDENN domain
PF03462.18	2	0.979274	2.6e-05	PCRF	PCRF domain
PF03463.15	2	1.984496	5.3e-05	eRF1_1	eRF1 domain 1
PF03464.15	2	1.902255	5.1e-05	eRF1_2	eRF1 domain 2
PF03465.15	2	1.9823	5.3e-05	eRF1_3	eRF1 domain 3
PF03473.17	4	3.801526	0.000103	MOSC	MOSC domain
PF03474.14	2	1.945945	5.2e-05	DMA	DMRTA motif
PF03476.16	4	3.7	0.0001	MOSC_N	MOSC N-terminal beta barrel domain
PF03477.16	1	1	2.7e-05	ATP-cone	ATP cone domain
PF03479.15	2	0.990654	2.6e-05	DUF296	Plants and Prokaryotes Conserved (PCC) domain
PF03483.17	2	1.706896	4.6e-05	B3_4	B3/4 domain
PF03484.15	2	1.194029	3.2e-05	B5	tRNA synthetase B5 domain
PF03485.16	1	0.964705	2.6e-05	Arg_tRNA_synt_N	Arginyl tRNA synthetase N terminal domain
PF03489.17	14	12.088235	0.000327	SapB_2	Saposin-like type B, region 2
PF03492.15	5	1.967065	5.3e-05	Methyltransf_7	SAM dependent carboxyl methyltransferase
PF03493.18	3	2.142857	5.8e-05	BK_channel_a	Calcium-activated BK potassium channel alpha subunit
PF03501.15	1	0.989247	2.6e-05	S10_plectin	Plectin/S10 domain
PF03517.13	1	0.978417	2.6e-05	Voldacs	Regulator of volume decrease after cellular swelling
PF03520.14	2	0.763157	2e-05	KCNQ_channel	KCNQ voltage-gated potassium channel
PF03522.15	12	2.337995	6.3e-05	SLC12	Solute carrier family 12
PF03528.15	5	1.10288	2.9e-05	Rabaptin	Rabaptin
PF03530.14	4	2.226086	6e-05	SK_channel	Calcium-activated SK potassium channel
PF03531.14	1	0.985507	2.6e-05	SSrecog	Structure-specific recognition protein (SSRP1)
PF03540.13	2	1.14	3e-05	TFIID_30kDa	Transcription initiation factor TFIID 23-30kDa subunit
PF03542.16	4	1.090909	2.9e-05	Tuberin	Tuberin
PF03556.15	2	1.966666	5.3e-05	Cullin_binding	Cullin binding
PF03561.15	2	1.805555	4.8e-05	Allantoicase	Allantoicase repeat
PF03567.14	17	13.027667	0.000353	Sulfotransfer_2	Sulfotransferase family
PF03568.17	3	1.349367	3.6e-05	Peptidase_C50	Peptidase family C50
PF03571.15	1	0.998185	2.7e-05	Peptidase_M49	Peptidase family M49
PF03577.15	4	0.965174	2.6e-05	Peptidase_C69	Peptidase family C69
PF03587.14	1	1	2.7e-05	EMG1	EMG1/NEP1 methyltransferase
PF03600.16	1	0.04	1e-06	CitMHS	Citrate transporter
PF03604.13	1	1	2.7e-05	DNA_RNApol_7kD	DNA directed RNA polymerase, 7 kDa subunit
PF03607.17	14	10.98305	0.000297	DCX	Doublecortin
PF03615.15	1	1	2.7e-05	GCM	GCM motif protein
PF03619.16	2	1.788679	4.8e-05	Solute_trans_a	Organic solute transporter Ostalpha
PF03623.13	1	0.954887	2.5e-05	Focal_AT	Focal adhesion targeting region
PF03629.18	4	2.048672	5.5e-05	SASA	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630.14	8	4.20606	0.000114	Fumble	Fumble
PF03632.15	5	1.899224	5.1e-05	Glyco_hydro_65m	Glycosyl hydrolase family 65 central catalytic domain
PF03635.17	1	0.828767	2.2e-05	Vps35	Vacuolar protein sorting-associated protein 35
PF03637.17	5	3.508875	9.5e-05	Mob1_phocein	Mob1/phocein family
PF03638.15	2	1.631578	4.4e-05	TCR	Tesmin/TSO1-like CXC domain, cysteine-rich domain
PF03643.15	2	0.96	2.6e-05	Vps26	Vacuolar protein sorting-associated protein 26
PF03644.13	1	0.864238	2.3e-05	Glyco_hydro_85	Glycosyl hydrolase family 85
PF03645.13	14	11.961165	0.000324	Tctex-1	Tctex-1 family
PF03647.13	1	0.97826	2.6e-05	Tmemb_14	Transmembrane proteins 14C
PF03650.13	2	1.645454	4.4e-05	MPC	Mitochondrial pyruvate carriers
PF03657.13	1	1	2.7e-05	UPF0113	UPF0113 PUA domain
PF03661.13	1	0.946058	2.5e-05	UPF0121	Uncharacterised protein family (UPF0121)
PF03662.14	2	1.710691	4.6e-05	Glyco_hydro_79n	Glycosyl hydrolase family 79, N-terminal domain
PF03665.13	1	0.989528	2.6e-05	UPF0172	Uncharacterised protein family (UPF0172)
PF03666.13	2	0.80728	2.1e-05	NPR3	Nitrogen Permease regulator of amino acid transport activity 3
PF03669.13	1	0.98969	2.6e-05	UPF0139	Uncharacterised protein family (UPF0139)
PF03670.13	1	0.771084	2e-05	UPF0184	Uncharacterised protein family (UPF0184)
PF03671.14	1	1	2.7e-05	Ufm1	Ubiquitin fold modifier 1 protein
PF03672.13	2	0.6	1.6e-05	UPF0154	Uncharacterised protein family (UPF0154)
PF03676.14	2	1.005128	2.7e-05	UPF0183	Uncharacterised protein family (UPF0183)
PF03690.13	5	2.640378	7.1e-05	UPF0160	Uncharacterised protein family (UPF0160)
PF03694.13	1	0.981818	2.6e-05	Erg28	Erg28 like protein
PF03702.14	1	0.986338	2.6e-05	AnmK	Anhydro-N-acetylmuramic acid kinase
PF03712.15	2	1.88535	5.1e-05	Cu2_monoox_C	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
