LTR	strand	LTR_type	insertion_time_my	CpGs_count	CpGoe	location	meth_meancallcov	meth_meanfreq	callCpGs_count	meth_cov	meth_depth	meth_binary	recent_insertion	feature_size	genome	insertion_time_qbins_my	flank4kb_meth_meanfreq	flank4kb_meth_cov	flank4kb_meth_depth	flank4kb_callCpGs_count	reps_CpG_density	reps_CpGoe
PE_Scaf11937:884..5518	+	Gypsy	0.0	314	1.03038	.	13.4	0.012352569	100	0.13	0.09501976153846153	0	1.0	4644	P. echinospica	(0.0, 0.2]	0.02488685982875	0.255263	0.101795	39.9375	0.0652174	0.8839800000000001
PE_Scaf11945:122074..127571	-	Gypsy	0.0	404	1.14649	.	11.50553506	0.07192561439	271	0.15867158671586715	0.4532986395348838	0	1.0	5508	P. echinospica	(0.0, 0.2]	0.022716992817222222	0.19364800370370372	0.11538222962962964	31.59259259259259	0.0360825	0.6851603333333333
PE_Scaf11952:103864..108762	+	Gypsy	0.0	290	1.00258	.	10.82644628	0.008802903306	121	0.05785123966942149	0.15216447142857142	0	1.0	4909	P. echinospica	(0.0, 0.2]	0.30571558079309374	0.5977920624999999	0.346225315625	26.46875	0.047619	1.3897983333333332
PE_Scaf11952:396566..401521	-	Gypsy	0.478787	319	1.10429	.	25.2019544	0.02085514593	307	0.28013029315960913	0.07444802093023253	0	0.5	4966	P. echinospica	(0.4, 0.7]	0.033747389801875	0.3903633125	0.088513521875	28.25	0.0310559	0.6032748333333333
PE_Scaf11952:408786..414622	-	Gypsy	0.1101	389	0.964008	.	18.23384615	0.01790091262	325	0.15692307692307692	0.11407444313725489	0	0.5	5845	P. echinospica	(0.0, 0.2]	0.31025523046875	0.51831765625	0.368449140625	40.875	0.07530165	0.7153640000000001
PE_Scaf11967:10402..14866	-	Gypsy	0.0	364	1.19375	.	17.42900302	0.01406554502	331	0.14501510574018128	0.09699365416666667	0	1.0	4473	P. echinospica	(0.0, 0.2]	0.033642639084375	0.3884990625	0.08360256875	33.0625	0.0495868	0.8863183333333334
PE_Scaf11982:113844..116785	-	Gypsy	0.870895	143	0.85077	.	27.85106383	0.01922045957	141	0.24822695035460993	0.07743099428571429	0	0.0	2952	P. echinospica	(0.7, 1.1]	0.05149087355259375	0.3585931875	0.12070227812499999	25.71875	0.0	0.2835273333333333
PE_Scaf11982:478600..493039	?	LINE	2.791287	598	0.889474	.	23.54545455	0.02288911087	561	0.27629233511586454	0.08284381419354837	0	0.0	14448	P. echinospica	(1.1, 5.0]	0.03031888303384375	0.34356359375	0.08728718125	42.59375	0.0424433	0.5822306666666667
PE_Scaf11982:513654..518238	+	Gypsy	0.0	399	1.25541	gene	11.54014599	0.004186020073	274	0.040145985401459854	0.10426995454545457	0	1.0	4595	P. echinospica	(0.0, 0.2]	0.029463995042375	0.32077728125	0.088418934375	41.5	0.0377358	0.8480150000000001
PE_Scaf11984:217092..219469	?		0.29912	62	0.582562	gene	30.0	0.04955377069	58	0.5862068965517241	0.08453290294117649	0	0.5	2386	P. echinospica	(0.2, 0.4]	0.428396680736875	0.65992809375	0.455835546875	26.875	0.022842849999999998	0.37979216666666665
PE_Scaf120:95261..98354	+	Gypsy	0.192952	143	0.915448	.	10.6	0.93013522	50	1.0	0.9301352199999999	1	0.5	3104	P. echinospica	(0.0, 0.2]	0.7872970820625	0.9593810833333333	0.8177562083333334	12.291666666666666	0.0150754	1.5045301666666668
PE_Scaf12001:149029..153379	+	Gypsy	0.510566	377	1.28922	.	17.88983051	0.01052555847	354	0.1016949152542373	0.10350132500000002	0	0.0	4361	P. echinospica	(0.4, 0.7]	0.0427578400309375	0.31224040625	0.12813705625	40.59375	0.06953645	1.603081666666667
PE_Scaf12024:616167..618820	?	LINE	1.019407	64	0.695071	.	20.20634921	0.0235603127	63	0.25396825396825395	0.09276873124999999	0	0.0	2664	P. echinospica	(0.7, 1.1]	0.0291947675859375	0.26994346875	0.11146769375	33.65625	0.07572535	0.6707559999999999
PE_Scaf12027:335024..339764	+	Gypsy	0.752958	392	1.2861	.	11.08673469	0.01517334337	196	0.11734693877551021	0.1293032739130435	0	0.0	4751	P. echinospica	(0.7, 1.1]	0.02391058396117391	0.268878	0.09134267826086957	24.347826086956523	0.0606796	1.0309433333333333
PE_Scaf12029:175260..178207	-	Gypsy	0.254153	256	1.33838	.	22.04938272	0.01534530206	243	0.1646090534979424	0.09322271	0	0.5	2958	P. echinospica	(0.2, 0.4]	0.02572363977165625	0.354024890625	0.07616383125000001	33.71875	0.0728477	0.9752683333333333
PE_Scaf12032:18423..23428	+	Gypsy	0.512836	348	1.07511	.	13.35	0.008966096786	280	0.1	0.08966096785714286	0	0.0	5016	P. echinospica	(0.4, 0.7]	0.02692351082234375	0.288480590625	0.0944779	24.375	0.0575221	0.8158866666666666
PE_Scaf12038:134871..140297	-	Gypsy	0.196902	400	1.14344	.	19.85333333	0.02256069093	375	0.25866666666666666	0.08721916597938144	0	0.5	5437	P. echinospica	(0.0, 0.2]	0.0294919936271875	0.3229755	0.08948637499999999	41.46875	0.0360825	0.6965818333333332
PE_Scaf12039:985330..989757	-	Gypsy	0.276041	277	1.13389	.	24.38549618	0.02207545687	262	0.23282442748091603	0.09481589672131148	0	0.5	4438	P. echinospica	(0.2, 0.4]	0.02931441541634375	0.390194421875	0.084851284375	40.96875	0.0359712	0.7329650000000001
PE_Scaf12045:8225..18637	+	Gypsy	0.0	365	0.630704	gene	19.29106628	0.7268178098	347	1.0	0.7268178097982708	1	1.0	10421	P. echinospica	(0.0, 0.2]	0.504006393665	1.0	0.504006305	5.5	0.02759445	0.4620108333333333
PE_Scaf1206:167792..172489	+	Gypsy	0.23693	365	1.07589	.	23.28774929	0.01699891852	351	0.21367521367521367	0.07955493866666666	0	0.5	4708	P. echinospica	(0.2, 0.4]	0.0340494074946875	0.44114053125	0.073933234375	31.0625	0.0555556	0.8206349999999999
PE_Scaf1206:268712..273572	-	Gypsy	0.478787	244	0.937758	gene	30.68669528	0.02406441202	233	0.3562231759656652	0.06755431325301205	0	0.5	4871	P. echinospica	(0.4, 0.7]	0.02953629310375	0.32687625	0.092105140625	42.28125	0.0310559	0.6393384999999999
PE_Scaf12063:218188..222813	+	Gypsy	0.623723	237	0.983653	.	17.97727273	0.02594701682	220	0.2681818181818182	0.09675158813559322	0	0.0	4636	P. echinospica	(0.4, 0.7]	0.07993343312250001	0.47115665624999997	0.133928765625	42.96875	0.059139750000000005	0.7666638333333333
PE_Scaf12063:291736..302515	?		1.243562	191	0.505685	gene	21.31693989	0.8749264809	183	1.0	0.8749264808743168	1	0.0	10788	P. echinospica	(1.1, 5.0]	0.831129041409375	1.0	0.8311290625	11.09375	0.02205415	0.3415175
PE_Scaf12063:376149..380558	-	Gypsy	0.250837	246	1.06533	.	22.82916667	0.02130136167	240	0.3	0.07100453888888889	0	0.5	4420	P. echinospica	(0.2, 0.4]	0.03314067628275862	0.33920982068965516	0.11590433448275862	26.17241379310345	0.0392157	0.7737083333333334
PE_Scaf12078:55836..60941	+	Gypsy	1.302527	377	1.14213	.	21.90778098	0.0128592219	347	0.1873198847262248	0.06864846153846153	0	0.0	5116	P. echinospica	(1.1, 5.0]	0.296537155473125	0.7133571875	0.3387394125	22.5	0.0466667	0.8622900000000001
PE_Scaf12078:69008..75637	+	Gypsy	1.35373	450	1.06803	.	19.90930788	0.02798290716	419	0.26730310262529833	0.10468605446428571	0	0.0	6638	P. echinospica	(1.1, 5.0]	0.446570457750625	0.6319275	0.49046520312499997	34.65625	0.01711225	0.46100066666666667
PE_Scaf12080:156543..161750	+	Gypsy	0.764183	284	0.866603	.	18.87132353	0.02188901029	272	0.26838235294117646	0.08155905205479454	0	0.0	5216	P. echinospica	(0.7, 1.1]	0.2134055881596875	0.54940046875	0.2776113125	20.875	0.03947365	0.6346288333333333
PE_Scaf12081:86922..96075	-	Gypsy	1.657677	603	1.08545	.	20.77168142	0.02003471611	565	0.2513274336283186	0.0797155957746479	0	0.0	9164	P. echinospica	(1.1, 5.0]	0.0302525528290625	0.37426828125	0.078466171875	39.09375	0.0684211	0.9497083333333333
PE_Scaf12081:90766..95354	-	Gypsy	0.235481	376	1.24103	.	19.57758621	0.01516850632	348	0.1867816091954023	0.08120984923076924	0	0.5	4599	P. echinospica	(0.2, 0.4]	0.031437274028625	0.3235963125	0.0886579375	43.53125	0.0398773	0.7685383333333333
PE_Scaf12089:254449..258711	-	Gypsy	0.456073	330	1.09547	gene	31.3592233	0.01512188641	309	0.2686084142394822	0.05629714337349399	0	0.5	4273	P. echinospica	(0.4, 0.7]	0.1378141405306875	0.4604384375	0.20083844374999998	37.65625	0.06875865	0.7651216666666666
PE_Scaf121:23456..27872	+	Gypsy	0.224484	330	1.0774	.	14.12714777	0.01185478351	291	0.10652920962199312	0.111282	0	0.5	4427	P. echinospica	(0.2, 0.4]	0.34888191022480003	0.6696549199999999	0.429607764	17.64	0.0292398	0.6128935
PE_Scaf12101:499358..504083	+	Gypsy	1.442615	234	1.01605	.	21.66216216	0.0342789509	222	0.34684684684684686	0.0988302220779221	0	0.0	4736	P. echinospica	(1.1, 5.0]	0.1123474841696875	0.4448383	0.182684728125	34.21875	0.02760735	0.5650091666666667
PE_Scaf12101:525396..530366	-	Gypsy	0.171449	335	1.06617	.	23.77742947	0.01830187994	319	0.26959247648902823	0.0678872058139535	0	0.5	4981	P. echinospica	(0.0, 0.2]	0.0993962250896875	0.586603125	0.1403782	21.0	0.060011049999999996	0.8659433333333334
PE_Scaf12101:925568..930130	+	Gypsy	0.861144	174	0.688813	.	25.94186047	0.112543039	172	0.5406976744186046	0.20814411505376348	0	0.0	4574	P. echinospica	(0.7, 1.1]	0.0327451450365625	0.40967625	0.08227115	35.46875	0.0555556	0.585936
PE_Scaf12101:960510..964476	-	Gypsy	0.442945	205	0.934675	.	25.29381443	0.02136749021	194	0.31443298969072164	0.06795562459016392	0	0.5	3977	P. echinospica	(0.2, 0.4]	0.038717903974375	0.46156975	0.08354059999999999	24.40625	0.0287356	0.5780073333333333
PE_Scaf12102:321880..329923	+	Gypsy	0.0	400	0.880097	gene	13.46835443	0.04794758734	79	0.25316455696202533	0.18939297	0	1.0	8052	P. echinospica	(0.0, 0.2]	0.0427152925946875	0.42689084375	0.101311590625	28.53125	0.0435098	0.6384881666666667
PE_Scaf12106:119081..124833	?		2.05214	327	1.26665	.	17.23552124	0.01087911892	259	0.15057915057915058	0.07224850769230771	0	0.0	5763	P. echinospica	(1.1, 5.0]	0.023701643478571427	0.21800768571428572	0.10946682857142856	22.571428571428573	0.07088929999999999	0.866485
PE_Scaf12106:119238..124676	?		2.197624	305	1.26249	.	17.37007874	0.0110932748	254	0.15354330708661418	0.07224850769230771	0	0.0	5449	P. echinospica	(1.1, 5.0]	0.027135649368571428	0.2508294285714286	0.10694839999999999	19.285714285714285	0.07131299999999999	0.8677533333333333
PE_Scaf12106:119395..124519	?		1.827974	284	1.26022	.	17.67901235	0.01159543951	243	0.16049382716049382	0.07224850769230771	0	0.0	5135	P. echinospica	(1.1, 5.0]	0.027126846035714285	0.24274357142857145	0.1117630142857143	15.571428571428571	0.07589755000000001	0.8818333333333334
PE_Scaf12109:11855..16250	+	Gypsy	0.428151	279	0.993129	.	28.26865672	0.01858971194	268	0.25	0.07435884776119403	0	0.5	4406	P. echinospica	(0.2, 0.4]	0.0452852687690625	0.42624084375	0.10665330625	34.09375	0.0722222	0.9274528333333333
PE_Scaf12109:73531..78054	-	Gypsy	0.254153	370	1.12296	.	21.64469914	0.01491253954	349	0.20057306590257878	0.07434966142857144	0	0.5	4534	P. echinospica	(0.2, 0.4]	0.01907219388421875	0.235281075	0.09100585	62.5625	0.0397351	0.7451833333333333
PE_Scaf12118:16337..18725	+	Gypsy	1.227681	137	0.982784	.	37.41221374	0.03427362443	131	0.3969465648854962	0.08634316923076923	0	0.0	2399	P. echinospica	(1.1, 5.0]	0.4504581400325	0.7022082187500001	0.4768442875	25.53125	0.059748449999999995	0.7803393333333334
PE_Scaf12123:105915..110497	-	Gypsy	3.098665	167	0.783824	.	19.05660377	0.1345277208	159	0.5220125786163522	0.25770973012048193	0	0.0	4593	P. echinospica	(1.1, 5.0]	0.037655651505	0.36802915625	0.099066734375	29.4375	0.0314685	0.678947
PE_Scaf1214:11406..18224	+	Gypsy	0.722423	193	0.570545	.	25.59358289	0.02363937754	187	0.3048128342245989	0.07755374736842106	0	0.0	6831	P. echinospica	(0.7, 1.1]	0.0468473594315625	0.46897134375	0.093926359375	26.84375	0.0134907	0.3362578333333333
PE_Scaf12149:21715..23731	?		1.564921	93	0.962855	.	30.96703297	0.02915036484	91	0.2857142857142857	0.10202627692307693	0	0.0	2027	P. echinospica	(1.1, 5.0]	0.0368872272459375	0.45800484375	0.079710609375	27.125	0.0447525	0.6007751666666666
PE_Scaf12154:6972..11826	+	Gypsy	0.242917	298	0.987134	.	20.25316456	0.008826336709	79	0.10126582278481013	0.087160075	0	0.5	4865	P. echinospica	(0.2, 0.4]	0.02536787058875	0.282086	0.0884328125	61.4375	0.0443038	0.6672155000000001
PE_Scaf12157:20793..25633	-	Gypsy	1.160973	278	0.991001	.	18.85714286	0.01983837218	266	0.24060150375939848	0.08245323437499999	0	0.0	4851	P. echinospica	(1.1, 5.0]	0.03943375664740625	0.449160771875	0.087279453125	21.46875	0.0386905	0.6395171666666667
PE_Scaf12161:18501..23272	-	Gypsy	0.0	268	0.987225	.	32.37549407	0.01272911621	253	0.2490118577075099	0.051118514285714275	0	1.0	4782	P. echinospica	(0.0, 0.2]	0.0302475645188125	0.5012115	0.060567734375	36.25	0.0287356	0.5904366666666666
PE_Scaf12167:197298..202403	+	Gypsy	0.513979	376	1.1443	.	24.07803468	0.02164634595	346	0.22254335260115607	0.09726799610389611	0	0.0	5116	P. echinospica	(0.4, 0.7]	0.3334732494584375	0.61011921875	0.391958109375	33.71875	0.05	0.8685483333333334
PE_Scaf12167:667946..672147	-	Gypsy	1.08253	258	0.975059	gene	28.86055777	0.928364494	251	1.0	0.9283644940239044	1	0.0	4212	P. echinospica	(0.7, 1.1]	0.80763754698125	1.0	0.8076375625	13.75	0.061111149999999996	0.8616071666666666
PE_Scaf12186:866..8373	?	Bel-Pao	0.506533	356	0.823131	gene	10.93076923	0.02180383154	130	0.17692307692307693	0.12323904782608698	0	0.0	7518	P. echinospica	(0.4, 0.7]	0.030423731700866666	0.30562157333333334	0.09922770666666667	14.866666666666667	0.02996775	1.084908
PE_Scaf12198:103211..107585	+	Gypsy	1.010038	311	1.17503	.	23.26007326	0.01967764432	273	0.23443223443223443	0.0839374515625	0	0.0	4385	P. echinospica	(0.7, 1.1]	0.02323384039303125	0.21726784375	0.113501159375	34.96875	0.0519481	0.9229316666666666
PE_Scaf12200:47375..51799	+	Gypsy	2.286033	283	1.14531	.	24.2761194	0.01535078284	268	0.1865671641791045	0.082280196	0	0.0	4435	P. echinospica	(1.1, 5.0]	0.0285511493040625	0.3303565625	0.08861235	32.6875	0.04316545	0.7506341666666666
PE_Scaf12202:331739..336537	-	Gypsy	0.418067	258	0.886521	.	10.75	0.007575758333	24	0.08333333333333333	0.0909091	0	0.5	4809	P. echinospica	(0.2, 0.4]	0.042265422396875	0.3791771875	0.1094858375	34.125	0.0	0.2959606666666667
PE_Scaf1222:93029..97788	+	Gypsy	0.0	270	0.99993	.	15.28630705	0.01785198216	241	0.2033195020746888	0.08780260612244896	0	1.0	4768	P. echinospica	(0.0, 0.2]	0.296051650061875	0.5632056875	0.353945284375	27.875	0.0287356	0.6029116666666666
PE_Scaf1222:192998..195382	?	Gypsy	0.21689	215	1.3068	.	25.48	0.0087008065	200	0.13	0.06692928076923078	0	0.5	2395	P. echinospica	(0.2, 0.4]	0.034286827219062496	0.360593375	0.09757704375	22.75	0.0508475	0.8222133333333334
PE_Scaf12224:15624..20664	+	Gypsy	1.648806	249	0.819593	gene	24.42083333	0.8863781708	240	1.0	0.8863781708333333	1	0.0	5053	P. echinospica	(1.1, 5.0]	0.78419606394375	1.0	0.7841960625	18.53125	0.001497005	0.2864139666666667
PE_Scaf12224:15962..20322	+	Gypsy	0.229852	248	0.912819	gene	24.38912134	0.8870795439	239	1.0	0.8870795439330545	1	0.5	4371	P. echinospica	(0.2, 0.4]	0.77759073929375	1.0	0.77759071875	15.8125	0.0660512	0.8730373333333334
PE_Scaf12245:152981..156956	-	Gypsy	0.806938	260	1.08779	.	20.37450199	0.05405368167	251	0.4541832669322709	0.1190129307017544	0	0.0	3986	P. echinospica	(0.7, 1.1]	0.029891341096666663	0.3192497142857143	0.09565098571428572	39.61904761904762	0.045138899999999996	0.6727716666666667
PE_Scaf12253:315523..319099	+	Gypsy	1.489171	123	0.68494	.	27.74358974	0.02537081197	117	0.3247863247863248	0.07811539473684212	0	0.0	3587	P. echinospica	(1.1, 5.0]	0.2876992733614688	0.5730453125	0.3537906	25.59375	0.04746835	0.6240631666666667
PE_Scaf12253:438230..442834	-	Gypsy	0.299702	295	1.0675	.	26.35036496	0.02320155438	274	0.2773722627737226	0.08364770921052632	0	0.5	4615	P. echinospica	(0.2, 0.4]	0.539366863539375	0.76818784375	0.59197655	40.21875	0.05078125	0.7988066666666667
PE_Scaf12255:134663..139056	-	Gypsy	0.908619	326	1.08056	.	24.81028939	0.01714400868	311	0.21543408360128619	0.07957890597014926	0	0.0	4404	P. echinospica	(0.7, 1.1]	0.3880322404121875	0.7293655625	0.411143771875	28.90625	0.0263158	0.591801
PE_Scaf12256:168211..172893	-	Gypsy	1.096428	214	0.91721	.	26.21052632	0.02003605024	209	0.291866028708134	0.06864810655737703	0	0.0	4693	P. echinospica	(1.1, 5.0]	0.023250481421875	0.3394741875	0.06953045625	35.90625	0.0527729	1.081664
PE_Scaf12256:208452..213685	+	Gypsy	0.507197	285	0.869841	.	18.48888889	0.02490396148	270	0.26296296296296295	0.0947052056338028	0	0.0	5242	P. echinospica	(0.4, 0.7]	0.02918463525896552	0.33216789655172413	0.0854891724137931	28.862068965517242	0.0328947	0.5850974999999999
PE_Scaf12261:49821..54335	-	Gypsy	1.234244	194	0.863707	.	10.83823529	0.02385653824	68	0.23529411764705882	0.1013902875	0	0.0	4525	P. echinospica	(1.1, 5.0]	0.02559754279315625	0.240880853125	0.110445103125	27.96875	0.0394737	2.6959255
PE_Scaf12262:105271..109648	-	Gypsy	0.0	318	1.17609	.	20.28618421	0.01496846217	304	0.17434210526315788	0.08585683962264151	0	1.0	4388	P. echinospica	(0.0, 0.2]	0.030715503814375	0.35179271875	0.089561409375	39.6875	0.0544218	0.8997766666666668
PE_Scaf12265:121086..133102	+	Gypsy	0.64105	487	0.903307	.	21.27837259	0.03365202655	467	0.284796573875803	0.11816162706766917	0	0.0	12027	P. echinospica	(0.4, 0.7]	0.025146003688124998	0.360830103125	0.07697582812499999	35.34375	0.0388889	0.61607
PE_Scaf12265:253968..258685	+	Gypsy	0.186405	393	1.29071	.	17.11173184	0.01223507849	358	0.14804469273743018	0.08264449245283018	0	0.5	4728	P. echinospica	(0.0, 0.2]	0.0222067171360625	0.26887015625	0.085514940625	42.6875	0.0606796	1.0236583333333333
PE_Scaf1227:97563..102489	+	Gypsy	1.460876	174	0.668358	.	14.63291139	0.01878606772	158	0.18354430379746836	0.10235167931034483	0	0.0	4937	P. echinospica	(1.1, 5.0]	0.0278753803163125	0.26483553125	0.10351590625	31.09375	0.03082725	0.4551286666666667
PE_Scaf12278:5704..11691	-	Gypsy	0.772956	398	0.965567	.	14.95640327	0.01525020518	367	0.12806539509536785	0.11908138936170212	0	0.0	5996	P. echinospica	(0.7, 1.1]	0.47702857617916	0.739890256	0.575926796	29.04	0.07365495	0.7288065
PE_Scaf12280:260267..264664	-	Gypsy	0.872541	275	0.984839	.	25.23018868	0.02117610113	265	0.2679245283018868	0.07903756056338027	0	0.0	4408	P. echinospica	(0.7, 1.1]	0.0329443820565625	0.44022503125	0.074824715625	37.125	0.06981894999999999	0.9419225
PE_Scaf12280:267694..272285	-	Gypsy	0.0	380	1.25157	.	22.21367521	0.01470646524	351	0.15954415954415954	0.09217802321428571	0	1.0	4602	P. echinospica	(0.0, 0.2]	0.2172708143434375	0.72112765625	0.237930071875	22.34375	0.0429448	0.776605
PE_Scaf12312:398495..403134	-	Gypsy	0.278036	318	1.0312	.	20.55218855	0.02081285556	297	0.20875420875420875	0.09970029193548387	0	0.5	4651	P. echinospica	(0.2, 0.4]	0.0500062301653125	0.36304271875	0.11793089375	28.65625	0.0652174	1.4847583333333334
PE_Scaf12326:297457..302044	-	Gypsy	0.0	371	1.23344	.	15.80473373	0.009620241124	338	0.08875739644970414	0.10838805	0	1.0	4598	P. echinospica	(0.0, 0.2]	0.0268089845246875	0.31147809375	0.091338253125	34.0625	0.0429448	0.7698566666666666
PE_Scaf12326:400269..404488	+	Gypsy	0.91583	323	1.09758	.	19.64900662	0.01323853046	302	0.18211920529801323	0.07269156727272727	0	0.0	4230	P. echinospica	(0.7, 1.1]	0.016225123085125002	0.21601632125	0.0840658125	79.15625	0.0666667	0.7676950000000001
PE_Scaf12329:195587..198457	+	Gypsy	0.0	213	1.24121	.	27.72058824	0.01670205882	204	0.22058823529411764	0.07571600000000002	0	1.0	2881	P. echinospica	(0.0, 0.2]	0.4269055817559375	0.84434834375	0.487276971875	19.5	0.0544218	0.9222800000000001
PE_Scaf12344:194843..199405	-	Gypsy	0.207528	360	1.12787	.	22.28358209	0.01670956687	335	0.18208955223880596	0.09176565409836066	0	0.5	4573	P. echinospica	(0.0, 0.2]	0.1354287647940625	0.60031196875	0.1736744375	30.09375	0.0594595	0.8112199999999999
PE_Scaf1235:333643..338141	-	Gypsy	0.739687	330	1.11781	.	21.37704918	0.01128663475	305	0.14426229508196722	0.0782369	0	0.0	4509	P. echinospica	(0.7, 1.1]	0.02832305557625	0.338378375	0.086651725	36.625	0.044586	0.7395333333333333
PE_Scaf12351:55045..59415	-	Gypsy	0.510566	381	1.29965	.	24.49444444	0.01285858389	360	0.19166666666666668	0.06708826376811594	0	0.0	4381	P. echinospica	(0.4, 0.7]	0.4342444419539688	0.687462378125	0.480836840625	28.0	0.06953645	0.9431316666666666
PE_Scaf12357:155720..159560	-	Gypsy	1.962479	303	1.14889	.	21.95744681	0.01089303865	282	0.14893617021276595	0.0731389738095238	0	0.0	3851	P. echinospica	(1.1, 5.0]	0.02649116610340625	0.27613415625	0.08740540937499999	41.71875	0.04729725	0.7657716666666667
PE_Scaf12358:235104..239629	-	Gypsy	0.207528	345	1.10587	gene	21.26168224	0.9582186137	321	1.0	0.958218613707165	1	0.5	4536	P. echinospica	(0.0, 0.2]	0.78067402691875	1.0	0.780674	18.8125	0.056756799999999996	0.77343
PE_Scaf12358:396368..401871	-	Gypsy	0.395157	408	1.14715	.	12.08247423	0.8813635876	194	1.0	0.8813635876288659	1	0.5	5514	P. echinospica	(0.2, 0.4]	0.7559117489125	0.99747053125	0.7582481249999999	23.28125	0.0386598	0.7069818333333333
PE_Scaf12358:494874..499783	+	Gypsy	0.585732	382	1.25537	.	12.06415094	0.01810601887	265	0.1320754716981132	0.13708842857142858	0	0.0	4920	P. echinospica	(0.4, 0.7]	0.04123287985253125	0.35034339375	0.11798225625	27.65625	0.05303035	0.8637633333333333
PE_Scaf1236:279193..283324	+	Gypsy	0.982933	297	1.16177	.	20.26950355	0.01147627801	282	0.12411347517730496	0.09246601142857143	0	0.0	4142	P. echinospica	(0.7, 1.1]	0.0294971026625	0.3783040625	0.08089350000000001	32.5	0.0454545	0.7656766666666667
PE_Scaf1236:294720..298829	+	Gypsy	1.197106	306	1.09383	.	20.48639456	0.01399474354	294	0.17687074829931973	0.07912412692307692	0	0.0	4120	P. echinospica	(1.1, 5.0]	0.03657184311303125	0.29955934375	0.1150729625	30.84375	0.02688985	0.6160776666666666
PE_Scaf1236:313069..318023	+	Gypsy	0.249212	316	1.10006	.	25.8538206	0.02115150399	301	0.2724252491694352	0.0776414963414634	0	0.5	4965	P. echinospica	(0.2, 0.4]	0.325073568905625	0.66224209375	0.353650121875	27.6875	0.031761700000000004	0.6222781666666667
PE_Scaf1236:710279..714681	-	Gypsy	0.716708	355	1.15303	.	23.89393939	0.01797802182	330	0.22727272727272727	0.079103296	0	0.0	4413	P. echinospica	(0.7, 1.1]	0.0347938270696875	0.261688059375	0.141981778125	45.53125	0.0462963	1.7962300000000002
PE_Scaf12366:39063..43467	-	Gypsy	1.109609	196	0.770803	.	20.96875	0.03235670729	192	0.4322916666666667	0.07484925060240964	0	0.0	4415	P. echinospica	(1.1, 5.0]	0.02389133055471875	0.317390671875	0.07231160625	51.9375	0.03280905	0.48252
PE_Scaf12378:233310..237697	+	Gypsy	0.428151	269	0.965602	.	29.11583012	0.02568232008	259	0.3088803088803089	0.08314651125	0	0.5	4398	P. echinospica	(0.2, 0.4]	0.125482582820375	0.332989659375	0.213220125	32.4375	0.0722222	0.9484555
PE_Scaf12379:82140..86322	-	Gypsy	1.003447	244	0.966434	.	28.06355932	0.05030499237	236	0.3347457627118644	0.15027820506329112	0	0.0	4193	P. echinospica	(0.7, 1.1]	0.059305020811875	0.50697109375	0.117351278125	22.59375	0.06964535	0.7998066666666667
PE_Scaf12379:429250..433904	?	Bel-Pao	0.425782	237	1.00116	.	19.82352941	0.02163445294	221	0.26244343891402716	0.08243472586206896	0	0.5	4665	P. echinospica	(0.2, 0.4]	0.041537562689827584	0.4369355724137931	0.0960972724137931	22.517241379310345	0.0662983	1.0603933333333333
PE_Scaf12381:198499..203005	+	Gypsy	0.0	300	1.08744	.	15.96981132	0.0240141483	265	0.18867924528301888	0.12727498599999998	0	1.0	4517	P. echinospica	(0.0, 0.2]	0.0256141557330625	0.252915228125	0.10655679375	29.0	0.0461538	0.7848299999999999
PE_Scaf12390:385028..390983	+	Gypsy	0.668924	399	0.971718	.	23.640625	0.01382092812	384	0.1640625	0.08424184761904761	0	0.0	5964	P. echinospica	(0.4, 0.7]	0.063025566575	0.4098975625	0.117318971875	38.25	0.0769237	0.7429105000000001
PE_Scaf12405:86876..91012	+	Gypsy	0.282116	277	0.999325	.	24.03030303	0.02168900985	264	0.3106060606060606	0.06982803170731706	0	0.5	4145	P. echinospica	(0.2, 0.4]	0.0299541270278125	0.4270494375	0.069679584375	30.03125	0.0367647	0.6020641666666667
PE_Scaf12405:118341..122884	-	Gypsy	1.40741	283	1.03319	.	17.88888889	0.03255953135	252	0.30158730158730157	0.10796055131578947	0	0.0	4554	P. echinospica	(1.1, 5.0]	0.035749376388125004	0.35252659375	0.1016552125	41.46875	0.0624845	0.8187416666666666
PE_Scaf12414:36223..42884	-	Gypsy	0.0	315	0.934022	.	10.72839506	0.01246058519	81	0.13580246913580246	0.09175521818181819	0	1.0	6670	P. echinospica	(0.0, 0.2]	0.0859697768675	0.7436012916666667	0.11766846666666668	3.875	0.0255034	0.5523296666666667
PE_Scaf12427:900367..902482	+	Gypsy	0.0	174	1.2335	.	10.39215686	0.003743315686	51	0.0392156862745098	0.09545455	0	1.0	2126	P. echinospica	(0.0, 0.2]	0.26107009051828123	0.559989571875	0.3170357125	38.9375	0.0594595	0.8406083333333333
PE_Scaf12427:1110089..1114437	-	Gypsy	0.644631	276	0.998104	.	23.69581749	0.01769047034	263	0.21673003802281368	0.08162445087719297	0	0.0	4359	P. echinospica	(0.4, 0.7]	0.026473834377499998	0.30377971875	0.090656421875	43.09375	0.06944444999999999	0.9233988333333333
PE_Scaf12427:1163895..1168267	-	Gypsy	0.21328	275	0.986612	.	22.9509434	0.02105395358	265	0.27547169811320754	0.07642873561643836	0	0.5	4383	P. echinospica	(0.0, 0.2]	0.4669391962853125	0.69438615625	0.498032984375	32.0625	0.06944444999999999	0.9122715
